gene	Estimate	Std. Error	z value	Pr(>|z|)	entrezgene_id	ensembl_gene_id	wikigene_name	entrezgene_description	external_gene_name	gene_gff	description	gene_name	gene.y	FDR_tol	gene.z	logFC	logCPM	F	PValue	FDR_inf
LOC103821962	-1.6496037159183583	1.1722671774242133	-1.4071909097915563	0.15937078640511027	103821962	NA	NA	NA	NA	MYDGF	myeloid derived growth factor	MYDGF	103821962	0.2129503968647463	103821962	0.0901380092484664	3.3605477646001116	2.786092470833043	0.09816123175755537	0.2838473206551033
LOC103821963	-0.06071479423084707	0.9754356139228025	-0.06224377433450173	0.9503687031713512	103821963	ENSSCAG00000007192	TNFAIP8L1	TNF alpha induced protein 8 like 1	TNFAIP8L1	TNFAIP8L1	TNF alpha induced protein 8 like 1	TNFAIP8L1	103821963	0.9614693033095617	103821963	0.09735606805227497	3.8122982532278313	2.332508322440815	0.12980153731302158	0.3324369989390541
LOC103821964	-0.2598759525838354	1.1528123988065684	-0.22542779107239655	0.8216464938274138	103821964	ENSSCAG00000007183	LOC103821964	perilipin-3-like	NA	LOC103821964	perilipin-3-like	LOC103821964	103821964	0.8575329484267262	103821964	0.21782030923555148	1.0059984546516116	1.4277933029326577	0.23490382979050167	0.46200022173423966
LOC103821965	10.095998137163196	3.6911221561435013	2.7352110577969966	0.006234029025067762	103821965	ENSSCAG00000007264	UHRF1	ubiquitin like with PHD and ring finger domains 1	UHRF1	UHRF1	ubiquitin like with PHD and ring finger domains 1	UHRF1	103821965	0.023761025390071164	103821965	-0.3855851052756826	2.0186046811511607	14.046949947174019	2.9622954648839144e-4	0.013662545827611026
LOC103821967	-2.8724775441185124	3.028007662624507	-0.9486361542522684	0.34280569626405577	103821967	ENSSCAG00000000245	KLHL33	kelch like family member 33	NA	KLHL33	kelch like family member 33	KLHL33	103821967	0.41176102685543403	103821967	0.08461621457202811	2.7128212824945255	1.3618462730933378	0.24594655337182036	0.47422482217852985
LOC103821968	1.3713001782476568	0.7352801412594543	1.8650036921965143	0.06218088667763974	103821968	NA	NA	NA	NA	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11	NDUFA11	103821968	0.14046887050671628	103821968	-0.04271845373601706	5.921528771009651	0.28349286077007535	0.5955822530436659	0.7670767382335182
LOC103821969	-4.820173886097547	1.6328307113289096	-2.952035292240773	0.0031568684729003987	103821969	ENSSCAG00000000274	RANBP3	RAN binding protein 3	RANBP3	RANBP3	RAN binding protein 3	RANBP3	103821969	0.023213298146954685	103821969	0.07528201584414099	6.608441913990897	3.3541470578606556	0.0699630146456136	0.23218207313310082
LOC103821970	-1.8822716503057615	1.3056421882230589	-1.4416443243669068	0.14940273747889565	103821970	NA	NA	NA	NA	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated	LSM7	103821970	0.20224398860322673	103821970	-0.004901644749541398	5.085210130652482	0.008577491803724835	0.9263918086796741	0.9659977149944464
LOC103821971	-0.6686578604746636	5.3663965947437795	-0.12460090279752961	0.9008395136395594	103821971	NA	NA	NA	NA	LOC103821971	E3 ubiquitin-protein ligase TRIM39-like	LOC103821971	103821971	0.9226475465582079	103821971	0.349066337769193	-0.17198205330073615	4.214508565189041	0.042646820113012456	0.17530456698174027
LOC103821974	14.584449658149	9.80028878985687	1.4881652950108628	0.13670730721868976	103821974	NA	NA	NA	NA	ANGPTL4	angiopoietin like 4	ANGPTL4	103821974	0.1888276520557205	103821974	-0.019617300121599138	-1.1813699294184672	0.009624650498931466	0.9220417590162846	0.9636663852084201
LOC103821975	1.4898068253884762	14.430823693197206	0.10323782322216173	0.9177742216838204	103821975	ENSSCAG00000000806	LOC103821975	KN motif and ankyrin repeat domain-containing protein 1-like	KANK3	LOC103821975	KN motif and ankyrin repeat domain-containing protein 1-like	KANK3	103821975	0.9358890148096434	103821975	-0.08384785399592574	-1.3467979063884223	0.1530476711151569	0.6964580958430514	0.8360624487427686
LOC103821978	1.1288893422122244	1.3561596921212016	0.8324162329633185	0.4051740424660168	103821978	ENSSCAG00000001022	LOC103821978	mucosa-associated lymphoid tissue lymphoma translocation protein 1-like	NA	LOC103821978	mucosa-associated lymphoid tissue lymphoma translocation protein 1-like	LOC103821978	103821978	0.47589491035658293	103821978	0.023571124627681805	3.564289688830708	0.11280232532682946	0.7376678670254881	0.860938624645132
LOC103821979	0.2991835702753557	1.5064511136594259	0.19860157927633507	0.8425744181367953	103821979	ENSSCAG00000001052	APBA3	amyloid beta precursor protein binding family A member 3	APBA3	APBA3	amyloid beta precursor protein binding family A member 3	APBA3	103821979	0.8745621928888199	103821979	0.043816894716088815	3.8115463262890863	0.42280068365280665	0.517008921797649	0.7127582578987516
LOC103821980	-0.5202644037015922	0.735843862856655	-0.7070309748617711	0.4795472289781593	103821980	ENSSCAG00000001225	TBXA2R	thromboxane A2 receptor	TBXA2R	TBXA2R	thromboxane A2 receptor	TBXA2R	103821980	0.5495002797416318	103821980	0.0748270672136854	4.092097091891436	0.7049913327414912	0.40308090594465595	0.6245795133668426
LOC103821982	2.342993053351674	2.103602179394767	1.113800449677126	0.2653648040274672	103821982	ENSSCAG00000014151	HDDC2	HD domain containing 2	HDDC2	HDDC2	HD domain containing 2	HDDC2	103821982	0.329051160444385	103821982	0.05117746640785121	-0.6884148045117132	0.07839046391342458	0.7800592091895948	0.8853129956062902
LOC103821983	0.5492443439235559	2.573663519508067	0.21340953848875283	0.8310075412319575	103821983	ENSSCAG00000001244	HMG20B	high mobility group 20B	HMG20B	HMG20B	high mobility group 20B	HMG20B	103821983	0.8651812255483479	103821983	0.02143913861098455	1.5666305354370074	0.08023895288280204	0.7775496073129918	0.8843429839050344
LOC103821984	0.04119198468720009	1.3006287857086345	0.03167082348154939	0.9747345626985849	103821984	NA	NA	NA	NA	MFSD12	major facilitator superfamily domain containing 12	MFSD12	103821984	0.981007062400601	103821984	0.04882916157474597	2.5194279004232474	0.32500425055065224	0.5698728689274516	0.7483267204718951
LOC103821985	-3.564945917821296	3.717276300400476	-0.9590209685078376	0.3375481819506851	103821985	NA	NA	NA	NA	LOC103821985	GRAM domain-containing protein 2A-like	LOC103821985	103821985	0.4062840574961742	103821985	0.5178522986443614	-0.9117606947697294	7.755927059920846	0.006386078866570233	0.06386284760018825
LOC103821986	-0.4571647287701659	1.4697531648933988	-0.3110486438743774	0.7557636420288611	103821986	ENSSCAG00000001302	LOC103821986	protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like	NA	LOC103821986	uncharacterized LOC103821986	LOC103821986	103821986	0.8020904414662771	103821986	-0.004918617474017235	1.083935086076615	0.0014706297742763646	0.969484761354085	0.9865640148332322
LOC103821987	-0.9710642004044591	0.8944224807347283	-1.085688498802907	0.27761683078022026	103821987	NA	NA	NA	NA	SMIM44	small integral membrane protein 44	SMIM44	103821987	0.34251440483904194	103821987	0.08801664245890055	5.86590957375513	1.431976497896861	0.2342241009715888	0.46158185851823796
LOC103821989	-7.751595834079496	8.979772296037767	-0.8632285517417639	0.38801181847088423	103821989	NA	NA	NA	NA	UNC13A	unc-13 homolog A	UNC13A	103821989	0.4584950051756071	103821989	0.002715785474772481	0.15433253668383226	3.2595462692470284e-4	0.9856309741180607	0.9937617520897037
LOC103821990	-1.145450098508541	2.44803504015882	-0.4679059244324494	0.6398518666129258	103821990	NA	NA	NA	NA	MEX3D	mex-3 RNA binding family member D	MEX3D	103821990	0.700637475469574	103821990	0.13584215322465146	1.181489242953687	1.7117313818566424	0.19370986043919192	0.413244752660973
LOC103821991	1.3663521434729244	0.7081351997188016	1.929507450011663	0.05366789610078748	103821991	NA	NA	NA	NA	LOC103821991	cytochrome b-c1 complex subunit 10	LOC103821991	103821991	0.1269290167939502	103821991	-0.24301597393346597	4.114890828088559	5.836264689694044	0.017482692884459264	0.10654272671969635
LOC103821992	3.16086623824128	5.466967780454997	0.5781753917668437	0.5631457110186489	103821992	NA	NA	NA	NA	ATP8B3	ATPase phospholipid transporting 8B3	ATP8B3	103821992	0.6295754611970802	103821992	-0.2999642731128866	0.23193616665048838	1.3837465891964285	0.24220990462534828	0.47028232202865417
LOC103821994	-0.5601815198191695	0.9309087080672908	-0.6017577394696332	0.5473354095403251	103821994	ENSSCAG00000002228	ABHD17A	abhydrolase domain containing 17A	ABHD17A	ABHD17A	abhydrolase domain containing 17A, depalmitoylase	ABHD17A	103821994	0.6145232891545567	103821994	0.0034160890054478698	6.282515219628542	0.0029242527488217308	0.9569804039090514	0.9813462366331261
LOC103821996	-0.47780576460956875	1.0411810820313627	-0.4589074588998114	0.6463006222229386	103821996	NA	NA	NA	NA	CSNK1G2	casein kinase 1 gamma 2	CSNK1G2	103821996	0.7063160860165907	103821996	-0.06906270193767873	6.779090919223811	1.587825773341223	0.21052058702817267	0.43333204665230146
LOC103821997	-2.2398376370766395	0.8130713958975446	-2.754785924554751	0.005873054880322012	103821997	NA	NA	NA	NA	MKNK2	MAPK interacting serine/threonine kinase 2	MKNK2	103821997	0.023362661902081795	103821997	0.059807048518393455	11.984405272881327	0.6406241641285925	0.42535048548547394	0.6397179782297556
LOC103821998	0.7312137273755209	0.8348256717453982	0.8758879274121358	0.3810909632192677	103821998	ENSSCAG00000002326	DOT1L	DOT1 like histone lysine methyltransferase	DOT1L	DOT1L	DOT1 like histone lysine methyltransferase	DOT1L	103821998	0.45157821775416834	103821998	-0.10238125906073976	8.729805853948134	2.4294610713874545	0.12218014650417554	0.3216036399966334
LOC103821999	-0.9497647553521444	0.8515457868637522	-1.11534196986651	0.26470390668261884	103821999	NA	NA	NA	NA	SF3A2	splicing factor 3a subunit 2	SF3A2	103821999	0.32834268984086684	103821999	0.011683438341910626	6.061718326913248	0.030914096230749064	0.8607817663157273	0.9314487284969201
LOC103822000	-1.3716688074741323	2.658410319989449	-0.5159733232902799	0.6058730411795783	103822000	NA	NA	NA	NA	AMH	anti-Mullerian hormone	AMH	103822000	0.6693385008511963	103822000	-0.25619856677328096	1.6756475454203152	6.240556587960447	0.014088348559007292	0.09565077762237818
LOC103822003	-1.34681673379101	1.206064374216741	-1.11670385311371	0.2641209698344564	103822003	NA	NA	NA	NA	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A	SMPDL3A	103822003	0.3277192592251679	103822003	0.411522215985258	0.7621132912997619	5.342588998732903	0.022827658155670755	0.12245392951522305
LOC103822005	-3.9593414488965033	2.0274103754045765	-1.9529057841121107	0.05083076020365599	103822005	NA	NA	NA	NA	ZNF414	zinc finger protein 414	ZNF414	103822005	0.12203820201678046	103822005	0.3375615861373205	0.809898575857253	8.436303806581318	0.004512441685034108	0.0532013489125136
LOC103822006	-0.7175371500783595	0.9457809550322303	-0.7586715996558709	0.44804903001714924	103822006	ENSSCAG00000002681	ACSBG2	acyl-CoA synthetase bubblegum family member 2	ACSBG2	ACSBG2	acyl-CoA synthetase bubblegum family member 2	ACSBG2	103822006	0.5188043456059566	103822006	0.30635476433102715	3.1032622711758173	4.8730773619312675	0.029525896899180865	0.14244950258376735
LOC103822007	-0.6500139393435601	0.9822221046585167	-0.6617789767310792	0.5081128814017636	103822007	NA	NA	NA	NA	RFX2	regulatory factor X2	RFX2	103822007	0.5767678374221051	103822007	0.01814576051009822	6.424420822845184	0.10843714770267561	0.74260764270296	0.8639538942075684
LOC103822009	0.13348338711072835	0.3616318971717406	0.3691139751628062	0.712042772664503	103822009	NA	NA	NA	NA	IFI30	IFI30 lysosomal thiol reductase	IFI30	103822009	0.7647901151519529	103822009	0.4026793070497216	4.2838130859450505	7.671836761356095	0.006668273373289803	0.06537522914990004
LOC103822010	0.047269203124385754	0.7108433623310149	0.06649735459212763	0.9469818637795898	103822010	NA	NA	NA	NA	MAST3	microtubule associated serine/threonine kinase 3	MAST3	103822010	0.9591897331100818	103822010	-0.02879654986322968	6.315240325274698	0.08503007343585901	0.7711870120070712	0.8820897506579789
LOC103822011	2.167624302742046	4.580261167738548	0.4732534288677443	0.6360323835292042	103822011	NA	NA	NA	NA	IL12RB1	interleukin 12 receptor subunit beta 1	IL12RB1	103822011	0.6974734541741847	103822011	0.37996676192709317	-0.43527210192441157	3.781890767975282	0.054571851801760496	0.20138919917435955
LOC103822013	1.182750383448138	0.8767542271180983	1.3490101865101385	0.17733369420817274	103822013	ENSSCAG00000003920	CPAMD8	C3 and PZP like alpha-2-macroglobulin domain containing 8	CPAMD8	CPAMD8	C3 and PZP like alpha-2-macroglobulin domain containing 8	CPAMD8	103822013	0.23242560603978477	103822013	-1.0921769183624321	4.3747026567305864	27.08370298320843	1.0163760591388738e-6	6.576550970898594e-4
LOC103822015	-1.7024100309379826	1.1963903389278616	-1.422955347887202	0.15474909983436988	103822015	ENSSCAG00000003943	SIN3B	SIN3 transcription regulator family member B	SIN3B	SIN3B	SIN3 transcription regulator family member B	SIN3B	103822015	0.2078183491854558	103822015	-0.0012039790415450844	7.634561584708842	7.550529189286905e-4	0.9781321500531346	0.9902856558292205
LOC103822016	1.6558285433398374	1.7677348642102213	0.9366950762039867	0.3489154297152269	103822016	NA	NA	NA	NA	SMIM7	small integral membrane protein 7	SMIM7	103822016	0.4183334246694698	103822016	-0.07682988493146425	6.029158091752688	3.173007224657918	0.07784948383795343	0.24771187091427335
LOC103822017	-2.001781114940476	1.0091796186544117	-1.9835726742178446	0.047303497966165134	103822017	NA	NA	NA	NA	LOC103822017	scaffold attachment factor B1-like	LOC103822017	103822017	0.11537023795638517	103822017	0.007211986848264485	6.691363044069475	0.018220850343857262	0.8928908025963856	0.9480500799768574
LOC103822018	-1.9011543171878895	1.6111841172688248	-1.1799733480557166	0.23801081525464177	103822018	NA	NA	NA	NA	LOC103822018	scaffold attachment factor B1-like	LOC103822018	103822018	0.29906206565085913	103822018	-0.02897676521417003	6.459729783542211	0.5582703415322733	0.4566818700653389	0.6632614377724158
LOC103822019	-2.4587523869290333	1.2703262860354672	-1.9355282292099132	0.052925508008108774	103822019	NA	NA	NA	NA	NCLN	nicalin	NCLN	103822019	0.12574155740347573	103822019	0.02101874794129367	6.481749151112874	0.17270883617586721	0.6785909968241597	0.8248067364713543
LOC103822020	0.7121775708295317	0.8071202314885123	0.8823686274300362	0.3775774954515182	103822020	ENSSCAG00000005525	S1PR4	sphingosine-1-phosphate receptor 4	S1PR4	S1PR4	sphingosine-1-phosphate receptor 4	S1PR4	103822020	0.44796179579004497	103822020	0.08120407363827538	3.2105853844568943	0.419518964241641	0.5186365660120688	0.7133687121969603
LOC103822021	-0.39985213263978386	0.5727714284663826	-0.6981006956132627	0.48511422310071456	103822021	ENSSCAG00000005531	LOC103822021	granzyme K-like	NA	LOC103822021	granzyme K-like	LOC103822021	103822021	0.5549351553772733	103822021	0.2677171378506147	2.350331363521271	3.2747682603756005	0.07330637257122614	0.23864163903033075
LOC103822023	1.7140081953369155	0.6793754262334355	2.522917563915503	0.011638568109011026	103822023	NA	NA	NA	NA	LOC103822023	transducin-like enhancer protein 1	LOC103822023	103822023	0.035797627700378774	103822023	-0.5440628716495215	4.594213636948276	15.842290281982738	1.2930069342495932e-4	0.009117356587657388
LOC103822026	21.572313432787748	12.11041669110766	1.781302326998186	0.07486307455898268	103822026	NA	NA	NA	NA	SHC2	SHC adaptor protein 2	SHC2	103822026	0.1565478398356523	103822026	0.1063662589229817	-0.8949923564142792	0.48849410640685126	0.48619501058572767	0.6878182571659099
LOC103822027	2.818482589402944	0.9464147353283537	2.978062876868761	0.002900764700923035	103822027	NA	NA	NA	NA	CDC34	cell division cycle 34, ubiqiutin conjugating enzyme	CDC34	103822027	0.023213298146954685	103822027	-0.15578757404656537	6.698830203208159	5.05880781477621	0.026656715402142598	0.13342255901696523
LOC103822028	-0.022596413644854232	0.8551787900838571	-0.02642302861912475	0.9789199263788169	103822028	NA	NA	NA	NA	BSG	basigin (Ok blood group)	BSG	103822028	0.9841388444935554	103822028	0.07614296057768924	9.737177351570518	1.2301990729255687	0.2699840342499306	0.5011149608162961
LOC103822029	3.4906439357295462	2.6751561584307115	1.304837448359356	0.1919482045018107	103822029	NA	NA	NA	NA	HCN2	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2	HCN2	103822029	0.2485205095950939	103822029	-0.24434305669605216	0.7525859872241176	1.5084918622701793	0.22220397306537776	0.4481888870720053
LOC103822030	-0.21884179664633513	0.8369594978448536	-0.26147238571262577	0.7937282420081488	103822030	NA	NA	NA	NA	POLRMT	RNA polymerase mitochondrial	POLRMT	103822030	0.8342526988651435	103822030	0.11383219888510622	5.3193290742923045	2.0132863630619298	0.1589844840324208	0.369029188511633
LOC103822032	-0.22665854346184994	0.5171134365631097	-0.4383149371795293	0.6611579993418366	103822032	NA	NA	NA	NA	RNF126	ring finger protein 126	RNF126	103822032	0.7199067534985517	103822032	0.11173405659264428	7.502648280581899	1.096293296441128	0.29756289670081704	0.528701641691001
LOC103822033	5.12719366080167	7.345249913071397	0.698028483915498	0.4851593809273921	103822033	ENSSCAG00000005827	FSTL3	follistatin like 3	FSTL3	FSTL3	follistatin like 3	FSTL3	103822033	0.554948338669114	103822033	-0.5897104815172346	-1.6625500369251762	3.9579366043802886	0.04933591554984761	0.19052668331665287
LOC103822034	-1.2624774940510806	2.002966430877786	-0.6303038705934819	0.5284957910796034	103822034	ENSSCAG00000005829	PRSS57	serine protease 57	PRSS57	PRSS57	serine protease 57	PRSS57	103822034	0.59665963413024	103822034	0.3238216450503213	-0.6758131406062531	2.124384545170801	0.14805176212090332	0.3553322522281511
LOC103822035	0.0164359252950594	2.82248278074906	0.005823215435417984	0.9953537725686692	103822035	NA	NA	NA	NA	PALM	paralemmin	PALM	103822035	0.9963501226913607	103822035	0.03781966908851426	0.9218829645746323	0.05066592186256217	0.8223601770726923	0.9081379327175599
LOC103822036	6.550087046618802	15.562868174794968	0.4208791704107007	0.6738433160738828	103822036	ENSSCAG00000014619	MCM9	minichromosome maintenance 9 homologous recombination repair factor	MCM9	MCM9	minichromosome maintenance 9 homologous recombination repair factor	MCM9	103822036	0.7311139053242851	103822036	0.2862634874692154	-1.4304236857205714	1.9302123162851232	0.16776938403822458	0.3805078813238083
LOC103822037	9.166665648259062	3.76595907136151	2.4340853085652445	0.014929476001064	103822037	ENSSCAG00000005846	LOC103822037	uncharacterized protein KIAA1958-like	NA	LOC103822037	uncharacterized protein KIAA1958-like	LOC103822037	103822037	0.043969005625623565	103822037	-0.1074942586352303	0.9362992378615766	0.6015044277339043	0.43980419514036906	0.6510143867183658
LOC103822038	2.0094135038544474	1.1398596476972902	1.7628604608591973	0.07792402710308322	103822038	NA	NA	NA	NA	PLPPR3	phospholipid phosphatase related 3	PLPPR3	103822038	0.15776807897155606	103822038	-0.1251779744137079	3.3193251350459283	1.100808693652605	0.29657541775704954	0.5280040915517558
LOC103822040	-1.2032844282282575	0.7112585675443074	-1.6917679211692584	0.09069023224181275	103822040	ENSSCAG00000005886	MED16	mediator complex subunit 16	NA	MED16	mediator complex subunit 16	MED16	103822040	0.15776807897155606	103822040	0.07187134435394968	8.05336101387793	0.9025991768072793	0.34433783994724354	0.5742444268374286
LOC103822041	-1.989682456067485	1.823449658503008	-1.0911639083587032	0.27520076584871067	103822041	NA	NA	NA	NA	WDR18	WD repeat domain 18	WDR18	103822041	0.3397667429760729	103822041	0.09331723343301937	1.9874657295059044	1.3463481442078964	0.2486339461982706	0.4768182444044936
LOC103822043	-1.000264843490475	0.6940668818775156	-1.4411649217214706	0.14953809584894887	103822043	ENSSCAG00000005954	TMEM259	transmembrane protein 259	TMEM259	TMEM259	transmembrane protein 259	TMEM259	103822043	0.20238515207379373	103822043	0.06897054530015954	8.14046402408363	0.7272038019071773	0.39579476365160204	0.6181679678180302
LOC103822044	-0.9792271696180361	4.894891829114506	-0.20005082927341827	0.8414408284918505	103822044	NA	NA	NA	NA	ABCA7	ATP binding cassette subfamily A member 7	ABCA7	103822044	0.8738355117102591	103822044	0.10924054124903927	1.600566671352216	0.9282477670354708	0.33760377773780526	0.5684435259629355
LOC103822045	-0.8966001031244288	0.5674545739645148	-1.5800385515625375	0.11409803806645295	103822045	ENSSCAG00000006289	ARHGAP45	Rho GTPase activating protein 45	ARHGAP45	ARHGAP45	Rho GTPase activating protein 45	ARHGAP45	103822045	0.16723972888837824	103822045	0.24000261273543552	6.635748188661624	6.402260473849516	0.012930882399986833	0.09069564612277589
LOC103822050	1.681046766005153	1.4393729634565038	1.1679021411992447	0.2428462403582296	103822050	NA	NA	NA	NA	MIDN	midnolin	MIDN	103822050	0.3043648284018829	103822050	-0.21488170823987957	2.3908962863401007	2.997509086133171	0.08642488155216824	0.2635047224020511
LOC103822053	3.5592003205831317	1.3105541929844449	2.7157978965203893	0.00661162651679074	103822053	NA	NA	NA	NA	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	NDUFS7	103822053	0.02438426864557143	103822053	-0.1626456396935547	7.412898251775144	7.342684700192768	0.007903656356915638	0.07140118772659144
LOC103822055	28.12935026541534	9.997162385138179	2.813733455728652	0.004896981388033271	103822055	NA	NA	NA	NA	APC2	APC regulator of WNT signaling pathway 2	APC2	103822055	0.023213298146954685	103822055	-0.4115500379088666	1.2223969527691245	7.865911583530174	0.006035588025442864	0.06224807472891436
LOC103822057	-0.4091481810093809	0.9748790830635883	-0.4196912090098598	0.6747110479661886	103822057	NA	NA	NA	NA	NUS1	NUS1 dehydrodolichyl diphosphate synthase subunit	NUS1	103822057	0.731766673772775	103822057	0.11461889543775614	3.817700471982975	2.899196290418357	0.09167806056344077	0.2727775672701781
LOC103822058	-0.6394625676512903	2.225365794077506	-0.2873516656691357	0.7738430663923437	103822058	ENSSCAG00000006676	THOP1	thimet oligopeptidase 1	THOP1	THOP1	thimet oligopeptidase 1	THOP1	103822058	0.8178587365791488	103822058	0.46628156836551926	1.202375731183313	6.5889626799947285	0.011717081434397193	0.08675491144768345
LOC103822059	-0.10813116874239749	0.24377121129542936	-0.4435764509179551	0.6573488346126524	103822059	NA	NA	NA	NA	GADD45B	growth arrest and DNA damage inducible beta	GADD45B	103822059	0.7165393255670717	103822059	-0.18035533996283057	7.5325720662644775	0.6751523498877509	0.41318299501898403	0.6313394839851124
LOC103822060	0.8378811842630726	4.285241978295439	0.19552715774439428	0.8449802791521099	103822060	NA	NA	NA	NA	FSD1	fibronectin type III and SPRY domain containing 1	FSD1	103822060	0.8764253586880697	103822060	0.15164330235262813	-0.43370197006317135	1.1023831701735316	0.2962320922787191	0.5277562628781259
LOC103822061	4.928898212383075	5.479303032162355	0.8995483884449318	0.3683606338809356	103822061	NA	NA	NA	NA	MPND	MPN domain containing	MPND	103822061	0.4385324723765145	103822061	0.11038376972873251	-0.35276055610386803	0.5536463588764021	0.458547215334978	0.6647991830312048
LOC103822062	-0.6831147155316273	1.2266005893032557	-0.55691699603671	0.5775841417456025	103822062	NA	NA	NA	NA	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2	SH3GL1	103822062	0.6429508071379619	103822062	-0.1165253950586019	4.572880364944487	3.6509732330074804	0.05885239011912547	0.20950689039170878
LOC103822063	-4.472080670228276	2.4544682040313046	-1.822016134852826	0.06845253749807022	103822063	ENSSCAG00000007146	CHAF1A	chromatin assembly factor 1 subunit A	CHAF1A	CHAF1A	chromatin assembly factor 1 subunit A	CHAF1A	103822063	0.14909446013442373	103822063	0.06539809957759571	2.335078911894257	0.7239140948351541	0.3968616705906167	0.6190411764743029
LOC103822064	-2.463196709545616	1.118005662753576	-2.203205933214078	0.027580237319044906	103822064	ENSSCAG00000007150	UBXN6	UBX domain protein 6	UBXN6	UBXN6	UBX domain protein 6	UBXN6	103822064	0.07443145498270215	103822064	-0.029470106119429098	5.229396455914435	0.21686403073483468	0.6424355141143234	0.8012234303013104
LOC103822070	0.6472623873194482	1.1744450202725505	0.5511219138800041	0.581550104160348	103822070	NA	NA	NA	NA	KDM4B	lysine demethylase 4B	KDM4B	103822070	0.6466675687330755	103822070	-0.10252523652833494	5.115901219307423	1.6833525069477433	0.19741471090222346	0.417768722571077
LOC103822071	7.419156764245948	7.4377970599873136	0.9974938418471185	0.318524861446015	103822071	NA	NA	NA	NA	PTPRS	protein tyrosine phosphatase receptor type S	PTPRS	103822071	0.3860340235674647	103822071	-0.4575304849748289	0.957572122853927	6.396087309334853	0.012973191957336478	0.09072065195597745
LOC103822072	-3.857588900478761	1.7668674765606547	-2.183292720961653	0.029014260258997233	103822072	ENSSCAG00000007624	BROX	BRO1 domain and CAAX motif containing	BROX	BROX	BRO1 domain and CAAX motif containing	BROX	103822072	0.07782283384081014	103822072	0.03209432824999941	7.7050845715178395	0.6188646890500841	0.4332986718851165	0.6456278249118996
LOC103822073	1.7191758257888827	1.6515365126405583	1.0409553846558193	0.29789625518120366	103822073	ENSSCAG00000007627	AIDA	axin interactor, dorsalization associated	AIDA	AIDA	axin interactor, dorsalization associated	AIDA	103822073	0.3644869089384791	103822073	-0.01658480796108686	4.096494020798595	0.08107190865900275	0.7764289574249035	0.8838578631557424
LOC103822074	1.6705694446220039	2.8622783545201136	0.5836502386233116	0.5594556526560114	103822074	ENSSCAG00000007644	TAF1A	TATA-box binding protein associated factor, RNA polymerase I subunit A	TAF1A	TAF1A	TATA-box binding protein associated factor, RNA polymerase I subunit A	TAF1A	103822074	0.6259802847336106	103822074	-0.17005046840068863	0.05196452506492737	1.1769185898244021	0.280549004095285	0.5121206513521631
LOC103822075	0.3369076243357739	1.237418647282111	0.2722664840034244	0.7854171249682225	103822075	ENSSCAG00000007649	SNRPB2	small nuclear ribonucleoprotein polypeptide B2	SNRPB2	SNRPB2	small nuclear ribonucleoprotein polypeptide B2	SNRPB2	103822075	0.8274411034335123	103822075	0.0725320449135718	1.947531464698337	0.8745918288689883	0.3519023475684202	0.5816217154985782
LOC103822077	0.6074337258165882	3.4060445059224125	0.1783399261989635	0.8584560247973512	103822077	ENSSCAG00000014671	DCBLD1	discoidin, CUB and LCCL domain containing 1	DCBLD1	DCBLD1	discoidin, CUB and LCCL domain containing 1	DCBLD1	103822077	0.8876961996149717	103822077	0.2973991906882639	1.1885005829702289	4.4703552989206905	0.036932469399957125	0.1611492119791862
LOC103822078	3.5306668982350886	1.5560191228276083	2.2690382440924872	0.02326600027895763	103822078	NA	NA	NA	NA	LOC103822078	ubiquitin-conjugating enzyme E2 R2	LOC103822078	103822078	0.06443252846639827	103822078	-0.18189506454750928	4.778411436479151	10.137017162168375	0.001928808569756312	0.037114574108733894
LOC103822082	3.2900903872409937	9.5630926943967	0.34404041583417416	0.7308158917842122	103822082	ENSSCAG00000007742	ANO3	anoctamin 3	ANO3	ANO3	anoctamin 3	ANO3	103822082	0.7807103825994304	103822082	0.10512647735621976	-0.6373629994795993	0.27585040159561386	0.6005770858068349	0.7702767517069858
LOC103822083	3.1581916979203757	3.0041484567343435	1.0512768404772794	0.29313146061179335	103822083	NA	NA	NA	NA	LGR4	leucine rich repeat containing G protein-coupled receptor 4	LGR4	103822083	0.35953682215904775	103822083	-0.31052560964372056	2.2433781788544054	8.035389495339881	0.005534101944750547	0.05926257503396435
LOC103822084	-0.9074555504440036	1.0301038153530189	-0.8809360153015418	0.37835245275894397	103822084	ENSSCAG00000007767	LIN7C	lin-7 homolog C, crumbs cell polarity complex component	LIN7C	LIN7C	lin-7 homolog C, crumbs cell polarity complex component	LIN7C	103822084	0.4487682747841691	103822084	0.007406852663332385	4.8444119629478655	0.006823764878576447	0.9343271193928052	0.9697037115696063
LOC103822087	-2.835793714735048	6.348905000741083	-0.44665870955763814	0.6551214988351319	103822087	ENSSCAG00000007805	KCNA4	potassium voltage-gated channel subfamily A member 4	KCNA4	KCNA4	potassium voltage-gated channel subfamily A member 4	KCNA4	103822087	0.7145598896565644	103822087	0.7006708485274324	-1.5542271879705147	4.349966059432445	0.03951243621451161	0.16746010540751904
