"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","ONTOLOGY","comparison"
"GO:0006082","organic acid metabolic process",77,0.43196479843118085,1.6010365648139169,0.009553803492902066,0.14801134003473151,0.13862645191814885,2328,"tags=34%, list=21%, signal=27%","103813189/103820477/103821581/103816036/103815752/103825954/103820500/103821040/103823720/103824172/103813389/103817065/103819574/103812799/103824825/103813771/103819442/103812914/103827350/103818197/103826637/103827134/103819341/103820123/103816058/103826768","BP","infection_lipid"
"GO:0019752","carboxylic acid metabolic process",77,0.43196479843118085,1.6010365648139169,0.009553803492902066,0.14801134003473151,0.13862645191814885,2328,"tags=34%, list=21%, signal=27%","103813189/103820477/103821581/103816036/103815752/103825954/103820500/103821040/103823720/103824172/103813389/103817065/103819574/103812799/103824825/103813771/103819442/103812914/103827350/103818197/103826637/103827134/103819341/103820123/103816058/103826768","BP","infection_lipid"
"GO:0043436","oxoacid metabolic process",77,0.43196479843118085,1.6010365648139169,0.009553803492902066,0.14801134003473151,0.13862645191814885,2328,"tags=34%, list=21%, signal=27%","103813189/103820477/103821581/103816036/103815752/103825954/103820500/103821040/103823720/103824172/103813389/103817065/103819574/103812799/103824825/103813771/103819442/103812914/103827350/103818197/103826637/103827134/103819341/103820123/103816058/103826768","BP","infection_lipid"
"GO:0043604","amide biosynthetic process",66,-0.4656880982418683,-1.5979446700420497,0.008455657933619848,0.14801134003473151,0.13862645191814885,3129,"tags=52%, list=29%, signal=37%","103827119/103816684/103821337/103826763/103824232/103812407/103822697/103820009/103819445/103821499/103820195/103826729/103826008/103812360/103812957/103821868/103815291/103813272/103817571/103815355/103814742/103815368/103814085/103824808/103814016/103824076/103812989/103820545/103813219/103824530/103816764/103816293/103820125/103821875","BP","infection_lipid"
"GO:0019637","organophosphate metabolic process",72,0.43191293202131487,1.5850828439758626,0.013677013225141664,0.20042084764534515,0.18771285357583092,2465,"tags=39%, list=23%, signal=30%","103826392/103815511/103813442/103824582/103822868/103818803/103817229/103815733/103819647/103821040/103818954/103819363/103817601/103814944/103820784/103813925/103820593/103814801/103819810/103816730/103816039/103824404/103826803/103812734/103821551/103813517/103813180/103816017","BP","infection_lipid"
"GO:0090407","organophosphate biosynthetic process",46,0.49331650479307515,1.6713085172666697,0.01743779476292777,0.23844144390989108,0.22332269508344543,2465,"tags=41%, list=23%, signal=32%","103815511/103824582/103822868/103818803/103817229/103815733/103819647/103821040/103818954/103819363/103817601/103814944/103813925/103819810/103824404/103826803/103813517/103813180/103816017","BP","infection_lipid"
"GO:0043087","regulation of GTPase activity",12,0.684127902117637,1.640780279856502,0.018701042277139097,0.23844144390989108,0.22332269508344543,1781,"tags=42%, list=16%, signal=35%","103819792/103817647/103818014/103813645/103820390","BP","infection_lipid"
"GO:0000278","mitotic cell cycle",20,-0.6170292625755428,-1.637059946219944,0.019508190312672227,0.23844144390989108,0.22332269508344543,1571,"tags=40%, list=14%, signal=34%","103827125/103822175/103826902/103818673/103817392/103816298/103818045/103823182","BP","infection_lipid"
"GO:0009967","positive regulation of signal transduction",12,0.6817747644690273,1.6351366248649788,0.02065240852762836,0.23844144390989108,0.22332269508344543,1034,"tags=33%, list=9%, signal=30%","103813055/103818774/103813313/103816650","BP","infection_lipid"
"GO:0006412","translation",58,-0.6914534156555779,-2.333253286883695,7.898967901155192e-8,3.009506770340128e-5,2.9018313657928022e-5,2724,"tags=71%, list=25%, signal=53%","103820553/103821501/103826295/103816684/103820740/103821337/108961656/103812407/103826428/103813219/103819845/103813251/103816764/103822097/103820088/103819357/103815355/103819445/103817571/103812957/103814742/103817838/103821868/103812360/103818729/103813272/103824232/103812989/103824530/103827119/103824076/103824808/103820545/103815291/103817860/103814085/103814016/103816293/103820125/103826008/103815368","BP","pathogen_load"
"GO:0043043","peptide biosynthetic process",59,-0.6848817499804533,-2.315348943220302,1.6169507173329663e-7,3.080291116519301e-5,2.970083159732659e-5,2802,"tags=71%, list=26%, signal=53%","103820009/103820553/103821501/103826295/103816684/103820740/103821337/108961656/103812407/103826428/103813219/103819845/103813251/103816764/103822097/103820088/103819357/103815355/103819445/103817571/103812957/103814742/103817838/103821868/103812360/103818729/103813272/103824232/103812989/103824530/103827119/103824076/103824808/103820545/103815291/103817860/103814085/103814016/103816293/103820125/103826008/103815368","BP","pathogen_load"
"GO:0006518","peptide metabolic process",64,-0.6523364104084907,-2.2372265616343907,4.731107478366129e-7,6.0085064975249836e-5,5.7935316138588744e-5,2802,"tags=67%, list=26%, signal=50%","103820009/103820553/103821501/103826295/103816684/103820740/103821337/108961656/103812407/103826428/103813219/103819845/103816976/103813251/103816764/103822097/103820088/103819357/103815355/103819445/103817571/103812957/103814742/103817838/103821868/103812360/103818729/103813272/103824232/103812989/103824530/103827119/103824076/103824808/103820545/103815291/103817860/103814085/103814016/103816293/103820125/103826008/103815368","BP","pathogen_load"
"GO:0043604","amide biosynthetic process",66,-0.6554247780703139,-2.2648390667439995,7.240310032074862e-7,6.896395305551306e-5,6.649653161037175e-5,2802,"tags=70%, list=26%, signal=52%","103820009/103820553/103821501/103826729/103826295/103816684/103820740/103821337/108961656/103812407/103821040/103826428/103813219/103819845/103820027/103813251/103816764/103822097/103820088/103819357/103815355/103819445/103817571/103812957/103814742/103817838/103821868/103812360/103818729/103813272/103824232/103812989/103824530/103827119/103824076/103824808/103820545/103815291/103817860/103814085/103814016/103816293/103820125/103826008/103815368/103821875","BP","pathogen_load"
"GO:0043603","amide metabolic process",78,-0.5760168831368194,-2.043604515489807,1.7328916229619214e-5,0.0013204634166969842,0.0012732193187657065,2724,"tags=60%, list=25%, signal=46%","103820553/103821501/103826729/103826295/103816684/103820740/103821337/108961656/103812407/103821040/103826428/103826968/103813219/103819845/103820027/103816976/103813251/103816764/103822097/103820088/103819357/103815355/103819445/103817571/103812957/103814742/103817838/103821868/103812360/103818729/103813272/103824232/103812989/103824530/103827119/103824076/103824808/103820545/103815291/103817860/103814085/103814016/103816293/103820125/103826008/103815368/103821875","BP","pathogen_load"
"GO:0044271","cellular nitrogen compound biosynthetic process",216,-0.3887578126145604,-1.5944092890564754,0.0018869071984237292,0.1198186070999068,0.11553168635962834,2724,"tags=38%, list=25%, signal=29%","103820553/103815045/103821501/103820375/103826729/103820039/103813295/103826295/103823805/103821142/103814888/103814256/103812249/103816684/103822682/103820740/103821337/103823755/108961656/103825680/103815930/103812407/103827425/103826622/103821040/103826428/103827221/103813219/103819870/103816713/103826112/103819845/103821320/103813928/103820027/103820481/103815500/103813251/103813196/103816764/103817229/103812392/103824386/103822097/103820088/103822550/103814977/103819357/103817744/103815355/103819445/103817571/103812957/103814742/103817838/103814125/103821868/103812360/103818729/103813272/103824232/103812989/103824530/103812307/103827119/103824076/103824808/103826803/103822868/103820545/103815291/103817860/103814085/103814016/103816293/103813198/103820125/103826008/103813248/103815368/103822353/103822983/103821875","BP","pathogen_load"
"GO:0010467","gene expression",317,-0.35194413348804365,-1.5005626249446256,0.002928940561131103,0.15941805054156433,0.15371432418567743,3591,"tags=45%, list=33%, signal=31%","103821385/103822697/103819029/103815789/103821212/103813572/103822885/103821917/103821499/103823946/103812398/103827122/103812960/103821843/103819817/103815404/103814907/103813833/103820857/103823669/103816397/103821835/103814848/103821306/103818090/103820657/103823693/103821211/103813318/103817403/103820769/103814819/103822385/103819061/103817743/103820195/103813469/103817089/103827269/103818973/103819216/103820136/103814876/103816612/103814351/103814433/103820553/103815045/103821501/103820375/103812275/103820039/103813295/103826295/103823805/103821142/103814888/103818519/103814256/103820799/103812249/103816684/103821896/103822682/103817329/103815814/103820740/103821337/103814417/108961656/103825680/103815930/103812407/103827425/103826622/103817064/103826428/103812350/103827221/103812254/103821521/103813219/103813436/103821149/103826440/103820712/103816713/103815944/103826067/103826112/103822208/103819845/103821320/103816976/103813752/103813630/103815500/103813251/103813196/103816764/103812392/103820374/103822097/103820088/103822550/103812879/103814814/103819357/103817744/103815355/103818077/103819445/103817571/103812957/103814742/103817838/103814125/103821868/103812360/103818729/103813272/103824232/103812989/103824530/103827119/103813882/103824076/103824808/103820545/103815291/103817860/103814085/103814016/103816293/103813198/103820125/103818036/103826008/103822680/103813248/103815368/103822353/103823366","BP","pathogen_load"
"GO:1901566","organonitrogen compound biosynthetic process",144,-0.4202528345216008,-1.627939663396578,0.00338435966884248,0.16118012922862313,0.15541335847710863,1437,"tags=29%, list=13%, signal=26%","103813251/108961776/103827214/103816764/103817229/103824386/103822097/103820088/103814977/103826610/103819357/103815355/103819445/103817571/103812957/103814742/103817838/103821868/103826730/103812360/103818729/103813272/103824232/103812989/103824530/103827119/103824076/103824808/103826803/103822868/103820545/103815291/103817860/103814085/103814016/103816293/103820125/103819045/103826008/103815368/103822983/103821875","BP","pathogen_load"
"GO:0034641","cellular nitrogen compound metabolic process",418,-0.32360981393559174,-1.4030252861860217,0.0054981549186661136,0.23275522489019881,0.22442761013034782,3097,"tags=38%, list=28%, signal=28%","103813318/103817403/103820769/103814819/103819061/103817743/103816069/103820195/103813469/103823715/103817089/103827269/103812717/103819838/103816341/103818973/103819216/103820136/103827103/103820009/103814876/103814351/103820553/103815045/103821501/103820375/103826729/103812275/103820039/103813295/103826295/103823805/103821142/103814888/103814256/103820799/103812249/103816684/103822682/103817329/103815814/103827354/103822685/103820116/103820740/103821337/103813211/103823755/103817150/103814417/108961656/103825680/103815930/103812407/103826913/103827425/103826622/103821040/103817064/103826428/103826968/103827221/103812254/103821521/103813219/103813564/103813436/103821149/103826440/103819361/103820498/103820712/103819870/103816713/103818754/103815944/103826112/103817010/103822208/103819845/103821320/103813928/103820027/103820481/103817745/103812567/103813752/103813630/103815500/103813251/103813196/103816764/103817229/103812392/103820374/103824386/103822097/103813870/103820088/103822550/103812879/103821105/103814977/103814814/103815817/103821581/103812780/103819357/103817744/103815355/103826209/103819445/103817571/103812957/103814742/103817838/103822175/103814125/103821868/103812360/103818729/103813272/103824232/103826483/103812989/103824530/103812307/103827119/103813882/103824076/103824808/103826803/103822868/103821002/103820545/103815291/103817760/103812840/103818530/103817860/103814085/103814016/103816293/103821151/103814296/103813198/103820125/103818036/103817148/103826008/103813248/103815368/103822353/103820419/103822983/103823366/103821875","BP","pathogen_load"
"GO:0006952","defense response",23,0.5851247062025914,1.7524666587510136,0.006303027576994455,0.24014535068348875,0.23155332888116473,2108,"tags=52%, list=19%, signal=42%","103822351/103816409/103812959/103819051/103812980/103824282/103815624/103813055/103820351/103820948/103823962/103815793","BP","pathogen_load"
"GO:0009607","response to biotic stimulus",12,0.6715548221613898,1.6812673395895328,0.014225891324035695,0.36133763963050664,0.34840954891848824,2108,"tags=67%, list=19%, signal=54%","103822351/103812959/103819051/103824282/103813055/103820351/103823962/103815793","BP","pathogen_load"
"GO:0043207","response to external biotic stimulus",12,0.6715548221613898,1.6812673395895328,0.014225891324035695,0.36133763963050664,0.34840954891848824,2108,"tags=67%, list=19%, signal=54%","103822351/103812959/103819051/103824282/103813055/103820351/103823962/103815793","BP","pathogen_load"
"GO:0044419","biological process involved in interspecies interaction between organisms",12,0.6715548221613898,1.6812673395895328,0.014225891324035695,0.36133763963050664,0.34840954891848824,2108,"tags=67%, list=19%, signal=54%","103822351/103812959/103819051/103824282/103813055/103820351/103823962/103815793","BP","pathogen_load"
"GO:0051707","response to other organism",12,0.6715548221613898,1.6812673395895328,0.014225891324035695,0.36133763963050664,0.34840954891848824,2108,"tags=67%, list=19%, signal=54%","103822351/103812959/103819051/103824282/103813055/103820351/103823962/103815793","BP","pathogen_load"
"GO:0098542","defense response to other organism",12,0.6715548221613898,1.6812673395895328,0.014225891324035695,0.36133763963050664,0.34840954891848824,2108,"tags=67%, list=19%, signal=54%","103822351/103812959/103819051/103824282/103813055/103820351/103823962/103815793","BP","pathogen_load"
"GO:0005975","carbohydrate metabolic process",44,0.45581321478799436,1.5799701737951386,0.015585574632924213,0.3711314959465078,0.35785299650595725,2086,"tags=36%, list=19%, signal=30%","103820784/103822944/103818071/103820477/103823519/103815068/103814574/103817140/103820123/103821217/103821326/103823189/103824825/103824722/103821348/103814768","BP","pathogen_load"
"GO:0009059","macromolecule biosynthetic process",361,-0.31127020910313996,-1.3367272511807515,0.016934845884816408,0.37953978130088534,0.36596044667497996,3591,"tags=42%, list=33%, signal=29%","103821385/103822697/103819029/103815789/103821212/103813572/103822885/103821917/103821499/103823946/103812398/103827122/103812960/103821843/103819817/103815404/103814907/103813833/103820857/103823669/103816397/103821835/103814848/103821306/103818090/103820657/103823693/103821211/103813318/103817403/103820769/103814819/103822385/103819061/103817743/103820195/103813469/103815322/103817089/103827269/103818973/103814830/103819216/103820136/103814876/103816612/103814351/103814433/103820553/103815045/103821501/103820375/103812275/103820039/103813295/103826295/103823805/103820093/103821142/103814888/103818519/103814256/103820799/103812249/103816684/103821896/103822682/103817329/103815814/103820740/103821337/103814417/108961656/103825680/103815930/103812407/103827425/103826622/103817064/103826428/103812350/103827221/103812254/103821521/103813219/103813436/103821149/103826440/103820712/103816713/103815944/103826067/103826112/103822208/103819845/103821320/103816976/103813752/103813630/103815500/103813251/108961776/103813196/103827214/103816764/103812392/103820374/103822097/103820088/103822550/103812879/103814814/103826610/103819357/103817744/103815355/103818077/103819445/103817571/103812957/103814742/103817838/103814125/103821868/103812360/103818729/103813272/103824232/103812989/103824530/103812307/103827119/103813882/103824076/103824808/103820545/103815291/103817860/103814085/103814016/103816293/103813198/103820125/103818036/103819045/103826008/103822680/103813248/103815368/103822353/103823366","BP","pathogen_load"
"GO:0043547","positive regulation of GTPase activity",10,0.6695036847048399,1.5953031491096556,0.0186265000802629,0.39426091836556476,0.3801548846790499,2918,"tags=70%, list=27%, signal=51%","103819792/103817647/103820390/103813598/103814575/103812909/103818014","BP","pathogen_load"
"GO:0051345","positive regulation of hydrolase activity",12,0.6460363897366996,1.617380810035519,0.02488305143202738,0.48275141241588665,0.4654793284518427,2918,"tags=58%, list=27%, signal=43%","103819792/103817647/103820390/103813598/103814575/103812909/103818014","BP","pathogen_load"
"GO:0006954","inflammatory response",13,0.6147430465492301,1.5829503648433154,0.026319803764422167,0.48275141241588665,0.4654793284518427,1672,"tags=46%, list=15%, signal=39%","103816409/103819051/103812980/103815624/103813055/103820948","BP","pathogen_load"
"GO:1901576","organic substance biosynthetic process",456,-0.29272992595033953,-1.2795185162221212,0.026608345566229975,0.48275141241588665,0.4654793284518427,3097,"tags=34%, list=28%, signal=26%","103813318/103817403/103820769/103814819/103822385/103819061/103817743/103817479/103820195/103813469/103814526/103815322/103817089/103827269/103819838/103818973/103814830/103819216/103820136/103826431/103825935/103820009/103814876/103816612/103814351/103814433/103820553/103815045/103821501/103820375/103826729/103812275/103820039/103813295/103826295/103823805/103820093/103821142/103814888/103821577/103818519/103814256/103820799/103812249/103816684/103825965/103821896/103822682/103817329/103815814/103826812/103820740/103821337/103814522/103816937/103823755/103814417/108961656/103825680/103815930/103812407/103827425/103826622/103821040/103814023/103817064/103826428/103812350/103827221/103812254/103821521/103813219/103813436/103821149/103826440/103820712/103819870/103816713/103815944/103826067/103826112/103822208/103819845/103821320/103813928/103820027/103820481/103816976/103813752/103813630/103815500/103813251/108961776/103813196/103827214/103816764/103823051/103817229/103812392/103820374/103824386/103822097/103820088/103822550/103812879/103814977/103814814/103821581/103826610/103819357/103817744/103815355/103822123/103822109/103818077/103819445/103817571/103812957/103814742/103817838/103814125/103821868/103826730/103812360/103818729/103813272/103824232/103812989/103824530/103812307/103827119/103813882/103824076/103824808/103826803/103822868/103816322/103820545/103815291/103817860/103814085/103814016/103816293/103813198/103820125/103818036/103819045/103826008/103822680/103813248/103815368/103822353/103822124/103822983/103823366/103821875/103822125","BP","pathogen_load"
"GO:0042592","homeostatic process",12,-0.6960497108367317,-1.687377413504862,0.032217270934353864,0.5308330306546513,0.5118406622419487,2044,"tags=67%, list=19%, signal=54%","103814036/103818087/103823371/103824125/103823724/103826777/103812988/103815373","BP","pathogen_load"
"GO:0048856","anatomical structure development",42,-0.4954279818287469,-1.5610656722633247,0.03622482623890009,0.5308330306546513,0.5118406622419487,1156,"tags=26%, list=11%, signal=24%","103820115/103816974/103822161/103817397/103821244/103812988/103827119/103822953/103824216/103814762/103814621","BP","pathogen_load"
"GO:0007049","cell cycle",75,-0.4299381939615103,-1.5199037234379753,0.0351365967770768,0.5308330306546513,0.5118406622419487,2274,"tags=36%, list=21%, signal=29%","103819374/103823021/103823182/103818167/103825576/103815998/103824453/103815481/103818754/103826663/103827125/103817392/103816717/103812392/103826504/103821581/103814092/103821256/103815355/103826071/103816800/103822175/103812540/103814714/103814296/103818045/103818767","BP","pathogen_load"
"GO:0044249","cellular biosynthetic process",442,-0.2953400213997415,-1.287722015309356,0.031641957983375435,0.5308330306546513,0.5118406622419487,3097,"tags=34%, list=28%, signal=26%","103813318/103817403/103820769/103814819/103822385/103819061/103817743/103817479/103820195/103813469/103814526/103815322/103817089/103827269/103819838/103818973/103814830/103819216/103820136/103826431/103820009/103814876/103816612/103814351/103814433/103820553/103815045/103821501/103820375/103826729/103812275/103820039/103813295/103826295/103823805/103820093/103821142/103814888/103818519/103814256/103820799/103812249/103816684/103825965/103821896/103822682/103817329/103815814/103826812/103820740/103821337/103816937/103823755/103814417/108961656/103825680/103815930/103812407/103827425/103826622/103821040/103814023/103817064/103826428/103812350/103827221/103812254/103821521/103813219/103813436/103821149/103826440/103820712/103819870/103816713/103815944/103826067/103826112/103822208/103819845/103821320/103813928/103820027/103820481/103816976/103813752/103813630/103815500/103813251/108961776/103813196/103827214/103816764/103817229/103812392/103820374/103824386/103822097/103820088/103822550/103812879/103814977/103814814/103821581/103826610/103819357/103817744/103815355/103822123/103818077/103819445/103817571/103812957/103814742/103817838/103814125/103821868/103826730/103812360/103818729/103813272/103824232/103812989/103824530/103812307/103827119/103813882/103824076/103824808/103826803/103822868/103820545/103815291/103817860/103814085/103814016/103816293/103813198/103820125/103818036/103819045/103826008/103822680/103813248/103815368/103822353/103822124/103822983/103823366/103821875/103822125","BP","pathogen_load"
"GO:0009058","biosynthetic process",464,-0.288727607512173,-1.264436403123924,0.03567035670356704,0.5308330306546513,0.5118406622419487,3097,"tags=34%, list=28%, signal=26%","103813318/103817403/103820769/103814819/103822385/103819061/103817743/103817479/103820195/103813469/103814526/103815322/103817089/103827269/103819838/103818973/103814830/103819216/103820136/103826431/103825935/103820009/103814876/103816612/103814351/103814433/103820553/103815045/103821501/103820375/103826729/103812275/103820039/103813295/103826295/103823805/103820093/103821142/103814888/103821577/103818519/103814256/103820799/103812249/103816684/103825965/103821896/103822682/103817329/103815814/103826812/103820740/103821337/103814522/103816937/103823755/103814417/108961656/103825680/103815930/103812407/103827425/103826622/103821040/103814023/103817064/103826428/103812350/103827221/103812254/103821521/103813219/103813436/103821149/103826440/103820712/103819870/103816713/103815944/103826067/103826112/103822208/103819845/103821320/103813928/103820027/103820481/103816976/103813752/103813630/103815500/103813251/108961776/103813196/103827214/103816764/103823051/103817229/103812392/103820374/103824386/103822097/103820088/103822550/103812879/103814977/103814814/103821581/103826610/103814976/103819357/103817744/103815355/103822123/103822109/103818077/103819020/103819445/103817571/103812957/103814742/103817838/103814125/103821868/103826730/103812360/103818729/103813272/103824232/103812989/103824530/103812307/103827119/103813882/103824076/103824808/103826803/103822868/103816322/103820545/103815291/103817860/103814085/103814016/103816293/103813198/103820125/103818036/103819045/103826008/103822680/103813248/103815368/103822353/103822124/103822983/103823366/103821875/103822125","BP","pathogen_load"
"GO:0006633","fatty acid biosynthetic process",10,-0.6994036414975544,-1.6381367091348977,0.03939083299694017,0.5359966918512216,0.5168195757869218,2012,"tags=60%, list=18%, signal=49%","103821040/103820027/103821581/103822123/103822124/103822125","BP","pathogen_load"
"GO:0072330","monocarboxylic acid biosynthetic process",10,-0.6994036414975544,-1.6381367091348977,0.03939083299694017,0.5359966918512216,0.5168195757869218,2012,"tags=60%, list=18%, signal=49%","103821040/103820027/103821581/103822123/103822124/103822125","BP","pathogen_load"
"GO:0008610","lipid biosynthetic process",44,-0.49074016510603313,-1.5807822883777531,0.043374205900245995,0.5481663744322558,0.5285538463236836,1366,"tags=20%, list=13%, signal=18%","103823051/103821581/103826610/103822123/103822109/103816322/103822124/103821875/103822125","BP","pathogen_load"
"GO:1901605","alpha-amino acid metabolic process",14,0.5862399735071819,1.5452337672481213,0.04571756642122538,0.5481663744322558,0.5285538463236836,1094,"tags=43%, list=10%, signal=39%","103815752/103826599/103825954/103813771/103822691/103819060","BP","pathogen_load"
"GO:0030695","GTPase regulator activity",60,-0.5637208000134234,-1.7909623645054582,6.737504734032878e-4,0.23614954092785237,0.23614954092785237,1012,"tags=22%, list=9%, signal=20%","103818014/103820390/103813293/103813645/103823066/103820815/103813794/103815110/103816804/103820572/103816556/103817531/103822814","MF","eye_score"
"GO:0060589","nucleoside-triphosphatase regulator activity",60,-0.5637208000134234,-1.7909623645054582,6.737504734032878e-4,0.23614954092785237,0.23614954092785237,1012,"tags=22%, list=9%, signal=20%","103818014/103820390/103813293/103813645/103823066/103820815/103813794/103815110/103816804/103820572/103816556/103817531/103822814","MF","eye_score"
"GO:0005085","guanyl-nucleotide exchange factor activity",35,-0.6399133431851111,-1.9089203772774457,0.0011876762753382072,0.27752035633736105,0.2775203563373611,1012,"tags=29%, list=9%, signal=26%","103818014/103813645/103823066/103820815/103813794/103815110/103816804/103820572/103817531/103822814","MF","eye_score"
"GO:0009057","macromolecule catabolic process",57,-0.5061468904640618,-1.610445462729583,0.0027057220355923327,0.4741777867375563,0.4741777867375563,2414,"tags=46%, list=22%, signal=36%","103820061/103820051/103826296/103822523/103816397/103827382/103815335/103824987/103813393/103820740/103818683/103824055/103816392/103818594/103816334/103820867/103814361/103820776/103814940/103825990/103823620/103818114/103825159/103826536/103818584/103814417","BP","eye_score"
"GO:0030246","carbohydrate binding",18,0.8201271845821513,1.7294430909771994,0.004391824737487774,0.6157338281957858,0.6157338281957859,840,"tags=33%, list=8%, signal=31%","103812787/103813444/103812786/103816299/103818456/103823724","MF","eye_score"
"GO:1903047","mitotic cell cycle process",17,0.7991217267188104,1.6693829411701093,0.008508476503031222,0.7000234674217404,0.7000234674217405,1074,"tags=47%, list=10%, signal=43%","103818045/103826902/103826663/103816298/103822175/103827125/103824427/103813917","BP","eye_score"
"GO:0030163","protein catabolic process",43,-0.5496657906505664,-1.666219215329883,0.007380553600245456,0.7000234674217404,0.7000234674217405,2414,"tags=63%, list=22%, signal=49%","103826787/103815777/103819004/103816972/103824591/103820061/103820051/103826296/103822523/103827382/103815335/103824987/103813393/103820740/103818683/103816392/103818594/103816334/103820867/103814361/103820776/103814940/103823620/103818114/103825159/103826536/103818584","BP","eye_score"
"GO:0006511","ubiquitin-dependent protein catabolic process",37,-0.5492938580559059,-1.6472642856781525,0.008987462491862573,0.7000234674217404,0.7000234674217405,3118,"tags=65%, list=28%, signal=47%","103826787/103815777/103819004/103816972/103824591/103820051/103826296/103822523/103827382/103824987/103813393/103820740/103818683/103816392/103818594/103816334/103820867/103820776/103814940/103823620/103818114/103825159/103826536/103818584","BP","eye_score"
"GO:0019941","modification-dependent protein catabolic process",37,-0.5492938580559059,-1.6472642856781525,0.008987462491862573,0.7000234674217404,0.7000234674217405,3118,"tags=65%, list=28%, signal=47%","103826787/103815777/103819004/103816972/103824591/103820051/103826296/103822523/103827382/103824987/103813393/103820740/103818683/103816392/103818594/103816334/103820867/103820776/103814940/103823620/103818114/103825159/103826536/103818584","BP","eye_score"
"GO:0051603","proteolysis involved in protein catabolic process",41,-0.5504171337712264,-1.6868084493631315,0.011220069246950687,0.7801752171765514,0.7801752171765514,2414,"tags=63%, list=22%, signal=50%","103826787/103815777/103819004/103816972/103824591/103820061/103820051/103826296/103822523/103827382/103824987/103813393/103820740/103818683/103816392/103818594/103816334/103820867/103814361/103820776/103814940/103823620/103818114/103825159/103826536/103818584","BP","eye_score"
"GO:0022402","cell cycle process",34,0.6885916756960694,1.578211601461615,0.012242407116893103,0.7801752171765514,0.7801752171765514,841,"tags=32%, list=8%, signal=30%","103818045/103826902/103814714/103826663/103816113/103816298/103812325/103822175/103827125/103824427/103814296","BP","eye_score"
"GO:0051301","cell division",39,0.6608709197006685,1.554083522731011,0.014066462959400396,0.8217158778783065,0.8217158778783064,1339,"tags=36%, list=12%, signal=32%","103818045/103826902/103818767/103814714/103826663/103816298/103812325/103827125/103824427/103817409/103816717/103813917/103823021/103815355","BP","eye_score"
"GO:0000278","mitotic cell cycle",20,0.7679582288903388,1.6368494005375325,0.015829841120496468,0.8535937404206172,0.8535937404206172,1322,"tags=45%, list=12%, signal=40%","103818045/103826902/103826663/103816298/103822175/103827125/103824427/103813917/103823021","BP","eye_score"
"GO:0005911","cell-cell junction",12,0.813824521674223,1.6069431638721718,0.01817762580530976,0.9101796921087243,0.9101796921087244,195,"tags=25%, list=2%, signal=25%","103812740/103815211/103818767","CC","eye_score"
"GO:0010498","proteasomal protein catabolic process",14,-0.6564921859501708,-1.5935686461006002,0.027677568159301582,1,1,2914,"tags=79%, list=26%, signal=58%","103816972/103824591/103820061/103820051/103820740/103818683/103818594/103814361/103820776/103823620/103826536","BP","eye_score"
"GO:0048285","organelle fission",11,0.8025024848973831,1.5570878701186948,0.03698224852071006,1,1,836,"tags=36%, list=8%, signal=34%","103826902/103816064/103827125/103824427","BP","eye_score"
"GO:0020037","heme binding",13,0.7727160347742963,1.5519303606736152,0.04748201438848921,1,1,21,"tags=8%, list=0%, signal=8%","103814802","MF","eye_score"
"GO:0043632","modification-dependent macromolecule catabolic process",38,-0.5135001770541583,-1.5506184764132218,0.023399568242047003,1,1,2409,"tags=63%, list=22%, signal=50%","103826787/103815777/103819004/103816972/103824591/103820051/103826296/103822523/103827382/103824987/103813393/103820740/103818683/103816392/103818594/103816334/103820867/103820776/103814940/103823620/103818114/103825159/103826536/103818584","BP","eye_score"
"GO:0070161","anchoring junction",21,0.7154895004530556,1.5354496077010802,0.036011080332409975,1,1,462,"tags=19%, list=4%, signal=18%","103812740/103815211/103818767/103816661","CC","eye_score"
"GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",11,-0.6640708269756522,-1.5347264747745413,0.0950920245398773,1,1,2914,"tags=82%, list=26%, signal=60%","103816972/103824591/103820051/103820740/103818683/103818594/103820776/103823620/103826536","BP","eye_score"
"GO:0046903","secretion",11,0.7737180532596919,1.5012377136459196,0.05917159763313609,1,1,254,"tags=18%, list=2%, signal=18%","103826411/103822932","BP","eye_score"
"GO:0030054","cell junction",40,0.6319950527169688,1.487142247798767,0.03879849812265332,1,1,1230,"tags=25%, list=11%, signal=22%","103812740/103815211/103818767/103822932/103820151/103816661/103824216/103824092/103822581/103814168","CC","eye_score"
"GO:0005681","spliceosomal complex",21,-0.555722584971336,-1.4764315467824436,0.04408074257787616,1,1,2633,"tags=52%, list=24%, signal=40%","103819779/103818115/103822143/103823517/103825576/103827269/103814848/103821153/103826501/103817240/103813559","CC","eye_score"
"GO:0008186","ATP-dependent activity, acting on RNA",14,-0.6077131802952335,-1.4751625238903778,0.05863535384489145,1,1,3717,"tags=71%, list=34%, signal=47%","103818812/103821332/103817366/103819779/103815326/103813329/103826455/103820665/103817259/103815775","MF","eye_score"
"GO:0003724","RNA helicase activity",13,-0.6160763865101044,-1.474811243525197,0.06807220630820658,1,1,3717,"tags=77%, list=34%, signal=51%","103818812/103821332/103817366/103819779/103815326/103813329/103826455/103820665/103817259/103815775","MF","eye_score"
"GO:0046906","tetrapyrrole binding",14,0.7156821396515006,1.4645394066110293,0.08547008547008547,1,1,21,"tags=7%, list=0%, signal=7%","103814802","MF","eye_score"
