gene	MGpost0	MGLpost0	MGPpost0	DietIfpost0
LOC103823572	-0.316841183	-0.27646346	-0.357218907	0.183972327
LOC103823590	0.136013392	0.031107465	0.240919319	-0.092110884
LOC103823601	0.251019824	0.323827403	0.178212246	0.08747069
LOC103823654	-0.074803087	-0.06026867	-0.089337504	0.176733156
LOC103823668	-0.214542617	-0.237875282	-0.191209953	0.024755562
LOC103823677	1.260067319	2.055979858	0.464154779	0.026127031
LOC103823678	1.192813348	1.762859763	0.622766933	-0.380039044
LOC103823704	-0.076861267	-0.266260532	0.112537998	0.046837955
LOC103823728	0.232183997	-0.002862509	0.467230504	-0.573507449
LOC103823744	0.274573985	0.367504985	0.181642986	0.16983433
LOC103823783	0.044674963	0.28676988	-0.197419954	0.361916192
LOC103823804	-0.017138876	0.146459853	-0.180737605	0.474523633
LOC103823810	-0.167636669	0.239932637	-0.575205975	0.404364054
LOC103823813	-0.868536443	-1.408293523	-0.328779362	-0.651710379
LOC103823821	0.097045276	-0.032761824	0.226852376	-0.288774998
LOC103823843	0.540684448	0.812570051	0.268798845	0.291590782
LOC103823845	0.731537051	0.631006004	0.832068097	-1.193354105
LOC103823846	0.093925025	0.04060013	0.14724992	0.060031522
LOC103823857	-0.109521485	-0.167863365	-0.051179605	-0.055674417
LOC103823860	-0.970481972	-1.483312934	-0.457651011	0.073484233
LOC103823886	0.824297906	1.252873896	0.395721916	0.010101332
LOC103823887	0.045353536	-0.145908018	0.236615091	-0.076731198
LOC103823913	-0.281737054	-0.731070925	0.167596817	-0.037218032
LOC103823933	0.36556239	0.302353458	0.428771322	0.345731586
LOC103823953	-0.010625936	-0.076004735	0.054752864	-0.114911862
LOC103823954	-0.255643742	-0.262316326	-0.248971158	0.158965917
LOC103823955	-0.408050305	-0.587697394	-0.228403216	-0.122998643
LOC103823963	0.357273101	0.672504955	0.042041246	-0.021951446
LOC103823970	0.945801009	0.874730997	1.016871021	-0.451521595
LOC103823974	-0.055666327	-0.147570637	0.036237983	-0.071701617
LOC103823983	-0.590615275	-1.530489343	0.349258792	0.234273309
LOC103824006	0.398459903	0.493079661	0.303840145	-0.380651409
LOC103824010	0.30145714	0.270870839	0.332043442	-0.02377491
LOC103824012	-0.497580548	-0.839882991	-0.155278105	-0.796247304
LOC103824025	0.034885615	0.035762503	0.034008727	-0.090794825
LOC103824026	0.039800894	-0.035105943	0.114707732	-0.068278462
LOC103824027	-0.235223851	-0.255373995	-0.215073708	0.142017731
LOC103824028	0.038290789	-0.057080608	0.133662186	-0.218215528
LOC103824035	-0.306540914	-0.366255054	-0.246826775	0.022299958
LOC103824054	0.254063734	0.323010265	0.185117203	-8.17E-05
LOC103824085	-0.012982209	-0.008293099	-0.017671319	-0.054601204
LOC103824090	0.334722455	0.332673894	0.336771017	0.016991758
LOC103824142	-0.393075011	-0.720066144	-0.066083878	-0.162102713
LOC103824150	-0.337605255	-0.371119047	-0.304091462	-0.067132991
LOC103824163	0.546507585	0.495078065	0.597937106	0.068644415
LOC103824173	-0.155006257	-0.254612122	-0.055400391	-0.042343559
LOC103824205	0.154871352	-0.352462284	0.662204987	-0.429085065
LOC103824208	0.049722558	-0.058054316	0.157499433	-0.647005912
LOC103824210	-0.259487517	-0.703570954	0.184595921	-0.606569027
LOC103824214	-0.160471357	-0.274060805	-0.046881908	-0.230826465
LOC103824215	-0.253046795	-0.248978981	-0.257114609	-0.097649382
LOC103824222	0.156780938	0.097288644	0.216273231	-0.151231539
LOC103824259	-0.077738006	-0.037732621	-0.117743392	-0.00519645
LOC103824260	-0.053654019	-0.053148839	-0.054159199	-0.025062619
LOC103824266	0.073293088	0.641582139	-0.494995963	0.324805456
LOC103824282	1.487930351	2.704933999	0.270926703	-0.305191978
LOC103824291	-0.134575122	0.379708907	-0.648859151	0.433933798
LOC103824329	0.218112464	0.2308632	0.205361728	0.087086607
LOC103824337	-0.168360877	-0.208477853	-0.128243901	-0.210817088
LOC103824343	0.084838259	0.117367663	0.052308855	0.084889291
LOC103824399	-0.03215288	-0.034990123	-0.029315637	-0.011413031
LOC103824413	0.01506363	-0.168153574	0.198280834	-0.049300186
LOC103824423	-0.060887167	-0.042057689	-0.079716645	-0.062434296
LOC103824439	0.512363579	0.423907227	0.600819931	-0.331483429
LOC103824465	-0.586858337	-1.429698842	0.255982167	-0.103982338
LOC103824468	-0.135401844	-0.263508772	-0.007294917	-0.824532555
LOC103824480	-0.452573207	0.838685929	-1.743832344	1.850567886
LOC103824481	-0.032729915	-0.070018814	0.004558984	0.045993502
LOC103824485	-0.009862565	-0.454980754	0.435255623	-0.04571363
LOC103824493	0.053638638	0.130242304	-0.022965028	0.138106129
LOC103824494	0.109006515	0.334406637	-0.116393608	0.169032683
LOC103824496	0.014287066	0.0570557	-0.028481567	0.038709968
LOC103824512	-0.063278496	-0.170036321	0.043479329	-0.108850625
LOC103824517	0.098008385	0.430849983	-0.234833214	-0.067368751
LOC103824563	-0.721140488	-0.640042161	-0.802238815	1.216181352
LOC103824567	0.795131985	0.938313512	0.651950457	-0.45061374
LOC103824570	0.594789337	0.872797634	0.316781041	-0.425575435
LOC103824581	-0.133689976	0.02293537	-0.290315322	-0.115665706
LOC103824583	-0.535863533	-0.534763627	-0.536963439	-0.020370908
LOC103824584	-0.133023582	-0.249637963	-0.0164092	-0.168488241
LOC103824588	-0.152827252	-0.353940882	0.048286378	-0.374582977
LOC103824596	-0.245767866	-0.365876367	-0.125659366	-0.06790779
LOC103824612	0.179025101	0.212867688	0.145182514	0.003687852
LOC103824613	0.314319034	0.517358593	0.111279476	0.013848963
LOC103824637	0.216938878	-0.084182245	0.518060001	-0.203373843
LOC103824641	0.157861167	0.33211048	-0.016388145	0.179957497
LOC103824644	0.294008937	0.624826617	-0.036808743	0.374279032
LOC103824645	-0.01768941	-0.014370671	-0.021008148	0.061460606
LOC103824649	0.108020446	0.294834878	-0.078793986	0.124131738
LOC103824652	-0.036496611	-0.132555301	0.059562079	-0.056637283
LOC103824654	-0.277578158	-0.366681719	-0.188474597	0.129269273
LOC103824662	-0.16435613	-0.563175626	0.234463366	-0.185610975
LOC103824672	0.207044454	0.180387866	0.233701042	-0.094070505
LOC103824673	-0.135149762	-0.215195495	-0.055104029	0.049013856
LOC103824680	-0.098730126	-0.062161869	-0.135298383	0.040542418
LOC103824685	-0.013994939	-0.173299429	0.14530955	-0.119819839
LOC103824686	-0.049043924	0.012090479	-0.110178327	-0.171292762
LOC103824689	-1.382563548	-0.134634153	-2.630492943	1.253486377
LOC103824691	-0.253122812	-0.421082086	-0.085163538	0.060568712
LOC103824713	-0.013989554	-0.049795616	0.021816508	0.067946057
LOC103824714	-0.065477911	-0.257913477	0.126957656	-0.034587935
LOC103824715	-0.332151005	-0.483975831	-0.18032618	-0.047843
LOC103824717	0.072811183	-0.03624311	0.181865477	-0.172825146
LOC103824719	0.883354692	1.284882794	0.481826591	-0.023992568
LOC103824721	-0.097290148	-0.062196888	-0.132383407	0.048877245
LOC103824724	-0.200808778	-0.269382053	-0.132235503	0.054982911
LOC103824725	0.09127892	-0.093119022	0.275676862	-0.322719376
LOC103824727	0.18060315	0.386161504	-0.024955205	0.218616008
LOC103824728	0.006348576	-0.091636182	0.104333335	0.188928974
LOC103824730	-0.218548324	-0.334858468	-0.10223818	0.241472035
LOC103824731	-0.320979687	-0.362675773	-0.2792836	-0.00057654
LOC103824732	-0.384196049	-0.644783919	-0.123608178	-0.125638701
LOC103824734	-0.03986177	0.074265174	-0.153988714	0.319012512
LOC103824735	-0.295691452	-0.515446141	-0.075936763	0.097437458
LOC103824743	-0.084360728	-0.14285849	-0.025862967	0.020784205
LOC103824752	-0.311946341	0.542356638	-1.16624932	1.434333853
LOC103824755	0.491286847	0.569064866	0.413508827	0.133853877
LOC103824756	0.228868282	0.373069239	0.084667324	-0.066860623
LOC103824761	0.05251319	0.305352668	-0.200326288	0.00020306
LOC103824771	0.33867386	0.685033658	-0.007685939	0.035773323
LOC103824781	0.330415276	0.166317807	0.494512745	-0.176866422
LOC103824791	-0.10175636	-0.125568263	-0.077944457	0.028326041
LOC103824792	-0.067136873	-0.050087153	-0.084186594	-0.022314579
LOC103824795	0.462482989	0.360806708	0.56415927	-0.085681908
LOC103824800	-0.115803131	-0.403965043	0.172358781	-0.200926003
LOC103824809	0.028198166	0.131417391	-0.075021058	0.134840079
LOC103824813	-0.214480808	-0.347579149	-0.081382466	0.101575129
LOC103824822	-0.127745492	-0.265389282	0.009898299	-0.131201738
LOC103824829	-0.107161811	-0.11456429	-0.099759333	0.114909388
LOC103824833	-0.118592014	-0.131042592	-0.106141436	0.008283562
LOC103824835	-0.390189745	-0.385148325	-0.395231164	0.240009398
LOC103824837	-0.206334161	-0.220212965	-0.192455357	0.133710265
LOC103824839	-0.354150182	-0.420353951	-0.287946414	0.190778711
LOC103824859	-0.099010741	-0.110327505	-0.087693976	0.003018252
LOC103824860	0.107007054	0.051410718	0.16260339	-0.141906042
LOC103824862	-0.106671044	0.096307206	-0.309649293	0.297516009
LOC103824863	-0.041907941	0.108258079	-0.192073961	-0.033779678
LOC103824871	0.013732361	0.069938049	-0.042473327	-0.262606502
LOC103824872	0.420767065	0.202447771	0.63908636	0.07032021
LOC103824877	0.063315884	-0.062430742	0.189062511	-0.185263318
LOC103824883	0.090226818	0.104609999	0.075843636	-0.172320538
LOC103824884	0.145453277	-0.01814492	0.309051474	-0.353808396
LOC103824890	-0.095343365	-0.309280612	0.118593882	-0.334722486
LOC103824902	-0.126024777	-0.230184693	-0.021864861	-0.169077157
LOC103824911	-0.338375202	-0.641617084	-0.035133321	-0.05641447
LOC103824914	-0.128179596	-0.131302537	-0.125056654	0.216283691
LOC103824915	-0.091447828	-0.007019674	-0.175875983	0.228823759
LOC103824922	-0.065111031	-0.143491969	0.013269907	-0.04977382
LOC103824923	0.035448327	0.167985914	-0.097089261	0.016746184
LOC103824924	-0.5047708	-0.910729336	-0.098812264	-0.163649767
LOC103824932	0.451074183	-0.317866412	1.220014778	-0.328379702
LOC103824935	-0.143859414	-0.134923394	-0.152795434	-0.004024993
LOC103824936	0.376102021	0.517087953	0.235116088	0.238517525
LOC103824939	-0.306367912	-0.391685889	-0.221049935	0.086827541
LOC103824942	0.065442333	-0.086893849	0.217778516	-0.159792972
LOC103824943	-0.021906777	-0.044311077	0.000497523	0.140633734
LOC103824945	-0.203532889	-0.532176716	0.125110937	-0.056002174
LOC103824951	0.024917834	0.145722732	-0.095887064	0.100241522
LOC103824953	-0.20062011	-0.226281549	-0.17495867	0.034950311
LOC103824966	0.076329525	0.276507474	-0.123848423	0.011320883
LOC103824969	0.26175508	0.607901836	-0.084391676	0.321005117
LOC103824971	-0.536962756	-1.126607799	0.052682288	-0.909521827
LOC103824978	0.330758825	0.108816524	0.552701125	-0.178477885
LOC103824994	0.214274518	-0.126939065	0.555488101	-0.530796936
LOC103824995	-0.649823792	-0.980737588	-0.318909995	-0.468812625
LOC103824996	-0.191952723	-0.904420093	0.520514647	-0.3736726
LOC103825001	-0.392879138	-0.540511361	-0.245246916	-0.238149294
LOC103825012	-0.30202672	-0.780651251	0.17659781	-0.24566583
LOC103825019	-0.100885699	-0.271085504	0.069314107	-0.372719622
LOC103825020	0.607631609	0.841513205	0.373750013	-0.115997693
LOC103825022	-1.003977329	-1.461506394	-0.546448265	0.220825258
LOC103825023	-0.065095365	-0.117637898	-0.012552832	-0.107376942
LOC103825034	-0.055548236	0.175949215	-0.287045687	0.634988299
LOC103825036	0.074355128	0.000712655	0.147997601	0.270374324
LOC103825041	-0.501411071	-1.239145545	0.236323403	0.005119455
LOC103825042	0.07087228	0.231214467	-0.089469907	-1.305173919
LOC103825050	0.146104072	-0.071665451	0.363873595	-0.279742978
LOC103825054	-0.321720287	-0.723946926	0.080506351	0.129974016
LOC103825057	-0.000347444	0.300531281	-0.301226168	0.173408906
LOC103825059	0.147200365	0.163994616	0.130406113	-0.154128087
LOC103825060	-0.214162165	-0.09262432	-0.335700009	0.124340577
LOC103825061	0.124202769	0.252792107	-0.004386569	0.355656696
LOC103825062	-0.083445451	-0.124082393	-0.042808509	-0.040505226
LOC103825067	-0.047352373	-0.246536755	0.151832009	-0.317886828
LOC103825074	-0.327802933	-0.535185889	-0.120419977	-0.147603637
LOC103825080	-0.658788681	-0.70679283	-0.610784532	0.167061747
LOC103825089	-0.137880547	-0.299497934	0.023736841	-0.148532563
LOC103825090	-0.633584969	-0.796818355	-0.470351583	0.06404516
LOC103825091	0.015007997	-0.432785499	0.462801493	-0.355631703
LOC103825092	-0.08237422	-0.229378445	0.064630004	-0.265333233
LOC103825099	0.126040582	0.320840992	-0.068759828	0.085384838
LOC103825100	-0.152889933	-0.226281391	-0.079498475	0.015013204
LOC103825104	-0.288222999	-0.13901056	-0.437435437	0.236373645
LOC103825114	-0.113735541	-0.199301324	-0.028169758	-0.142974004
LOC103825119	-0.072548185	-0.057002762	-0.088093608	0.05971092
LOC103825128	-0.098825958	-0.256857775	0.059205858	-0.117133566
LOC103825132	-0.366027979	-0.499872214	-0.232183743	-0.114641321
LOC103825145	-0.048183707	-0.255517731	0.159150317	-0.386474293
LOC103825146	-0.333943043	-0.44687716	-0.221008926	-0.115712987
LOC103825149	0.403334431	0.509524751	0.297144111	-0.398355264
LOC103825151	0.155106972	-0.094018279	0.404232224	0.197734827
LOC103825155	-0.151802129	-0.038074444	-0.265529813	-0.056260253
LOC103825156	-0.205943429	-0.11260235	-0.299284508	-0.028549285
LOC103825160	-0.322197713	-0.348539087	-0.295856339	-0.062045182
LOC103825161	-0.053615441	-0.068445556	-0.038785326	-0.041521886
LOC103825170	0.12976322	0.385886174	-0.126359734	0.098670915
LOC103825173	-0.051325762	-0.095682507	-0.006969017	-0.040091088
LOC103825174	-0.248544384	-0.28802475	-0.209064019	0.091015959
LOC103825176	0.025303945	-0.076721579	0.127329469	-0.133667368
LOC103825179	0.220128874	0.065603951	0.374653796	-0.282198277
LOC103825186	-1.038211602	-0.437270728	-1.639152476	-0.176592344
LOC103825190	-0.227785279	-0.450442486	-0.005128072	0.133304132
LOC103825194	0.2470005	0.519802536	-0.025801536	0.199639386
LOC103825195	-0.134832297	-0.183217437	-0.086447156	-0.029394184
LOC103825198	-0.095056859	-0.15278267	-0.037331048	-0.124563816
LOC103825203	-0.112182654	-0.352968049	0.128602742	-0.299725751
LOC103825212	-0.323861343	-0.48903127	-0.158691416	-0.057877827
LOC103825213	-0.187198388	-0.452900209	0.078503434	-0.354790482
LOC103825220	-0.137532735	-0.351973131	0.07690766	-0.122727722
LOC103825221	0.414307962	0.547226308	0.281389615	0.079207451
LOC103825233	-0.027467233	-0.458919259	0.403984794	0.135674192
LOC103825236	0.010812373	0.019707754	0.001916992	0.02866543
LOC103825240	-0.183806624	-0.201174402	-0.166438845	-0.054625245
LOC103825242	-0.105631049	-0.261103497	0.049841399	-0.143808021
LOC103825244	0.50129215	0.613587856	0.388996445	-0.565514761
LOC103825245	-0.303363887	-0.456740311	-0.149987463	-0.008021059
LOC103825246	1.284897543	1.681027449	0.888767638	-0.024745758
LOC103825247	0.715565782	0.945629127	0.485502438	0.367302814
LOC103825248	0.119287544	-0.062713251	0.301288339	-0.264226371
LOC103825254	-0.082364875	-0.181111015	0.016381266	-0.120960492
LOC103825255	-0.258724517	-0.390654877	-0.126794157	-0.264920924
LOC103825258	-0.303823963	-0.02442163	-0.583226295	0.429372573
LOC103825260	0.518626311	0.492532792	0.54471983	0.540104529
LOC103825264	-0.024429563	0.08840374	-0.137262865	0.068551558
LOC103825269	-0.534434913	-0.71297215	-0.355897676	0.4479246
LOC103825271	0.27882514	0.200320194	0.357330086	-0.268377141
LOC103825275	0.120184859	0.170361968	0.070007749	0.0689773
LOC103825278	-0.129149954	-0.317767057	0.059467149	-0.421654201
LOC103825280	-0.001378724	0.03980485	-0.042562297	0.0384792
LOC103825282	0.008919269	0.237314013	-0.219475475	0.358587437
LOC103825293	0.356763944	0.456460795	0.257067093	-0.0003068
LOC103825295	-0.078527173	-0.012775149	-0.144279197	0.283149292
LOC103825297	0.044324573	-0.133978492	0.222627638	0.445189966
LOC103825303	0.0825676	-0.115612327	0.280747527	-0.253357722
LOC103825305	-0.614944039	-0.758688363	-0.471199715	-0.590061896
LOC103825307	0.12329095	-0.261238486	0.507820386	-0.411225959
LOC103825316	0.180234429	0.817614433	-0.457145575	0.406610069
LOC103825318	-0.164264337	-0.196895751	-0.131632923	0.079143971
LOC103825321	-0.085262478	-0.16963168	-0.000893276	-0.206388034
LOC103825325	0.033142851	0.094268602	-0.027982899	0.021791737
LOC103825326	-0.128529847	-0.278013912	0.020954218	-0.125537263
LOC103825338	-0.007103692	0.109971171	-0.124178555	-0.060602882
LOC103825345	-0.275815619	-0.282344893	-0.269286345	-0.095653416
LOC103825346	-0.025533623	-0.226754349	0.175687102	0.028697354
LOC103825347	-0.254106765	-0.33123237	-0.17698116	0.393588216
LOC103825348	-0.199857182	-0.143186554	-0.256527811	-0.064990243
LOC103825351	0.037852929	-0.130694488	0.206400345	-0.150369318
LOC103825352	-0.872930639	-2.404534675	0.658673397	-0.703852933
LOC103825357	0.225427764	0.148249861	0.302605667	0.015599899
LOC103825361	0.480323949	0.619543701	0.341104196	0.070924761
LOC103825363	-0.350496386	-0.510062923	-0.19092985	-0.187723125
LOC103825364	0.365071992	0.464044295	0.26609969	-0.12982092
LOC103825365	-0.083526886	0.003383484	-0.170437255	-0.04367333
LOC103825372	-0.129351485	-0.159389777	-0.099313194	-0.038327644
LOC103825375	-0.095263495	-0.23718825	0.046661259	-0.214116576
LOC103825381	0.179240373	0.166689273	0.191791472	-0.35341296
LOC103825383	0.037167339	0.627750222	-0.553415545	1.138903406
LOC103825388	-0.372055471	-0.516287815	-0.227823128	-0.386883649
LOC103825389	-0.227677653	-0.489231104	0.033875798	-0.40401505
LOC103825390	-0.021032837	0.020707684	-0.062773359	-0.018908288
LOC103825396	-0.118153061	0.399647177	-0.635953299	1.09059789
LOC103825403	0.04743206	-0.034657515	0.129521636	-0.219131862
LOC103825404	0.064327627	-0.024299686	0.152954939	-0.086723974
LOC103825406	0.258631502	0.244382308	0.272880696	-0.252683542
LOC103825407	0.595759122	0.768011796	0.423506449	-0.441535164
LOC103825409	-0.461968167	-0.68367605	-0.240260285	-0.459451991
LOC103825413	-0.516048603	-0.120230607	-0.911866599	1.464584785
LOC103825414	-0.059856606	-0.278714015	0.159000802	-0.240626511
LOC103825415	-0.039871799	-0.14753692	0.067793322	-0.045321012
LOC103825421	0.511574012	0.406107351	0.617040673	-0.062084497
LOC103825428	-0.094942895	-0.217509383	0.027623594	-0.170114967
LOC103825430	-0.141739006	-0.335503427	0.052025415	-0.175306617
LOC103825432	-0.022937402	-0.305562043	0.259687238	-0.296608265
LOC103825436	-0.119308984	-0.101683528	-0.13693444	0.16361137
LOC103825437	0.450762203	0.628813803	0.272710603	-0.032890563
LOC103825439	-0.268322489	-0.510181383	-0.026463596	-0.348783622
LOC103825440	-0.150230642	-0.146236176	-0.154225108	-0.133013689
LOC103825466	-0.099869492	-0.130501745	-0.069237238	0.184774183
LOC103825496	0.328597756	0.924427824	-0.267232312	1.320323967
LOC103825501	-0.175567592	-0.273914644	-0.077220541	-0.266079668
LOC103825502	-0.016948023	-0.302989694	0.269093649	-0.476789259
LOC103825517	0.355340358	0.645632258	0.065048458	0.103759667
LOC103825581	-0.081669221	-0.129298289	-0.034040152	-0.018909797
LOC103825615	0.343350407	0.44905963	0.237641183	-0.108965228
LOC103825659	-0.246879334	-0.416576733	-0.077181934	0.100683385
LOC103825668	1.214820456	1.798799964	0.630840948	-0.223514254
LOC103825683	0.192021687	0.070517203	0.31352617	-0.089394648
LOC103825685	-0.017356663	0.000731904	-0.03544523	-0.095805625
LOC103825781	1.002965303	1.479845697	0.526084908	0.746812806
LOC103825809	0.156289652	0.296870347	0.015708957	0.227766322
LOC103825821	-1.111376475	-1.188935114	-1.033817836	0.60245747
LOC103825828	-0.42949165	-0.586703988	-0.272279312	0.081831579
LOC103825829	-0.202773018	-0.14532964	-0.260216396	-0.014116474
LOC103825839	-0.439481786	-0.212919357	-0.666044214	-0.103877012
LOC103825852	-0.922085519	-1.444954713	-0.399216325	-0.359373032
LOC103825874	0.467659436	0.655395602	0.279923269	-0.387174224
LOC103825875	0.016824829	-0.153568971	0.187218629	-0.549936083
LOC103825988	0.023905596	-0.120353137	0.168164328	-0.204621638
LOC103826020	-0.019413638	0.053105073	-0.091932349	0.006508748
LOC103826028	0.092695553	0.031270906	0.154120201	0.106238177
LOC103826034	0.017887225	0.131992229	-0.096217779	0.236566129
LOC103826073	0.250203602	0.506175729	-0.005768525	0.165120472
LOC103826084	-0.141727646	-0.205688754	-0.077766539	-0.16117467
LOC103826085	0.442755543	0.655372057	0.23013903	0.391781539
LOC103826086	0.041613773	0.11098535	-0.027757804	-0.003171942
LOC103826099	0.412590507	0.519947726	0.305233288	-0.099683552
LOC103826105	-0.113257702	-0.165817954	-0.06069745	-0.20698789
LOC103826107	0.210079461	0.373474401	0.04668452	0.128898174
LOC103826116	-0.239407288	-0.227768536	-0.251046039	0.102823793
LOC103826129	-0.096577636	-0.096953136	-0.096202136	0.215080877
LOC103826153	1.289782339	2.317785456	0.261779222	0.282050263
LOC103826179	-0.027134089	-0.418045579	0.363777401	-0.725037504
LOC103826216	0.182861197	0.38712178	-0.021399386	0.236978189
LOC103826218	0.069997169	0.107800414	0.032193925	0.104351506
LOC103826226	0.203218097	0.2270662	0.179369994	0.293061672
LOC103826242	0.018992601	-0.024489172	0.062474373	0.142948912
LOC103826246	0.420676892	0.535394622	0.305959163	0.186570312
LOC103826258	-0.03434406	0.053508772	-0.122196891	0.066648663
LOC103826276	1.539287	2.689044974	0.389529026	-0.272901882
LOC103826296	0.062696687	0.017209657	0.108183716	-0.103233498
LOC103826301	-0.078061927	0.137541712	-0.293665565	0.38934622
LOC103826369	0.020195247	0.065972986	-0.025582492	0.127980676
LOC103826382	0.219391718	0.382603203	0.056180232	0.142235575
LOC103826403	-0.222697473	-0.278795628	-0.166599317	0.049322363
LOC103826433	0.066819037	0.056995438	0.076642635	-0.082978322
LOC103826451	0.116669203	0.22345361	0.009884796	0.243411016
LOC103826460	-0.085551861	-0.152005562	-0.01909816	-0.154762289
LOC103826580	-0.003152596	0.473709302	-0.480014493	-0.026609134
LOC103826597	0.037023687	0.177337246	-0.103289871	0.281198984
LOC103826605	0.014945547	0.043790783	-0.01389969	0.011205686
LOC103826618	-0.097289405	0.058088512	-0.252667321	0.189014526
LOC103826634	-0.177677016	0.030268031	-0.385622063	-0.005757943
LOC103826653	0.188863136	0.233960704	0.143765569	0.130206628
LOC103826742	0.352803438	0.243278802	0.462328073	-0.301127267
LOC103826768	0.237714714	0.314863428	0.160566001	0.098176857
LOC103826772	0.718049495	1.210746815	0.225352176	0.707220121
LOC103826819	-0.421052936	-0.528235145	-0.313870728	-0.400640747
LOC103826830	0.036182613	0.074237134	-0.001871908	0.073150461
LOC103826835	0.537341851	0.604619517	0.470064184	0.188924473
LOC103826849	0.055212095	0.199893406	-0.089469216	0.1673807
LOC103826865	0.162847135	0.080895392	0.244798878	-0.170528592
LOC103826869	-0.380400213	-0.87407737	0.113276945	-0.740154045
LOC103826872	0.052639851	0.039808119	0.065471582	-0.029007532
LOC103826946	0.724825093	1.523491673	-0.073841487	0.394933824
LOC103826955	-0.006662375	-0.149628716	0.136303966	-0.061487667
LOC103826968	-0.206494482	0.017280769	-0.430269733	0.223512679
LOC103826997	0.177262259	0.431012579	-0.076488061	0.000529308
LOC103827052	0.269586298	0.721711456	-0.18253886	0.002594256
LOC103827059	-0.108280901	-0.243816201	0.027254399	-0.072434157
LOC103827070	-0.227618398	-0.348516994	-0.106719801	-0.044761982
LOC103827092	-0.527561926	-0.5512917	-0.503832151	0.021806579
LOC103827099	-0.216570619	-0.088530514	-0.344610724	-0.486639542
LOC103827102	-0.081779873	-0.003781385	-0.15977836	0.107149646
LOC103827110	0.247986755	0.372629266	0.123344244	0.15270007
LOC103827112	-0.048863707	0.003580339	-0.101307752	0.146700325
LOC103827140	-0.117549104	-0.68384165	0.448743442	-0.580694293
LOC103827183	0.279971706	0.359011619	0.200931792	0.02364032
LOC103827186	0.030754601	0.084978773	-0.023469571	0.089533825
LOC103827196	0.303807464	0.325948848	0.281666081	0.047931012
LOC103827199	0.12271179	0.088301196	0.157122384	-0.01342068
LOC103827225	-0.018285582	0.287519155	-0.324090318	0.213752533
LOC103827237	-0.166083922	-0.350685933	0.018518089	-0.433194104
LOC103827240	0.205766493	0.326388095	0.085144892	0.177388429
LOC103827276	-0.422409363	-0.896889238	0.052070511	-0.376294074
LOC103827281	-0.08935772	-0.199884335	0.021168895	-0.022435419
LOC103827334	0.014550616	0.014006426	0.015094805	-0.039616982
LOC103827347	0.273442038	0.321074871	0.225809206	-0.198171955
LOC103827394	0.135246215	0.310273057	-0.039780628	0.14222654
LOC103827401	0.427332771	0.813663875	0.041001667	0.052027726
LOC103827405	0.028230993	0.098311376	-0.041849389	-0.060516296
LOC108961171	-0.31110664	-0.542985282	-0.079227997	-0.084290186
LOC108961180	-0.04423059	0.215511648	-0.303972829	0.412135536
LOC108961204	-0.318606611	-0.281243815	-0.355969408	0.073025192
LOC108961208	1.529251796	1.610321704	1.448181887	0.132159737
LOC108961266	-0.089434826	-0.057556247	-0.121313405	0.215117945
LOC108961269	0.153301544	0.1705111	0.136091987	0.113139653
LOC108961271	-0.168834036	-0.223700714	-0.113967358	0.260657198
LOC108961272	0.192243697	0.27461349	0.109873903	0.025080619
LOC108961289	-0.2107115	-0.532771748	0.111348747	-0.145638813
LOC108961292	-0.333957719	-0.079094452	-0.588820985	0.120789833
LOC108961296	-0.385313125	-0.524240144	-0.246386106	-0.265157025
LOC108961299	0.056441968	0.12532454	-0.012440603	-0.062179972
LOC108961307	0.610531108	0.653476738	0.567585479	0.100095034
LOC108961320	1.208276519	1.295954198	1.120598841	0.639669128
LOC108961323	-0.067784071	0.191768607	-0.327336749	0.053908657
LOC108961347	0.117404446	0.276895697	-0.042086806	0.104550765
LOC108961352	0.240359218	0.260534156	0.220184279	0.069495496
LOC108961360	0.580692613	0.745362836	0.41602239	-0.588201011
LOC108961394	0.497805005	0.828492941	0.167117069	0.614761985
LOC108961398	0.256240577	0.210307218	0.302173936	-0.218724191
LOC108961409	-0.317567739	-0.682833355	0.047697877	-0.141280854
LOC108961418	-0.64212431	-0.881536479	-0.402712141	-0.343285282
LOC108961421	-0.435492507	-0.777368962	-0.093616053	-1.016368566
LOC108961440	-0.037427247	-0.039439403	-0.035415091	0.178555831
LOC108961443	-0.096825223	-0.305387724	0.111737279	-0.242230952
LOC108961460	-0.025239863	0.173017772	-0.223497498	0.207576287
LOC108961473	-0.016403564	0.173263954	-0.206071082	-0.131233542
LOC108961487	-0.150598733	0.177577529	-0.478774995	0.468493068
LOC108961498	-0.033203528	-0.12693602	0.060528965	-0.463510378
LOC108961500	-0.100842085	-0.225382313	0.023698143	0.222445436
LOC108961502	0.233964004	0.529890692	-0.061962685	0.392047937
LOC108961505	-0.196088978	-0.331738031	-0.060439925	-0.432180113
LOC108961521	0.073177883	0.128845726	0.017510041	0.213691189
LOC108961536	-0.230751737	-0.281612687	-0.179890786	-0.091922744
LOC108961539	0.209278933	0.317364707	0.101193159	0.049534637
LOC108961541	-0.655926349	-0.541097525	-0.770755174	-0.391761362
LOC108961548	-0.308235774	-0.52932726	-0.087144289	-0.248654201
LOC108961549	-0.157089817	0.161653281	-0.475832915	0.48365319
LOC108961555	-0.247279234	-0.222601544	-0.271956923	0.405937628
LOC108961562	-0.069789305	0.605205404	-0.744784014	0.741839111
LOC108961573	-0.285572125	0.481140086	-1.052284336	1.247100819
