"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","comparison"
"scan05168","Herpes simplex virus 1 infection - Serinus canaria (common canary)",114,0.2880673406474591,1.292970726606696,0.05702647657841141,0.39870107962213225,0.3681902123730379,1321,"tags=18%, list=12%, signal=16%","103813055/103817583/103821258/103826207/103814184/103823354/103824969/103823044/103825669/103821247/103824936/103814539/103814507/103824644/103812440/103816650/103812888/103824994/103821327/103814392/103813028","infection_lipid"
"scan00140","Steroid hormone biosynthesis - Serinus canaria (common canary)",13,0.5787998090039191,1.5658110830910634,0.06118546845124283,0.3989292543021032,0.3684009258327463,1794,"tags=62%, list=16%, signal=52%","103819697/103812691/103820184/103826189/103818085/103821707/103827003/103826301","infection_lipid"
"scan01230","Biosynthesis of amino acids - Serinus canaria (common canary)",46,0.36547785575778086,1.371799361874979,0.068,0.42630769230769233,0.3936842105263159,2361,"tags=39%, list=21%, signal=31%","103814023/103819001/103820272/103821209/103815236/103815752/103820500/103820786/103819913/103820089/103827158/103819925/103824444/103815943/103812734/103815490/103820123/103816991","infection_lipid"
"scan00630","Glyoxylate and dicarboxylate metabolism - Serinus canaria (common canary)",23,0.4412147078626819,1.402014112250803,0.08224299065420561,0.46226232678053497,0.426887392506403,871,"tags=22%, list=8%, signal=20%","103823837/103821209/103813888/103817124/103812620","infection_lipid"
"scan00010","Glycolysis / Gluconeogenesis - Serinus canaria (common canary)",40,0.3774799249195906,1.366959126274216,0.08151093439363817,0.46226232678053497,0.426887392506403,2354,"tags=40%, list=21%, signal=32%","103820477/103822944/103820318/103817507/103820786/103821480/103827158/103819574/103815943/103824722/103812734/103825293/103825224/103815490/103820123/103826768","infection_lipid"
"scan04514","Cell adhesion molecules - Serinus canaria (common canary)",55,0.34318966766372416,1.3472673211814803,0.08070866141732283,0.46226232678053497,0.426887392506403,2398,"tags=42%, list=22%, signal=33%","103821713/103823054/103823843/103823841/115483987/103827138/103823044/103818815/103814957/103825000/103814710/103824644/103818417/103820764/103813103/103827110/108961930/103814562/103825978/108963687/103824329/103824727/103812312","infection_lipid"
"scan03060","Protein export - Serinus canaria (common canary)",23,0.4351074156493291,1.3826074385425797,0.09158878504672897,0.4976323987538941,0.4595507460239384,2773,"tags=43%, list=25%, signal=33%","103815688/103818384/103824191/103824383/103818919/103826591/108962580/103817022/103815593/103826243","infection_lipid"
"scan03010","Ribosome - Serinus canaria (common canary)",109,-0.7488675212991702,-3.268159850862204,1e-10,1.63e-8,1.3789473684210529e-8,1773,"tags=76%, list=16%, signal=65%","103815935/103816531/103819845/103814325/103816501/103821561/103823346/103816764/103817308/103820561/103820088/103812879/103817330/103819178/108963182/103815140/103820760/103819357/103812352/103818138/103816211/103821795/103823818/103826235/103815776/103820308/103819445/103817571/103812957/103812930/103814742/103817838/103823504/103812648/103827329/103821868/103814342/103812360/103818398/103818729/103813272/103813425/103820396/103824232/103817700/103818922/103812989/103816984/103820636/103824530/103824401/103824076/103824808/103822778/103821652/103827028/103821578/103821953/103818972/103820931/103824141/115484503/103820545/103819251/103818043/103826794/115485322/103823298/103815165/103815291/103816243/103823064/103814796/103817860/103814016/103816293/103821019/103820125/103824093/103824835/103821299/103826008/103815368","pathogen_load"
"scan04520","Adherens junction - Serinus canaria (common canary)",66,0.44074701282241124,1.8980416029597191,3.6579677419901993e-4,0.013317649191160005,0.011266464604726903,2472,"tags=47%, list=22%, signal=37%","103814957/103819747/103823044/103813075/103827326/103823781/103818614/103814128/103814643/103823660/103818769/103820764/103822693/103812996/103821923/103815683/103826606/103813981/103814000/103818483/103816118/103817621/103813156/103814884/103827163/103827018/103816139/103826935/103816222/103813013/103813695","pathogen_load"
"scan05100","Bacterial invasion of epithelial cells - Serinus canaria (common canary)",62,0.4402109204919429,1.859582869201644,4.0851684635460136e-4,0.013317649191160005,0.011266464604726903,3301,"tags=55%, list=30%, signal=39%","103814579/103823781/103818614/103818256/103822115/103820781/103823815/103818065/103812996/103824410/103814094/103813076/103819884/103822460/103814000/103816693/103821396/103817621/103817616/103823039/103826079/103821268/103817771/103813695/103824222/103814761/103821112/103823598/103818081/103820851/103818322/103819034/103814816/108963866","pathogen_load"
"scan04625","C-type lectin receptor signaling pathway - Serinus canaria (common canary)",69,0.4218517233943623,1.819661681411136,2.987697520023913e-4,0.013317649191160005,0.011266464604726903,2995,"tags=51%, list=27%, signal=37%","103822392/103820350/103818614/103814195/103826750/103820781/103823703/103816155/103826268/103824434/103819592/103826026/103816971/103826388/103820721/103821978/103815166/103814330/103816639/103821247/103815057/103814234/103814539/103818892/103826549/103817243/103826480/103819595/103822391/103813452/103819122/103823305/103818074/103817751/103814507","pathogen_load"
"scan04148","Efferocytosis - Serinus canaria (common canary)",111,0.3653041948162219,1.7417898210466198,2.738706636598526e-4,0.013317649191160005,0.011266464604726903,2865,"tags=42%, list=26%, signal=32%","103814308/108962468/103826657/103826599/103818852/103822392/103818895/103822317/103816073/103818170/103821328/103820862/103815253/103824164/103813932/103821681/103817147/103823400/103820058/103814094/103813832/103812509/103826360/103812660/103826835/103820424/103820273/103822044/103813931/103818395/103818959/103813604/103816639/103814492/103827163/103814582/103816813/103818892/103821200/103821076/103819334/103820700/103815714/103816115/103814761/103821112/103818074","pathogen_load"
"scan00190","Oxidative phosphorylation - Serinus canaria (common canary)",82,-0.4314821565940184,-1.7967079003097224,6.565196855825983e-4,0.017835451458327257,0.015088434879179017,3852,"tags=62%, list=35%, signal=41%","103814510/103817013/103824421/103817572/103819557/103815311/103812888/103816680/103821968/103817783/103813580/103821880/103813813/103819838/103817222/103822294/103814773/103821723/103820466/103817677/103822174/103826594/103813122/103813395/103824104/103819167/103823755/103827120/103826690/103818329/103826469/103813689/103822053/103816398/103818939/103824915/103818040/115485390/103827112/103819613/103813310/103816343/103822534/103821025/103823494/103813478/103816871/103823717/103815557/108963315/103826261","pathogen_load"
"scan01230","Biosynthesis of amino acids - Serinus canaria (common canary)",46,0.4562669330395611,1.8156051897931658,8.270264541097565e-4,0.01916893268107216,0.016216533298162437,1853,"tags=41%, list=17%, signal=34%","103819001/103820272/103815752/103826599/103815943/103819925/103815236/103815490/103816991/103820089/103818571/103819060/103820123/103820786/103824444/103823365/103819913/103812734/103823460","pathogen_load"
"scan04142","Lysosome - Serinus canaria (common canary)",110,0.35506625768840605,1.6875920606892372,9.408065119544619e-4,0.01916893268107216,0.016216533298162437,2736,"tags=37%, list=25%, signal=28%","103819936/103824300/103817489/103814662/103818651/103820271/103826466/103827207/103812503/103823562/103819543/103818065/103818696/103816969/103817140/103814925/103826212/103819935/103817641/103826204/103824024/103813931/103817795/103826224/103817725/103819201/103821275/103820629/103816275/103821268/103823730/103812255/103816813/103822300/103826745/103821935/103824409/103816190/103826250/103823430/103826899","pathogen_load"
"scan03050","Proteasome - Serinus canaria (common canary)",34,-0.550272303058884,-1.9351695196688563,0.002273855004153906,0.03706383656770867,0.03135526374149071,4154,"tags=85%, list=38%, signal=53%","103815335/103826893/103826839/103815366/103819356/103819256/103822600/103825262/103821771/103818730/103818683/103813730/103826787/103826550/103827055/103818318/103824987/103822431/103818924/103821715/103826848/103817076/103816914/103827339/103826700/103823167/103818493/103819772/103818732","pathogen_load"
"scan00531","Glycosaminoglycan degradation - Serinus canaria (common canary)",17,0.5938569272254014,1.795223011874606,0.0022658834393450276,0.03706383656770867,0.03135526374149071,1494,"tags=47%, list=14%, signal=41%","103819936/103824300/103820271/103819543/103816969/103814162/103817140/103826088","pathogen_load"
"scan04514","Cell adhesion molecules - Serinus canaria (common canary)",55,0.40803942689014805,1.685542845321908,0.0027809817445025513,0.04120909312308326,0.03486206780189802,1676,"tags=36%, list=15%, signal=31%","103814957/103823044/103821713/103824644/103818815/103823054/103825978/103823841/103825000/103816152/103822837/103818417/103820764/103814562/103814710/103813076/103827110/103822071/103824329/103818300","pathogen_load"
"scan04820","Cytoskeleton in muscle cells - Serinus canaria (common canary)",95,0.3401716285392753,1.5643146072065581,0.003615346852900886,0.04910846141857037,0.0415447752394751,1971,"tags=41%, list=18%, signal=34%","103814579/103819902/103814553/103827319/103814308/103817244/103826645/103823054/103816521/103821774/103826834/103821768/103814333/108962110/103822892/103819048/103824527/103822362/103823660/103826865/108964450/103821681/103825237/103817513/103814710/103813076/103812425/103827170/103816452/103820786/103814000/103827109/103826039/103821090/103817621/103820959/103813216/103826748/103824594","pathogen_load"
"scan00670","One carbon pool by folate - Serinus canaria (common canary)",25,0.5284171831912563,1.8175202270203825,0.004127913058753124,0.051757679121289174,0.04378596038029631,1124,"tags=40%, list=10%, signal=36%","103813189/103823837/103815752/103815236/103821480/103817124/103816864/103818571/103824404/103823444","pathogen_load"
"scan00260","Glycine, serine and threonine metabolism - Serinus canaria (common canary)",22,0.5451118876295952,1.7976784685277498,0.0047680193969450125,0.05551336869300264,0.04696319857141329,1555,"tags=50%, list=14%, signal=43%","103823837/103815752/103819925/103815236/103820477/103821480/103820089/103817124/103816864/103824444/103815769","pathogen_load"
"scan01250","Biosynthesis of nucleotide sugars - Serinus canaria (common canary)",33,0.4748646871668709,1.742209672496908,0.005824413489343741,0.06329195991753532,0.05354373102484422,3250,"tags=64%, list=30%, signal=45%","103820680/103815068/103822727/103817507/103816023/103819551/103823725/103819854/103826316/103821217/103823189/103824825/103824722/103815221/103821348/103821718/103817736/103812604/103819571/103816951/103821187","pathogen_load"
"scan00220","Arginine biosynthesis - Serinus canaria (common canary)",13,0.6292366912474177,1.7655310944448361,0.010296009224432997,0.10489059397391115,0.08873534265794228,1402,"tags=46%, list=13%, signal=40%","103819001/103820272/103826599/103824593/103819060/103823365","pathogen_load"
"scan00052","Galactose metabolism - Serinus canaria (common canary)",24,0.49980174763891805,1.6861702523108257,0.015186200045990814,0.13751947819425014,0.11633872549852613,2116,"tags=54%, list=19%, signal=44%","103820680/103815490/103815068/103817507/103823725/103819935/103819854/103817641/103812734/103821326/103824722/103825224/103821348","pathogen_load"
"scan00030","Pentose phosphate pathway - Serinus canaria (common canary)",21,0.50382764628080845,1.6434038934674817,0.01451869955354324,0.13751947819425014,0.11633872549852613,1853,"tags=48%, list=17%, signal=40%","103824897/103820784/103822944/103815490/103816991/103815068/103820123/103812734/103824722/103823460","pathogen_load"
"scan00592","alpha-Linolenic acid metabolism - Serinus canaria (common canary)",12,-0.6264117992385949,-1.6277719760886746,0.01993772114894977,0.16327365688402182,0.1381262450875483,1059,"tags=42%, list=10%, signal=38%","103822123/103826646/103823998/103824355/103826648","pathogen_load"
"scan04060","Cytokine-cytokine receptor interaction - Serinus canaria (common canary)",103,0.29705672640045955,1.3995834640344003,0.020033577531781817,0.16327365688402182,0.1381262450875483,1999,"tags=34%, list=18%, signal=28%","103823970/108963451/103821503/103813169/103818815/103821001/103822640/103821099/108964078/103817300/103812440/103813225/103824053/103812309/103814953/103813616/103812980/103818543/103817183/103815299/103816543/103815624/103819164/103814497/103825260/103812321/108961726/103815595/103819311/103822011/103820948/103821712/103813156/103824248/103812320","pathogen_load"
"scan00830","Retinol metabolism - Serinus canaria (common canary)",11,0.6253756757131443,1.6891554250337486,0.023740102623081412,0.18426841559820334,0.15588739065782783,502,"tags=36%, list=5%, signal=35%","103822711/103820840/103812400/103816726","pathogen_load"
"scan00604","Glycosphingolipid biosynthesis - ganglio series - Serinus canaria (common canary)",10,0.6219375413610713,1.6278970801491617,0.025727694313329212,0.19061882604875735,0.16125971076775727,1347,"tags=40%, list=12%, signal=35%","103819042/103819159/103816668/103815574","pathogen_load"
"scan00520","Amino sugar and nucleotide sugar metabolism - Serinus canaria (common canary)",42,0.38775775784572375,1.4900472770339317,0.027031344123099522,0.1915699605245749,0.16206435149318252,3250,"tags=50%, list=30%, signal=35%","103820680/103815068/103822727/103817507/103816023/103819551/103823725/103819854/103826316/103821217/103823189/103824825/103824722/103815221/103821348/103821718/103817736/103819481/103819571/103816951/103821187","pathogen_load"
"scan00250","Alanine, aspartate and glutamate metabolism - Serinus canaria (common canary)",22,0.47740549059705184,1.57439525843988,0.028816541519408052,0.19256833465715076,0.16290895602251698,1466,"tags=36%, list=13%, signal=32%","103819001/103820272/103824938/103824593/103822727/103819060/103823365/103827201","pathogen_load"
"scan00511","Other glycan degradation - Serinus canaria (common canary)",16,0.5286248006185288,1.5681872722970502,0.030864057690624426,0.19256833465715076,0.16290895602251698,3247,"tags=56%, list=30%, signal=40%","103823208/103823562/103826212/103818433/103822922/103820629/103819481/103819930/103823955","pathogen_load"
"scan04512","ECM-receptor interaction - Serinus canaria (common canary)",38,-0.43008923577907643,-1.5491376090690165,0.029626471194749773,0.19256833465715076,0.16290895602251698,1935,"tags=45%, list=18%, signal=37%","103817461/103818083/103818867/115483849/103813718/103813103/103824037/103826299/103815114/103818618/103821089/103823465/103818870/103820000/103823330/103826259/103813510","pathogen_load"
"scan00513","Various types of N-glycan biosynthesis - Serinus canaria (common canary)",36,0.40874152843847317,1.5414194640893728,0.03426062395740719,0.19256833465715076,0.16290895602251698,3978,"tags=56%, list=36%, signal=36%","115485398/103823519/103826142/103823030/103822799/103812945/103813496/103812346/103815608/103816135/103826707/103817955/103819481/103827385/103814959/103824196/103827137/103818314/103821560/103819092","pathogen_load"
"scan03320","PPAR signaling pathway - Serinus canaria (common canary)",42,0.3799920873811682,1.4602059240347283,0.03213153582380365,0.19256833465715076,0.16290895602251698,2066,"tags=38%, list=19%, signal=31%","103815479/103818649/103813172/103822006/103822561/103815903/103817065/103824410/103821974/103814192/103813981/103821279/103819530/103818959/103814667/103825626","pathogen_load"
"scan04020","Calcium signaling pathway - Serinus canaria (common canary)",109,0.285708704444387,1.3516350784391167,0.03339447925755889,0.19256833465715076,0.16290895602251698,3039,"tags=46%, list=28%, signal=34%","103817501/103822432/103821334/103821775/103813271/103813567/103826392/103824820/103817524/103818170/103817046/103820144/103823703/103816566/103820058/103822693/103821374/103814310/103826268/103824434/103819592/103817296/103822624/103817801/103814205/103823821/103812698/103821980/108963590/103818244/103816639/103820059/103825795/103816352/103818892/103818168/103821936/103817131/103826480/103819537/103813406/103815714/103819765/103818164/103827411/103823305/103812627/103819233/103817508/103816295","pathogen_load"
"scan03020","RNA polymerase - Serinus canaria (common canary)",23,-0.5027178381361561,-1.577912864239973,0.03941124612521107,0.21413443728031348,0.1811534471018474,1807,"tags=43%, list=16%, signal=36%","103816713/103826112/103813196/103820096/103821947/103813837/103817744/108963526/115485099/103813248","pathogen_load"
"scan03010","Ribosome - Serinus canaria (common canary)",109,0.7031089413890665,3.6305495763599023,1e-10,1.64e-8,1.4315789473684211e-8,1525,"tags=70%, list=14%, signal=61%","103815935/103819845/103816211/103824076/103812360/103816764/108963182/103813425/103814342/103812648/115484503/103823298/103815368/103824835/103815776/103816984/103820545/103819251/103824401/103821868/103814742/103826794/103820396/103820636/103817571/103822260/103819178/103823504/103822778/103818729/103812930/103817700/103817308/103824232/103818972/103821337/103824093/103821578/103824141/103815165/103815140/103823090/103821019/103821652/103813272/103816531/103818138/103814016/103818922/103819445/103820760/103817860/103816243/103818398/103821795/103820931/103820561/103813168/103823064/103824808/103824530/103812957/103826235/103820125/103818043/103821953/103816293/103812879/103827329/103820308/103823346/103824817/108962647/115485322/103816501/103814325","eye_score"
"scan04141","Protein processing in endoplasmic reticulum - Serinus canaria (common canary)",131,-0.4321046717259795,-2.3890109978921115,2.8756687206492395e-9,2.3580483509323765e-7,2.0583734000436662e-7,2447,"tags=41%, list=23%, signal=32%","103817370/103824125/103824153/103814471/103818106/103822823/103818235/103820566/103820061/103824718/103821830/103817292/103822970/103823701/103814373/103814459/103826541/103812284/103819916/103813992/103826007/103826421/103822269/103818594/103823519/103814277/103816342/103822799/103815167/103819222/103815688/103824062/103819236/103820903/103819092/103815593/103823628/103822064/103814811/103819366/103814361/103819783/103818612/103826005/103823712/103815754/103819327/103818919/103817022/103820776/103826490/103813947/103821792/103826471","eye_score"
"scan00190","Oxidative phosphorylation - Serinus canaria (common canary)",84,0.3982105244877395,1.9663683223675121,8.99545334973233e-5,0.004678860118771236,0.004084242465679641,3455,"tags=54%, list=32%, signal=37%","103827120/103826690/103822053/103817612/103813813/103813968/103819613/103822174/103817222/103827225/115485390/103818939/103813122/103816398/103823270/103819907/103819167/103821968/103816343/103813894/103817572/103813310/103823717/103814992/103815557/103814773/103817799/103826261/103822534/103819677/103822294/103813395/103827112/103826594/108963054/103825440/103814964/103818040/103813770/103819753/103813478/103816871/103823026/103812255/103815311","eye_score"
"scan03013","Nucleocytoplasmic transport - Serinus canaria (common canary)",89,-0.376468350339521,-1.9240812795893625,1.4264817435278158e-4,0.004678860118771236,0.004084242465679641,2488,"tags=44%, list=23%, signal=34%","103815984/103816374/103816397/103824153/103827397/103818773/103820223/103820446/103822498/103813572/103824337/103823429/103818505/103824543/103824472/103821793/103812880/103814499/103817351/103821671/103816527/103827315/103814805/103819532/103817988/103819237/115485584/103823129/103819029/103824525/103813453/103823569/103821751/103815035/103813293/103820064/103815038/103818410/103812650","eye_score"
"scan04140","Autophagy - animal - Serinus canaria (common canary)",142,-0.32158768322662046,-1.7988244699262959,1.274520455799628e-4,0.004678860118771236,0.004084242465679641,1776,"tags=30%, list=16%, signal=25%","103812907/103823761/103820648/103821471/103817576/103821651/103817549/103815461/103822946/103818101/103820171/103826682/103816934/103817017/103820159/103818978/103814927/103820173/103819569/103826628/103814063/103826442/103819783/103816428/103820400/103814508/103827415/103823133/103824119/103818074/103826336/103817852/103826684/103821077/103816524/103816520/103816393/103826724/103821582/103815304/103823683/103813947","eye_score"
"scan00860","Porphyrin metabolism - Serinus canaria (common canary)",18,0.634435579479244,2.1936768079856477,2.3470716760719162e-4,0.006415329247929904,0.0056000306657154495,1420,"tags=56%, list=13%, signal=48%","103822821/103814977/103813211/103819361/103814878/103817760/103812421/103819907/103819182/103813894","eye_score"
"scan00600","Sphingolipid metabolism - Serinus canaria (common canary)",41,0.4523097471382968,1.8961895478989799,6.078954467094671e-4,0.014242121894336084,0.012432147481577071,3117,"tags=51%, list=29%, signal=37%","103821938/103823955/103819515/103821097/103823751/103821875/103824479/103827214/103816148/103815515/103823954/103819481/103819871/103814224/103821284/103824415/103821916/103815269/103814070/103826431/103813974","eye_score"
"scan03250","Viral life cycle - HIV-1 - Serinus canaria (common canary)",47,-0.42104373499391573,-1.8621911185030406,0.0018813512338929513,0.0385677002948055,0.0336662852380844,3406,"tags=53%, list=31%, signal=37%","103824617/103819451/103817763/103813289/103818589/103816909/103818741/103816924/103821124/103816136/103813151/103822498/103824875/103813462/103820039/103819920/103819384/103819237/103813677/103823726/103818626/103815742/103819039/103821728/103812650","eye_score"
"scan00533","Glycosaminoglycan biosynthesis - keratan sulfate - Serinus canaria (common canary)",13,0.6195930339862109,1.9286591399773294,0.003915806854153162,0.07135470267567984,0.062286518381851466,1834,"tags=62%, list=17%, signal=51%","103826672/103815164/103816780/103814648/103827100/103827099/103821345/103826707","eye_score"
"scan04622","RIG-I-like receptor signaling pathway - Serinus canaria (common canary)",39,-0.41063222086713064,-1.743187668625018,0.005400970776937867,0.08857592074178101,0.07731916059616316,952,"tags=54%, list=9%, signal=49%","103814392/103821035/103823038/103819084/103826296/103823282/103814234/103814384/103826549/103814507/103821471/103814509/103818641/103819976/103823962/103821730/103820400/103812941/103826724/103815775/103813947","eye_score"
"scan00980","Metabolism of xenobiotics by cytochrome P450 - Serinus canaria (common canary)",18,0.5322407019819173,1.840319367274594,0.006781571056105545,0.09299683963292389,0.08117824255505551,2429,"tags=56%, list=22%, signal=43%","103822424/103820069/103823372/103826041/115483824/103826034/103824359/103820060/103817999/103817382","eye_score"
"scan00480","Glutathione metabolism - Serinus canaria (common canary)",39,0.4067534875577209,1.6893147856886512,0.0068046468024090655,0.09299683963292389,0.08117824255505551,2140,"tags=38%, list=20%, signal=31%","103822424/115483836/103819328/103820069/103823372/103817314/103820009/103816986/103826041/103814474/115483824/103820519/103820060/103817999/103820774","eye_score"
"scan00601","Glycosphingolipid biosynthesis - lacto and neolacto series - Serinus canaria (common canary)",18,0.5259679716536342,1.8186302573176816,0.007839154844296316,0.09587409145572619,0.08368983593054405,3719,"tags=78%, list=34%, signal=51%","103815164/103815586/103814830/103815868/103827100/103827099/103821345/103822806/103827065/103820535/103815322/103821842/103819045/103812511","eye_score"
"scan00982","Drug metabolism - cytochrome P450 - Serinus canaria (common canary)",18,0.5206888551884197,1.8003767486385154,0.008686609236688759,0.09587409145572619,0.08368983593054405,2099,"tags=50%, list=19%, signal=40%","103822424/103820069/103823372/103826041/115483824/103826034/103824687/103820060/103817999","eye_score"
"scan03430","Mismatch repair - Serinus canaria (common canary)",18,0.5141824790447038,1.7778797656316416,0.010522766135384581,0.09587409145572619,0.08368983593054405,3789,"tags=56%, list=35%, signal=36%","115485470/103818530/103820116/103817661/103823071/103819208/103812840/103827359/103815325/103820053","eye_score"
"scan04136","Autophagy - other - Serinus canaria (common canary)",27,-0.4479908225285123,-1.7150491229309306,0.009491391134324288,0.09587409145572619,0.08368983593054405,1634,"tags=33%, list=15%, signal=28%","103821471/103815461/103820159/103819569/103826442/103816428/103817852/103826684/103816524","eye_score"
"scan04068","FoxO signaling pathway - Serinus canaria (common canary)",92,-0.30303699772963766,-1.5678500399796291,0.010465153360950717,0.09587409145572619,0.08368983593054405,1947,"tags=28%, list=18%, signal=23%","103824828/103821918/103827295/103821471/103818797/103819385/103823435/103817549/103825224/103819664/103816934/103821384/103816807/103814444/103819569/103821200/103823133/103818074/103821077/103816520/103813452/103815304/103815379/103824247/103815979/103813947","eye_score"
"scan03040","Spliceosome - Serinus canaria (common canary)",105,-0.2855004918634352,-1.512865475954422,0.008991815052143122,0.09587409145572619,0.08368983593054405,2488,"tags=33%, list=23%, signal=26%","103815984/103822555/103817405/103818213/103823510/103822617/103813362/103821999/103820945/103822143/103823517/103821327/103818703/103814458/103816931/103823941/103821970/103814848/103821583/103817351/103816527/103821841/103826615/103822190/103825967/103827269/103821153/103823628/103826605/103817259/103826501/103815035/103814733/103813559/103817240","eye_score"
"scan00603","Glycosphingolipid biosynthesis - globo and isoglobo series - Serinus canaria (common canary)",12,0.589379440494458,1.7820559475762061,0.014639557638544055,0.12004437263606124,0.10478841257063112,1471,"tags=50%, list=14%, signal=43%","103818975/103815586/103816148/103815868/103819481/103814648","eye_score"
"scan04148","Efferocytosis - Serinus canaria (common canary)",110,-0.28622791052083957,-1.53042259704647,0.014138257496577569,0.12004437263606124,0.10478841257063112,1255,"tags=22%, list=12%, signal=19%","103816798/103823947/103818170/103816174/103823830/103819781/103821593/103815714/103817017/103821681/103814094/103813931/103819669/103825669/103813932/103816073/103818137/103820104/103821238/103821200/103818074/103818426/103826835/103812923","eye_score"
"scan04330","Notch signaling pathway - Serinus canaria (common canary)",46,-0.3517756469839027,-1.5569582936182602,0.018777343283554206,0.14664210945251857,0.12800594920117153,1163,"tags=26%, list=11%, signal=23%","103815341/103814640/103819125/103825414/103823256/103826631/103826501/103821728/103819909/103818584/103824638/103817478","eye_score"
"scan03060","Protein export - Serinus canaria (common canary)",22,-0.4562333539256809,-1.6423010425394753,0.021308662476813862,0.15884639300897604,0.13865923908357344,1126,"tags=32%, list=10%, signal=29%","103822269/103815688/103826591/103815593/103826243/103818919/103817022","eye_score"
"scan04120","Ubiquitin mediated proteolysis - Serinus canaria (common canary)",115,-0.26126389277793904,-1.404829349912866,0.026079777598905163,0.18596015331393245,0.16232721983757906,2029,"tags=34%, list=19%, signal=28%","103823156/103819176/115484105/103826164/103818077/103825987/103822143/103817086/103824591/103816913/103824925/103816078/103812906/103823039/115484084/103812744/103813940/103812335/103822785/103812397/103815425/103821665/115483920/103812341/103821581/103817253/103819236/103815439/103821192/103819366/103827297/103816392/103813369/103824051/103826724/103813452/103820776/103818584/103816402","eye_score"
"scan00280","Valine, leucine and isoleucine degradation - Serinus canaria (common canary)",40,0.35039949797715975,1.4597820760623295,0.02825913134349294,0.19310406418053508,0.1685632395927649,2809,"tags=38%, list=26%, signal=28%","103818306/103816762/103815472/103823370/103821261/103814229/103827296/103820669/103821285/103818197/103820614/103812905/103818033/103821020/103815321","eye_score"
"scan00053","Ascorbate and aldarate metabolism - Serinus canaria (common canary)",10,0.5745697974292505,1.6372911506860333,0.030245707087398536,0.19841183849333438,0.17319647005836636,757,"tags=30%, list=7%, signal=28%","103812328/103818306/103823370","eye_score"
"scan00240","Pyrimidine metabolism - Serinus canaria (common canary)",47,0.33799462591914264,1.4763010248534725,0.03254642300880238,0.20080353970999074,0.17528421951578138,4203,"tags=55%, list=39%, signal=34%","103819139/103818701/103819610/103822490/103822721/103824596/103823424/103826211/103817843/103821136/103813849/103812319/103821982/103816017/103815002/103821105/103821735/103818012/103820656/103827072/103822868/103819841/108962491/103823398/103814645/103823822","eye_score"
"scan01232","Nucleotide metabolism - Serinus canaria (common canary)",67,0.31386280630386526,1.4675145230805502,0.03305911934249847,0.20080353970999074,0.17528421951578138,1865,"tags=28%, list=17%, signal=24%","103814002/103815219/103819139/103818701/103822490/103812681/103822327/103822721/103824596/103823424/103823491/103826211/103816888/103817843/103821136/103819136/103813849/103824492/103812319","eye_score"
"scan00983","Drug metabolism - other enzymes - Serinus canaria (common canary)",38,0.3548734123272848,1.4642862553823008,0.040949263432547546,0.23984568581920704,0.20936465514385214,4203,"tags=58%, list=39%, signal=36%","103822424/103819139/103818701/103820069/103823372/103822490/103824596/115483824/103821136/103824492/103820060/103817999/103816017/103815002/103819408/103818012/103827072/103822868/103820090/103823398/103814645/103823822","eye_score"
"scan03272","Virion - Hepatitis viruses - Serinus canaria (common canary)",22,-0.422697862321301,-1.521583492298906,0.053784860557768925,0.2889460884529176,0.2522250836302747,3053,"tags=50%, list=28%, signal=36%","115483987/103818589/103818193/103816909/103820959/103821124/103824422/103819384/103812808/108963197/103816393","eye_score"
"scan00970","Aminoacyl-tRNA biosynthesis - Serinus canaria (common canary)",27,0.3972425224793562,1.5061405038304339,0.05637972457617904,0.2889460884529176,0.2522250836302747,892,"tags=30%, list=8%, signal=27%","103812407/103822291/103826232/103827134/103815201/103816167/103818254/103821499","eye_score"
