entrezgene_id	ensembl_gene_id	wikigene_name	entrezgene_description	external_gene_name	gene_gff	description	gene_name	gene_tag	gene
103826256	ENSSCAG00000012969	LRIT3	leucine rich repeat, Ig-like and transmembrane domains 3	LRIT3	LRIT3	leucine rich repeat, Ig-like and transmembrane domains 3	LRIT3	LOC103826256	103826256
103826262	ENSSCAG00000013234	LOC103826262	radial spoke head protein 4 homolog A	RSPH6A	LOC103826262	radial spoke head protein 4 homolog A	RSPH6A	LOC103826262	103826262
103826263	ENSSCAG00000013268	CENPE	centromere protein E	CENPE	CENPE	centromere protein E	CENPE	LOC103826263	103826263
103826265	ENSSCAG00000007416	MBP	myelin basic protein	MBP	MBP	myelin basic protein	MBP	LOC103826265	103826265
103826266	ENSSCAG00000013973	SLC39A8	solute carrier family 39 member 8	SLC39A8	SLC39A8	solute carrier family 39 member 8	SLC39A8	LOC103826266	103826266
103826267	ENSSCAG00000013980	BANK1	B cell scaffold protein with ankyrin repeats 1	BANK1	BANK1	B cell scaffold protein with ankyrin repeats 1	BANK1	LOC103826267	103826267
103826270	ENSSCAG00000014012	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	DAPP1	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	DAPP1	LOC103826270	103826270
103826273	ENSSCAG00000014089	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	RAP1GDS1	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	RAP1GDS1	LOC103826273	103826273
103826276	ENSSCAG00000014523	LOC103826276	E3 ISG15--protein ligase HERC5-like		LOC103826276	E3 ISG15--protein ligase HERC5-like	LOC103826276	LOC103826276	103826276
103826280	ENSSCAG00000014829	SCD5	stearoyl-CoA desaturase 5	SCD5	SCD5	stearoyl-CoA desaturase 5	SCD5	LOC103826280	103826280
103826283	ENSSCAG00000014947	PTPN13	protein tyrosine phosphatase non-receptor type 13	PTPN13	PTPN13	protein tyrosine phosphatase non-receptor type 13	PTPN13	LOC103826283	103826283
103826284	ENSSCAG00000015040	ZNF827	zinc finger protein 827	ZNF827	ZNF827	zinc finger protein 827	ZNF827	LOC103826284	103826284
103826285	ENSSCAG00000015077	LOC103826285	acrosin-like		LOC103826285	acrosin-like	LOC103826285	LOC103826285	103826285
103826291	ENSSCAG00000015169	LRBA	LPS responsive beige-like anchor protein	LRBA	LRBA	LPS responsive beige-like anchor protein	LRBA	LOC103826291	103826291
103826294	ENSSCAG00000015343	ABRAXAS1	abraxas 1, BRCA1 A complex subunit	ABRAXAS1	ABRAXAS1	abraxas 1, BRCA1 A complex subunit	ABRAXAS1	ABRAXAS1	ABRAXAS1
103826295	ENSSCAG00000015345	MRPS18C	mitochondrial ribosomal protein S18C		MRPS18C	mitochondrial ribosomal protein S18C	MRPS18C	LOC103826295	103826295
103826296	ENSSCAG00000000087	LOC103826296	ubiquitin carboxyl-terminal hydrolase CYLD-like		LOC103826296	ubiquitin carboxyl-terminal hydrolase CYLD-like	LOC103826296	LOC103826296	103826296
103826297	ENSSCAG00000015443	MEPE	matrix extracellular phosphoglycoprotein		MEPE	matrix extracellular phosphoglycoprotein	MEPE	LOC103826297	103826297
103826299	ENSSCAG00000000014	LOC103826299	dentin matrix acidic phosphoprotein 1		LOC103826299	dentin matrix acidic phosphoprotein 1	LOC103826299	LOC103826299	103826299
103826301	ENSSCAG00000000023	LOC103826301	estradiol 17-beta-dehydrogenase 11	HSD17B11	LOC103826301	estradiol 17-beta-dehydrogenase 11	HSD17B11	LOC103826301	103826301
103826302	ENSSCAG00000000691	KLHDC1	kelch domain containing 1	KLHDC1	KLHDC1	kelch domain containing 1	KLHDC1	LOC103826302	103826302
103826303	ENSSCAG00000000703	KLHDC2	kelch domain containing 2	KLHDC2	KLHDC2	kelch domain containing 2	KLHDC2	LOC103826303	103826303
103826304	ENSSCAG00000000715	NEMF	nuclear export mediator factor	NEMF	NEMF	nuclear export mediator factor	NEMF	LOC103826304	103826304
103826305	ENSSCAG00000000753	ARF6	ADP ribosylation factor 6	ARF6	ARF6	ADP ribosylation factor 6	ARF6	LOC103826305	103826305
103826306	ENSSCAG00000001667	DMAC2L	distal membrane arm assembly complex 2 like	DMAC2L	DMAC2L	distal membrane arm assembly component 2 like	DMAC2L	DMAC2L	DMAC2L
103826308	ENSSCAG00000001714	SAV1	salvador family WW domain containing protein 1	SAV1	SAV1	salvador family WW domain containing protein 1	SAV1	LOC103826308	103826308
103826309	ENSSCAG00000001720	NIN	ninein	NIN	NIN	ninein	NIN	LOC103826309	103826309
103826311	ENSSCAG00000001826	GNG2	G protein subunit gamma 2	GNG2	GNG2	G protein subunit gamma 2	GNG2	LOC103826311	103826311
103826312	ENSSCAG00000001897	TXNDC16	thioredoxin domain containing 16	TXNDC16	TXNDC16	thioredoxin domain containing 16	TXNDC16	LOC103826312	103826312
103826315	ENSSCAG00000002116	STYX	serine/threonine/tyrosine interacting protein	STYX	STYX	serine/threonine/tyrosine interacting protein	STYX	LOC103826315	103826315
103826316	ENSSCAG00000002120	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1	GNPNAT1	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1	GNPNAT1	LOC103826316	103826316
103826317	ENSSCAG00000002128	FERMT2	fermitin family member 2	FERMT2	FERMT2	FERM domain containing kindlin 2	FERMT2	LOC103826317	103826317
103826318	ENSSCAG00000002305	KLHL28	kelch like family member 28	KLHL28	KLHL28	kelch like family member 28	KLHL28	LOC103826318	103826318
103826319	ENSSCAG00000002190	PRPF39	pre-mRNA processing factor 39	PRPF39	PRPF39	pre-mRNA processing factor 39	PRPF39	LOC103826319	103826319
103826320	ENSSCAG00000002184	LOC103826320	heme-binding protein 2-like		LOC103826320	heme-binding protein 2-like	LOC103826320	LOC103826320	103826320
103826322	ENSSCAG00000002320	GMFB	glia maturation factor beta	GMFB	GMFB	glia maturation factor beta	GMFB	LOC103826322	103826322
103826323	ENSSCAG00000007476	ZNF516	zinc finger protein 516	ZNF516	ZNF516	zinc finger protein 516	ZNF516	LOC103826323	103826323
103826324	ENSSCAG00000002324	CNIH1	cornichon family AMPA receptor auxiliary protein 1	CNIH1	CNIH1	cornichon family AMPA receptor auxiliary protein 1	CNIH1	LOC103826324	103826324
103826325	ENSSCAG00000002328	CDKN3	cyclin dependent kinase inhibitor 3	CDKN3	CDKN3	cyclin dependent kinase inhibitor 3	CDKN3	LOC103826325	103826325
103826326	ENSSCAG00000002351	BMP4	bone morphogenetic protein 4	BMP4	BMP4	bone morphogenetic protein 4	BMP4	LOC103826326	103826326
103826327	ENSSCAG00000002374	CGRRF1	cell growth regulator with ring finger domain 1	CGRRF1	CGRRF1	cell growth regulator with ring finger domain 1	CGRRF1	LOC103826327	103826327
103826328	ENSSCAG00000002382	SAMD4A	sterile alpha motif domain containing 4A	SAMD4A	SAMD4A	sterile alpha motif domain containing 4A	SAMD4A	LOC103826328	103826328
103826329	ENSSCAG00000002410	WDHD1	WD repeat and HMG-box DNA binding protein 1	WDHD1	WDHD1	WD repeat and HMG-box DNA binding protein 1	WDHD1	LOC103826329	103826329
103826331	ENSSCAG00000002421	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	MAPK1IP1L	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	MAPK1IP1L	LOC103826331	103826331
103826332	ENSSCAG00000002431	LGALS3	galectin 3	LGALS3	LGALS3	galectin 3	LGALS3	LOC103826332	103826332
103826333	ENSSCAG00000002436	DLGAP5	DLG associated protein 5	DLGAP5	DLGAP5	DLG associated protein 5	DLGAP5	LOC103826333	103826333
103826334	ENSSCAG00000007510	ZADH2	zinc binding alcohol dehydrogenase domain containing 2	PTGR3	PTGR3	prostaglandin reductase 3	PTGR3	PTGR3	PTGR3
103826335	ENSSCAG00000002446	FBXO34	F-box protein 34	FBXO34	FBXO34	F-box protein 34	FBXO34	LOC103826335	103826335
103826336	ENSSCAG00000002454	ATG14	autophagy related 14	ATG14	ATG14	autophagy related 14	ATG14	LOC103826336	103826336
103826337	ENSSCAG00000002474	TBPL2	TATA-box binding protein like 2	TBPL2	TBPL2	TATA-box binding protein like 2	TBPL2	LOC103826337	103826337
103826338	ENSSCAG00000002797	KTN1	kinectin 1	KTN1	KTN1	kinectin 1	KTN1	LOC103826338	103826338
103826339	ENSSCAG00000005247	PCNX4	pecanex 4	PCNX4	PCNX4	pecanex 4	PCNX4	LOC103826339	103826339
103826340	ENSSCAG00000005253	DHRS7	dehydrogenase/reductase 7	DHRS7	DHRS7	dehydrogenase/reductase 7	DHRS7	LOC103826340	103826340
103826341	ENSSCAG00000005263	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent 1A	PPM1A	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent 1A	PPM1A	LOC103826341	103826341
103826342	ENSSCAG00000005303	OTX2	orthodenticle homeobox 2	OTX2	OTX2	orthodenticle homeobox 2	OTX2	LOC103826342	103826342
103826344	ENSSCAG00000007532	ZNF407	zinc finger protein 407	ZNF407	ZNF407	zinc finger protein 407	ZNF407	LOC103826344	103826344
103826345	ENSSCAG00000005317	CCDC198	coiled-coil domain containing 198	CCDC198	CCDC198	coiled-coil domain containing 198	CCDC198	CCDC198	CCDC198
103826349	ENSSCAG00000005371	ARID4A	AT-rich interaction domain 4A	ARID4A	ARID4A	AT-rich interaction domain 4A	ARID4A	LOC103826349	103826349
103826350	ENSSCAG00000005377	TIMM9	translocase of inner mitochondrial membrane 9	TIMM9	TIMM9	translocase of inner mitochondrial membrane 9	TIMM9	LOC103826350	103826350
103826351	ENSSCAG00000005439	DAAM1	dishevelled associated activator of morphogenesis 1	DAAM1	DAAM1	dishevelled associated activator of morphogenesis 1	DAAM1	LOC103826351	103826351
103826352	ENSSCAG00000005873	L3HYPDH	trans-L-3-hydroxyproline dehydratase	L3HYPDH	L3HYPDH	trans-L-3-hydroxyproline dehydratase	L3HYPDH	LOC103826352	103826352
103826353	ENSSCAG00000005877	JKAMP	JNK1/MAPK8 associated membrane protein	JKAMP	JKAMP	JNK1/MAPK8 associated membrane protein	JKAMP	LOC103826353	103826353
103826354	ENSSCAG00000007552	CNDP2	carnosine dipeptidase 2	CNDP2	CNDP2	carnosine dipeptidase 2	CNDP2	LOC103826354	103826354
103826356	ENSSCAG00000005902	SIX6	SIX homeobox 6	SIX6	SIX6	SIX homeobox 6	SIX6	LOC103826356	103826356
103826358	ENSSCAG00000005917	MNAT1	MNAT1 component of CDK activating kinase	MNAT1	MNAT1	MNAT1 component of CDK activating kinase	MNAT1	LOC103826358	103826358
103826359	ENSSCAG00000005920	TRMT5	tRNA methyltransferase 5	TRMT5	TRMT5	tRNA methyltransferase 5	TRMT5	LOC103826359	103826359
103826360	ENSSCAG00000005942	HIF1A	hypoxia inducible factor 1 subunit alpha	HIF1A	HIF1A	hypoxia inducible factor 1 subunit alpha	HIF1A	LOC103826360	103826360
103826361	ENSSCAG00000005949	SNAPC1	small nuclear RNA activating complex polypeptide 1	SNAPC1	SNAPC1	small nuclear RNA activating complex polypeptide 1	SNAPC1	LOC103826361	103826361
103826364	ENSSCAG00000005967	RHOJ	ras homolog family member J	RHOJ	RHOJ	ras homolog family member J	RHOJ	LOC103826364	103826364
103826365	ENSSCAG00000005970	GPHB5	glycoprotein hormone subunit beta 5	GPHB5	GPHB5	glycoprotein hormone subunit beta 5	GPHB5	LOC103826365	103826365
103826366	ENSSCAG00000005977	PPP2R5E	protein phosphatase 2 regulatory subunit B'epsilon	PPP2R5E	PPP2R5E	protein phosphatase 2 regulatory subunit B'epsilon	PPP2R5E	LOC103826366	103826366
103826367	ENSSCAG00000005983	WDR89	WD repeat domain 89	WDR89	WDR89	WD repeat domain 89	WDR89	LOC103826367	103826367
103826368	ENSSCAG00000006007	SYNE2	spectrin repeat containing nuclear envelope protein 2	SYNE2	SYNE2	spectrin repeat containing nuclear envelope protein 2	SYNE2	LOC103826368	103826368
103826370	ENSSCAG00000006126	ESR2	estrogen receptor 2	ESR2	ESR2	estrogen receptor 2	ESR2	LOC103826370	103826370
103826371	ENSSCAG00000006130	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	MTHFD1	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	MTHFD1	LOC103826371	103826371
103826373	ENSSCAG00000006142	ZBTB25	zinc finger and BTB domain containing 25	ZBTB25	ZBTB25	zinc finger and BTB domain containing 25	ZBTB25	LOC103826373	103826373
103826374	ENSSCAG00000006148	ZBTB1	zinc finger and BTB domain containing 1	ZBTB1	ZBTB1	zinc finger and BTB domain containing 1	ZBTB1	LOC103826374	103826374
103826375	ENSSCAG00000006153	HSPA2	heat shock protein family A (Hsp70) member 2	HSPA2	HSPA2	heat shock protein family A (Hsp70) member 2	HSPA2	LOC103826375	103826375
103826376	ENSSCAG00000006173	BTBD6	BTB domain containing 6	BTBD6	BTBD6	BTB domain containing 6	BTBD6	LOC103826376	103826376
103826378	ENSSCAG00000007578	FBXO15	F-box protein 15	FBXO15	FBXO15	F-box protein 15	FBXO15	LOC103826378	103826378
103826379	ENSSCAG00000006200	NUDT14	nudix hydrolase 14	NUDT14	NUDT14	nudix hydrolase 14	NUDT14	LOC103826379	103826379
103826380	ENSSCAG00000006224	JAG2	jagged canonical Notch ligand 2	JAG2	JAG2	jagged canonical Notch ligand 2	JAG2	LOC103826380	103826380
103826382	ENSSCAG00000006349	LOC103826382	SERTA domain-containing protein 2-like		LOC103826382	SERTA domain-containing protein 2-like	LOC103826382	LOC103826382	103826382
103826383	ENSSCAG00000006351	CLBA1	clathrin binding box of aftiphilin containing 1	CLBA1	CLBA1	clathrin binding box of aftiphilin containing 1	CLBA1	CLBA1	CLBA1
103826384	ENSSCAG00000006365	PLD4	phospholipase D family member 4	PLD4	PLD4	phospholipase D family member 4	PLD4	LOC103826384	103826384
103826385	ENSSCAG00000006374	CEP170B	centrosomal protein 170B	CEP170B	CEP170B	centrosomal protein 170B	CEP170B	LOC103826385	103826385
103826387	ENSSCAG00000007599	NETO1	neuropilin and tolloid like 1	NETO1	NETO1	neuropilin and tolloid like 1	NETO1	LOC103826387	103826387
103826388	ENSSCAG00000006407	AKT1	AKT serine/threonine kinase 1	AKT1	AKT1	AKT serine/threonine kinase 1	AKT1	LOC103826388	103826388
103826389	ENSSCAG00000006412	SIVA1	SIVA1 apoptosis inducing factor	SIVA1	SIVA1	SIVA1 apoptosis inducing factor	SIVA1	LOC103826389	103826389
103826392	ENSSCAG00000000097	LOC103826392	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1-like		LOC103826392	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1-like	LOC103826392	LOC103826392	103826392
103826393	ENSSCAG00000006441	TMEM179	transmembrane protein 179	TMEM179	TMEM179	transmembrane protein 179	TMEM179	LOC103826393	103826393
103826395	ENSSCAG00000006458	KIF26A	kinesin family member 26A	KIF26A	KIF26A	kinesin family member 26A	KIF26A	LOC103826395	103826395
103826396	ENSSCAG00000006462	ASPG	asparaginase	ASPG	ASPG	asparaginase	ASPG	LOC103826396	103826396
103826397	ENSSCAG00000006493	RD3L	retinal degeneration 3 like	RD3L	RD3L	RD3 like	RD3L	LOC103826397	103826397
103826399	ENSSCAG00000007631	SOCS6	suppressor of cytokine signaling 6	SOCS6	SOCS6	suppressor of cytokine signaling 6	SOCS6	LOC103826399	103826399
103826400	ENSSCAG00000006505	PPP1R13B	protein phosphatase 1 regulatory subunit 13B	PPP1R13B	PPP1R13B	protein phosphatase 1 regulatory subunit 13B	PPP1R13B	LOC103826400	103826400
103826401	ENSSCAG00000006549	XRCC3	X-ray repair cross complementing 3	XRCC3	XRCC3	X-ray repair cross complementing 3	XRCC3	LOC103826401	103826401
103826402	ENSSCAG00000006554	KLC1	kinesin light chain 1	KLC1	KLC1	kinesin light chain 1	KLC1	LOC103826402	103826402
103826404	ENSSCAG00000006565	BAG5	BAG cochaperone 5	BAG5	BAG5	BAG cochaperone 5	BAG5	LOC103826404	103826404
103826405	ENSSCAG00000006568	TRMT61A	tRNA methyltransferase 61A	TRMT61A	TRMT61A	tRNA methyltransferase 61A	TRMT61A	LOC103826405	103826405
103826406	ENSSCAG00000006573	CKB	creatine kinase B	CKB	CKB	creatine kinase B	CKB	LOC103826406	103826406
103826407	ENSSCAG00000007716	TMX3	thioredoxin related transmembrane protein 3	TMX3	TMX3	thioredoxin related transmembrane protein 3	TMX3	LOC103826407	103826407
103826409	ENSSCAG00000006596	EIF5	eukaryotic translation initiation factor 5	EIF5	EIF5	eukaryotic translation initiation factor 5	EIF5	LOC103826409	103826409
103826410	ENSSCAG00000006616	TNFAIP2	TNF alpha induced protein 2	TNFAIP2	TNFAIP2	TNF alpha induced protein 2	TNFAIP2	LOC103826410	103826410
103826411	ENSSCAG00000006619	EXOC3L4	exocyst complex component 3 like 4	EXOC3L4	EXOC3L4	exocyst complex component 3 like 4	EXOC3L4	LOC103826411	103826411
103826413	ENSSCAG00000006654	AMN	amnion associated transmembrane protein	AMN	AMN	amnion associated transmembrane protein	AMN	LOC103826413	103826413
103826414	ENSSCAG00000006668	TRAF3	TNF receptor associated factor 3	TRAF3	TRAF3	TNF receptor associated factor 3	TRAF3	LOC103826414	103826414
103826415	ENSSCAG00000007755	DSEL	dermatan sulfate epimerase like	DSEL	DSEL	dermatan sulfate epimerase like	DSEL	LOC103826415	103826415
103826416	ENSSCAG00000006687	RCOR1	REST corepressor 1	RCOR1	RCOR1	REST corepressor 1	RCOR1	LOC103826416	103826416
103826418	ENSSCAG00000006698	TECPR2	tectonin beta-propeller repeat containing 2	TECPR2	TECPR2	tectonin beta-propeller repeat containing 2	TECPR2	LOC103826418	103826418
103826420	ENSSCAG00000006723	CINP	cyclin dependent kinase 2 interacting protein	CINP	CINP	cyclin dependent kinase 2 interacting protein	CINP	LOC103826420	103826420
103826421	ENSSCAG00000006734	HSP90AA1	heat shock protein 90 alpha family class A member 1	HSP90AA1	HSP90AA1	heat shock protein 90 alpha family class A member 1	HSP90AA1	LOC103826421	103826421
103826422	ENSSCAG00000007188	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma	PPP2R5C	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma	PPP2R5C	LOC103826422	103826422
103826424	ENSSCAG00000007801	CDH19	cadherin 19	CDH19	CDH19	cadherin 19	CDH19	LOC103826424	103826424
103826427	ENSSCAG00000007276	WDR25	WD repeat domain 25	WDR25	WDR25	WD repeat domain 25	WDR25	LOC103826427	103826427
103826428	ENSSCAG00000007280	WARS1	tryptophanyl-tRNA synthetase 1	WARS1	WARS1	tryptophanyl-tRNA synthetase 1	WARS1	WARS1	WARS1
103826429	ENSSCAG00000007288	SLC25A47	solute carrier family 25 member 47	SLC25A47	SLC25A47	solute carrier family 25 member 47	SLC25A47	LOC103826429	103826429
103826431	ENSSCAG00000007300	DEGS2	delta 4-desaturase, sphingolipid 2	DEGS2	DEGS2	delta 4-desaturase, sphingolipid 2	DEGS2	LOC103826431	103826431
103826432	ENSSCAG00000007311	EML1	EMAP like 1	EML1	EML1	EMAP like 1	EML1	LOC103826432	103826432
103826433	ENSSCAG00000007328	LOC103826433	cholesterol 24-hydroxylase	CYP46A1	LOC103826433	cholesterol 24-hydroxylase	CYP46A1	LOC103826433	103826433
103826434	ENSSCAG00000007339	CCDC85C	coiled-coil domain containing 85C	CCDC85C	CCDC85C	coiled-coil domain containing 85C	CCDC85C	LOC103826434	103826434
103826435	ENSSCAG00000007833	CDH7	cadherin 7	CDH7	CDH7	cadherin 7	CDH7	LOC103826435	103826435
103826436	ENSSCAG00000007345	CCNK	cyclin K	CCNK	CCNK	cyclin K	CCNK	LOC103826436	103826436
103826437	ENSSCAG00000007364	SETD3	SET domain containing 3, actin histidine methyltransferase	SETD3	SETD3	SET domain containing 3, actin histidine methyltransferase	SETD3	LOC103826437	103826437
103826438	ENSSCAG00000007376	BCL11B	BAF chromatin remodeling complex subunit BCL11B	BCL11B	BCL11B	BCL11 transcription factor B	BCL11B	LOC103826438	103826438
103826439	ENSSCAG00000007387	VRK1	VRK serine/threonine kinase 1	VRK1	VRK1	VRK serine/threonine kinase 1	VRK1	LOC103826439	103826439
103826440	ENSSCAG00000007399	PAPOLA	poly(A) polymerase alpha	PAPOLA	PAPOLA	poly(A) polymerase alpha	PAPOLA	LOC103826440	103826440
103826441	ENSSCAG00000007877	MC5R	melanocortin 5 receptor		MC5R	melanocortin 5 receptor	MC5R	LOC103826441	103826441
103826442	ENSSCAG00000007445	ATG2B	autophagy related 2B	ATG2B	ATG2B	autophagy related 2B	ATG2B	LOC103826442	103826442
103826443	ENSSCAG00000007434	GSKIP	GSK3B interacting protein	GSKIP	GSKIP	GSK3B interacting protein	GSKIP	LOC103826443	103826443
103826445	ENSSCAG00000007519	SYNE3	spectrin repeat containing nuclear envelope family member 3	SYNE3	SYNE3	spectrin repeat containing nuclear envelope family member 3	SYNE3	LOC103826445	103826445
103826446	ENSSCAG00000007540	DICER1	dicer 1, ribonuclease III	DICER1	DICER1	dicer 1, ribonuclease III	DICER1	LOC103826446	103826446
103826448	ENSSCAG00000007559	LOC103826448	serine protease inhibitor 2.1-like		LOC103826448	serine protease inhibitor 2.1-like	LOC103826448	LOC103826448	103826448
103826449	ENSSCAG00000007560	LOC103826449	alpha-1-antitrypsin-like		LOC103826449	alpha-1-antitrypsin-like	LOC103826449	LOC103826449	103826449
103826450	ENSSCAG00000007574	LOC103826450	alpha-1-antitrypsin-like		LOC103826450	alpha-1-antitrypsin-like	LOC103826450	LOC103826450	103826450
103826451	ENSSCAG00000007883	LOC103826451	mRNA cap guanine-N7 methyltransferase	RNMT	RNMT	RNA guanine-7 methyltransferase	RNMT	LOC103826451	103826451
103826452	ENSSCAG00000007569	LOC103826452	alpha-1-antitrypsin-like		LOC103826452	alpha-1-antitrypsin-like	LOC103826452	LOC103826452	103826452
103826453	ENSSCAG00000007576	SERPINA10	serpin family A member 10	SERPINA10	SERPINA10	serpin family A member 10	SERPINA10	LOC103826453	103826453
103826454	ENSSCAG00000007583	PPP4R4	protein phosphatase 4 regulatory subunit 4	PPP4R4	PPP4R4	protein phosphatase 4 regulatory subunit 4	PPP4R4	LOC103826454	103826454
103826455	ENSSCAG00000007629	DDX24	DEAD-box helicase 24	DDX24	DDX24	DEAD-box helicase 24	DDX24	LOC103826455	103826455
103826456	ENSSCAG00000007639	ASB2	ankyrin repeat and SOCS box containing 2	ASB2	ASB2	ankyrin repeat and SOCS box containing 2	ASB2	LOC103826456	103826456
103826460	ENSSCAG00000007889	LOC103826460	protein FAM210A	FAM210A	FAM210A	family with sequence similarity 210 member A	FAM210A	LOC103826460	103826460
103826461	ENSSCAG00000007657	UNC79	unc-79 homolog, NALCN channel complex subunit	UNC79	UNC79	unc-79 homolog, NALCN channel complex subunit	UNC79	LOC103826461	103826461
103826462	ENSSCAG00000007778	BTBD7	BTB domain containing 7	BTBD7	BTBD7	BTB domain containing 7	BTBD7	LOC103826462	103826462
103826463	ENSSCAG00000007816	ITPK1	inositol-tetrakisphosphate 1-kinase	ITPK1	ITPK1	inositol-tetrakisphosphate 1-kinase	ITPK1	LOC103826463	103826463
103826464	ENSSCAG00000007867	CHGA	chromogranin A	CHGA	CHGA	chromogranin A	CHGA	LOC103826464	103826464
103826465	ENSSCAG00000007870	GOLGA5	golgin A5	GOLGA5	GOLGA5	golgin A5	GOLGA5	LOC103826465	103826465
103826466	ENSSCAG00000007878	LGMN	legumain	LGMN	LGMN	legumain	LGMN	LOC103826466	103826466
103826468	ENSSCAG00000008084	CPSF2	cleavage and polyadenylation specific factor 2	CPSF2	CPSF2	cleavage and polyadenylation specific factor 2	CPSF2	LOC103826468	103826468
103826469	ENSSCAG00000008095	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	NDUFB1	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	NDUFB1	LOC103826469	103826469
103826470	ENSSCAG00000007922	LDLRAD4	low density lipoprotein receptor class A domain containing 4	LDLRAD4	LDLRAD4	low density lipoprotein receptor class A domain containing 4	LDLRAD4	LOC103826470	103826470
103826472	ENSSCAG00000008119	TRIP11	thyroid hormone receptor interactor 11	TRIP11	TRIP11	thyroid hormone receptor interactor 11	TRIP11	LOC103826472	103826472
103826473	ENSSCAG00000008129	FBLN5	fibulin 5	FBLN5	FBLN5	fibulin 5	FBLN5	LOC103826473	103826473
103826474	ENSSCAG00000008150	TC2N	tandem C2 domains, nuclear	TC2N	TC2N	tandem C2 domains, nuclear	TC2N	LOC103826474	103826474
103826475	ENSSCAG00000008167	PPP4R3A	protein phosphatase 4 regulatory subunit 3A	PPP4R3A	PPP4R3A	protein phosphatase 4 regulatory subunit 3A	PPP4R3A	LOC103826475	103826475
103826476	ENSSCAG00000008183	CCDC88C	coiled-coil domain containing 88C	CCDC88C	CCDC88C	coiled-coil domain containing 88C	CCDC88C	LOC103826476	103826476
103826477	ENSSCAG00000008221	DGLUCY	D-glutamate cyclase	DGLUCY	DGLUCY	D-glutamate cyclase	DGLUCY	DGLUCY	DGLUCY
103826478	ENSSCAG00000008246	RPS6KA5	ribosomal protein S6 kinase A5	RPS6KA5	RPS6KA5	ribosomal protein S6 kinase A5	RPS6KA5	LOC103826478	103826478
103826479	ENSSCAG00000008266	TTC7B	tetratricopeptide repeat domain 7B	TTC7B	TTC7B	tetratricopeptide repeat domain 7B	TTC7B	LOC103826479	103826479
103826480	ENSSCAG00000010583	CALM1	calmodulin 1	CALM2	CALM1	calmodulin 1	CALM1	LOC103826480	103826480
103826480	ENSSCAG00000010583	CALM2	calmodulin 1	CALM2	CALM1	calmodulin 1	CALM1	LOC103826480	103826480
103826481	ENSSCAG00000000136	ZC3H3	zinc finger CCCH-type containing 3	ZC3H3	ZC3H3	zinc finger CCCH-type containing 3	ZC3H3	LOC103826481	103826481
103826482	ENSSCAG00000008311	NRDE2	NRDE-2, necessary for RNA interference, domain containing	NRDE2	NRDE2	NRDE-2, necessary for RNA interference, domain containing	NRDE2	LOC103826482	103826482
103826483	ENSSCAG00000008358	TDP1	tyrosyl-DNA phosphodiesterase 1	TDP1	TDP1	tyrosyl-DNA phosphodiesterase 1	TDP1	LOC103826483	103826483
103826484	ENSSCAG00000008379	FOXN3	forkhead box N3	FOXN3	FOXN3	forkhead box N3	FOXN3	LOC103826484	103826484
103826485	ENSSCAG00000008584	ZC3H14	zinc finger CCCH-type containing 14	ZC3H14	ZC3H14	zinc finger CCCH-type containing 14	ZC3H14	LOC103826485	103826485
103826486	ENSSCAG00000008592	PTPN21	protein tyrosine phosphatase non-receptor type 21	PTPN21	PTPN21	protein tyrosine phosphatase non-receptor type 21	PTPN21	LOC103826486	103826486
103826487	ENSSCAG00000008625	KCNK10	potassium two pore domain channel subfamily K member 10	KCNK10	KCNK10	potassium two pore domain channel subfamily K member 10	KCNK10	LOC103826487	103826487
103826488	ENSSCAG00000008667	GPR65	G protein-coupled receptor 65	GPR65	GPR65	G protein-coupled receptor 65	GPR65	LOC103826488	103826488
103826489	ENSSCAG00000008692	FLRT2	fibronectin leucine rich transmembrane protein 2	FLRT2	FLRT2	fibronectin leucine rich transmembrane protein 2	FLRT2	LOC103826489	103826489
103826491	ENSSCAG00000009025	STON2	stonin 2	STON2	STON2	stonin 2	STON2	LOC103826491	103826491
103826493	ENSSCAG00000009050	TSHR	thyroid stimulating hormone receptor	TSHR	TSHR	thyroid stimulating hormone receptor	TSHR	LOC103826493	103826493
103826495	ENSSCAG00000009085	CEP128	centrosomal protein 128	CEP128	CEP128	centrosomal protein 128	CEP128	LOC103826495	103826495
