gene_name	description	logFC_infection	logFC_diet	logFC_interaction	FDR_infection	FDR_diet	FDR_interaction	gene	number_DE_contrasts	logCPM	repressed_in_infection	induced_in_infection	higher_in_Protein	higher_in_Lipid	Protein_ixn_bigger_Inf	Lipid_ixn_bigger_Inf	DE_in_infection	DE_in_diet	DE_in_ixn
PPP1R26	protein phosphatase 1 regulatory subunit 26	0.21314372864080122	NA	NA	0.037339635996335066	NA	NA	103818956	1	3.0277241441205582	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ANXA5	annexin A5	0.43486879223380054	NA	NA	0.03775146094363769	NA	NA	103821410	1	3.734490894695194	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
FA2H	fatty acid 2-hydroxylase	0.3300570292092731	NA	NA	0.03781084170783678	NA	NA	103816827	1	1.2693889054313463	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SLC33A1	solute carrier family 33 member 1	0.33138079689434286	NA	NA	0.03804376960134272	NA	NA	103815574	1	1.633200618794983	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GAS7	growth arrest specific 7	0.3964178239866686	NA	NA	0.03804376960134272	NA	NA	103820015	1	4.522013576065608	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LIPT2	lipoyl(octanoyl) transferase 2	0.5586261077909058	NA	NA	0.03804376960134272	NA	NA	127060176	1	-0.3973578620339773	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SLC25A19	solute carrier family 25 member 19	-0.14151521810708603	NA	NA	0.03804376960134272	NA	NA	103819846	1	4.891562422438839	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC127061159	RNA-binding protein 3-like	-0.25737080653078637	NA	NA	0.03813688369970543	NA	NA	127061159	1	5.433365171486024	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
HMGXB3	HMG-box containing 3	-0.1770875768368123	NA	NA	0.03820133079724112	NA	NA	103817299	1	4.208994730970274	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103822999	TLC domain-containing protein 5-like	-0.17389627078881517	NA	NA	0.03823416174500329	NA	NA	103822999	1	8.610627816817072	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC127060963	uncharacterized LOC127060963	-0.7589993162866403	NA	NA	0.038282795209388765	NA	NA	127060963	1	-1.4561972432454344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ALKBH3	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase	-0.2803863131133746	NA	NA	0.03845227702652707	NA	NA	103827001	1	2.2574199554423355	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GPR146	G protein-coupled receptor 146	0.23555639680924456	NA	NA	0.03845227702652707	NA	NA	103817644	1	5.40248168400997	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
DDI2	DNA damage inducible 1 homolog 2	-0.15348233711421874	NA	NA	0.038647207469635264	NA	NA	103820874	1	10.026678719935871	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103823886	interferon-induced protein with tetratricopeptide repeats 1-like	0.6843389830548199	NA	NA	0.03875673019101425	NA	NA	103823886	1	8.233046430575905	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CAB39L	calcium binding protein 39 like	-0.18984491268152306	NA	NA	0.03915792845202542	NA	NA	103827402	1	7.814845458429787	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103815509	aquaporin-12-like	0.45222134156028015	NA	NA	0.03934456992739854	NA	NA	103815509	1	1.0777884669194309	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SYK	spleen associated tyrosine kinase	0.38239454310539156	NA	NA	0.03934456992739854	NA	NA	103821247	1	2.268743939409578	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
VDR	vitamin D receptor	0.3928419256754514	NA	NA	0.03934456992739854	NA	NA	103824966	1	0.8596959673143889	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NA	NA	-0.3709016240100512	NA	NA	0.03937336824520336	NA	NA	DDH36_mgr02	1	10.20062367687216	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
KLHL36	kelch like family member 36	0.24882953501018384	NA	NA	0.03937336824520336	NA	NA	103816745	1	2.7414381786468116	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC108962060	uncharacterized LOC108962060	0.3481117522883166	NA	NA	0.03937996008300786	NA	NA	108962060	1	0.6429317903779906	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103825221	histone H1.01	0.29645729126883996	NA	NA	0.03937996008300786	NA	NA	103825221	1	3.601454194584986	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PLEKHG5	pleckstrin homology and RhoGEF domain containing G5	-0.6177370060425625	NA	NA	0.03948372571007649	NA	NA	103820822	1	2.3604742216699477	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LGMN	legumain	0.4955362283801102	NA	NA	0.0395163706763739	NA	NA	103826466	1	3.436392981262664	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CHRD	chordin	-0.5832473985374961	NA	NA	0.03953094175651304	NA	NA	103815604	1	0.4322488200428487	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC108963777	nucleosome assembly protein 1-like 3	-0.4183395910357432	NA	NA	0.03953094175651304	NA	NA	108963777	1	2.533835406933493	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TMEM154	transmembrane protein 154	0.3716313617985201	NA	NA	0.03953094175651304	NA	NA	103826231	1	4.0677454589949456	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
P4HA1	prolyl 4-hydroxylase subunit alpha 1	0.28373410502235213	NA	NA	0.03953907296707433	NA	NA	103823707	1	3.6157310062418424	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LPCAT2	lysophosphatidylcholine acyltransferase 2	0.36129563062233233	NA	NA	0.03955436018071956	NA	NA	103816810	1	3.3775303813713222	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NRARP	NOTCH regulated ankyrin repeat protein	-0.308001065522679	NA	NA	0.03955436018071956	NA	NA	103819079	1	2.6786886302316537	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103813336	histone H3	-0.866928895147555	NA	NA	0.03955436018071956	NA	NA	103813336	1	0.15392279013111893	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC115485218	histone H3	-0.866928895147555	NA	NA	0.03955436018071956	NA	NA	103813336	1	0.15392279013111893	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC115485215	histone H3	-0.866928895147555	NA	NA	0.03955436018071956	NA	NA	103813336	1	0.15392279013111893	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC115485214	histone H3	-0.866928895147555	NA	NA	0.03955436018071956	NA	NA	103813336	1	0.15392279013111893	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SLC25A32	solute carrier family 25 member 32	-0.27698752330730564	NA	NA	0.03955436018071956	NA	NA	103813983	1	4.481277402245294	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
HCK	HCK proto-oncogene, Src family tyrosine kinase	0.45175610502350794	NA	NA	0.03955436018071956	NA	NA	103818665	1	3.1190309074888507	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MED27	mediator complex subunit 27	-0.20136229599456756	NA	NA	0.03955436018071956	NA	NA	103818986	1	3.9855800252183324	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
KATNA1	katanin catalytic subunit A1	-0.20525578153510826	NA	NA	0.03955436018071956	NA	NA	103820564	1	7.3271980740479545	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RIPK2	receptor interacting serine/threonine kinase 2	0.4770296381551421	NA	NA	0.03955436018071956	NA	NA	103813399	1	2.041753021353676	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LYZ	lysozyme	0.9108032848440191	NA	NA	0.03955436018071956	NA	NA	103822351	1	5.204960714283233	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC127060342	uncharacterized LOC127060342	-0.5597372044589328	NA	NA	0.03955436018071956	NA	NA	127060342	1	-0.9489146892460919	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NHLRC3	NHL repeat containing 3	0.3974584676032078	NA	NA	0.03955436018071956	NA	NA	103827375	1	0.44774516907303646	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
APH1A	aph-1 homolog A, gamma-secretase subunit	-0.43491301530259724	NA	NA	0.03955436018071956	NA	NA	103824021	1	1.4585834635014812	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SCARB2	scavenger receptor class B member 2	0.32636464779509333	NA	NA	0.03961155082268405	NA	NA	103823430	1	2.9522817007340416	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CRLF3	cytokine receptor like factor 3	0.16080225973346246	NA	NA	0.03961155082268405	NA	NA	103819974	1	5.655345153326188	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RPLP0	ribosomal protein lateral stalk subunit P0	-0.4554235119856093	NA	NA	0.03961155082268405	NA	NA	103818043	1	9.968984642066626	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ZDHHC20	zinc finger DHHC-type palmitoyltransferase 20	0.24914435321315226	NA	NA	0.03961155082268405	NA	NA	103827317	1	3.5424820625932743	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1	-0.5744314950458056	NA	NA	0.039643598376464334	NA	NA	ELAPOR1	1	-1.172256054893583	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TBC1D7	TBC1 domain family member 7	-0.3733799883110674	NA	NA	0.03968439651074721	NA	NA	103814088	1	4.633941741423448	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RFXANK	regulatory factor X associated ankyrin containing protein	-0.4952882669084269	NA	NA	0.03968439651074721	NA	NA	103825201	1	1.5012595968824094	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TPP2	tripeptidyl peptidase 2	0.16947397875832232	NA	NA	0.0397916119477066	NA	NA	103812621	1	3.9975856512864185	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
VPS13B	vacuolar protein sorting 13 homolog B	-0.21282784821717368	NA	NA	0.0397916119477066	NA	NA	103813793	1	8.039649199614407	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SMIM13	small integral membrane protein 13	0.3136004832716977	NA	NA	0.03982509872127262	NA	NA	103814894	1	2.875015807037737	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103824010	SLAM family member 8	0.31394824086029005	NA	NA	0.03982509872127262	NA	NA	103824010	1	5.080089952876283	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CXXC1	CXXC finger protein 1	-0.16451759985385309	NA	NA	0.039872688231890455	NA	NA	115483964	1	6.656369152997259	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NA	NA	0.24253294944115095	NA	NA	0.04014031541051972	NA	NA	103821311	1	5.765848006987973	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CABCOCO1	ciliary associated calcium binding coiled-coil 1	0.4807041581009595	NA	NA	0.04014031541051972	NA	NA	CABCOCO1	1	-0.16415660985189387	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RPL37A	ribosomal protein L37a	-0.2967844639669777	NA	NA	0.04014031541051972	NA	NA	103814342	1	7.231153049632205	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC127060146	granulocyte-macrophage colony-stimulating factor receptor subunit alpha-like	0.534009284449379	NA	NA	0.04014031541051972	NA	NA	127060146	1	1.4885995075624006	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	0.4037133988296882	NA	NA	0.04014031541051972	NA	NA	103817861	1	2.888716158892718	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LXN	latexin	-0.7221850221940417	NA	NA	0.04014031541051972	NA	NA	103815552	1	1.795222295637337	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GTPBP4	GTP binding protein 4	-0.24116622774604418	NA	NA	0.04015485502401958	NA	NA	103812731	1	4.783566741044279	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SNX8	sorting nexin 8	0.40401450507122927	NA	NA	0.04015485502401958	NA	NA	103817633	1	1.2764012925825161	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TMEM263	transmembrane protein 263	0.32793799723314615	NA	NA	0.04015485502401958	NA	NA	103813197	1	2.02247916260322	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TLR7	toll-like receptor 7	0.5691867787284269	NA	NA	0.04015485502401958	NA	NA	103815911	1	1.3741664706842334	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
BDH1	3-hydroxybutyrate dehydrogenase 1	-0.327431318145688	NA	NA	0.04022299666773996	NA	NA	103815401	1	4.8852091806662985	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
KDM7A	lysine demethylase 7A	-0.1660627323771179	NA	NA	0.040256365038000605	NA	NA	103819605	1	8.869391719152848	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
IFFO1	intermediate filament family orphan 1	0.43385503684863613	NA	NA	0.04038406458605376	NA	NA	103812460	1	1.3923680379750323	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103821206	nucleolar RNA helicase 2-like	0.21460534909777162	NA	NA	0.04038406458605376	NA	NA	103821206	1	3.4088643874849107	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CDC42	cell division cycle 42	-0.11849779899992723	NA	NA	0.04038406458605376	NA	NA	103824159	1	7.620694999149292	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CIDEA	cell death inducing DFFA like effector a	-0.6200790671539476	NA	NA	0.04038406458605376	NA	NA	103826600	1	1.6523581713771724	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MTCH1	mitochondrial carrier 1	-0.17490596082937682	NA	NA	0.040387414769274384	NA	NA	103822410	1	4.894294483626066	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RTN4	reticulon 4	-0.1941978962222511	NA	NA	0.04042854157947008	NA	NA	103819252	1	8.996114573668654	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC108962686	uncharacterized LOC108962686	0.6307506278468265	NA	NA	0.04042854157947008	NA	NA	108962686	1	2.6987712425116883	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CEP41	centrosomal protein 41	-0.44913313371283603	NA	NA	0.04046844349523434	NA	NA	103822503	1	0.9790777678667412	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NRROS	negative regulator of reactive oxygen species	0.3273047835963585	NA	NA	0.04054064681964962	NA	NA	103815513	1	2.8293279271520286	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SAMD9L	sterile alpha motif domain containing 9 like	0.5929196106386215	NA	NA	0.04055499285878019	NA	NA	103819784	1	9.94453756007324	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RNPEP	arginyl aminopeptidase	0.4431290641707304	NA	NA	0.04088177709745969	NA	NA	103822440	1	1.9544490338741873	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SNRNP40	small nuclear ribonucleoprotein U5 subunit 40	0.3715748868130912	NA	NA	0.04096950705737368	NA	NA	103822617	1	3.012981130088798	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CTTNBP2NL	CTTNBP2 N-terminal like	0.49430839902133183	NA	NA	0.0412004353066835	NA	NA	103823267	1	0.8886953506931544	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
STIL	STIL centriolar assembly protein	-0.33914372082925925	NA	NA	0.041386786909641794	NA	NA	103815185	1	4.900643402470923	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
DTX4	deltex E3 ubiquitin ligase 4	0.42017530382173934	NA	NA	0.041386786909641794	NA	NA	103822285	1	1.5652736755532168	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
EVI5	ecotropic viral integration site 5	-0.12960105841212607	NA	NA	0.04148165163796832	NA	NA	103814892	1	5.769808178354472	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC127060147	uncharacterized LOC127060147	-0.9244794036070143	NA	NA	0.041527633390131304	NA	NA	127060147	1	-0.9535354912592887	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GAN	gigaxonin	0.30198389165619466	NA	NA	0.041694694623388276	NA	NA	103816728	1	2.611122519460154	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
BDH2	3-hydroxybutyrate dehydrogenase 2	0.43411527392108945	NA	NA	0.041694694623388276	NA	NA	103826022	1	0.014504466668730606	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
BRWD3	bromodomain and WD repeat domain containing 3	-0.13801759861190543	NA	NA	0.04186668608120001	NA	NA	103816573	1	9.15122223064427	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
FAAP24	FA core complex associated protein 24	-0.48719728366915704	NA	NA	0.04192466665428435	NA	NA	103821151	1	1.1327235378630967	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PDLIM2	PDZ and LIM domain 2	0.47957001955149775	NA	NA	0.04199774778763186	NA	NA	108964450	1	0.4132744349530059	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103822435	receptor-type tyrosine-protein phosphatase V-like	0.8287544930732997	NA	NA	0.042140939623829074	NA	NA	103822435	1	-0.1971935782531015	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103819056	uncharacterized LOC103819056	-0.819115550563171	NA	NA	0.04214301866589603	NA	NA	103819056	1	4.108009176978404	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC127060544	uncharacterized LOC127060544	0.45086532661430684	NA	NA	0.042247613570401854	NA	NA	127060544	1	0.13481570289024308	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SNX22	sorting nexin 22	-0.3582686768993629	NA	NA	0.04239783023736179	NA	NA	103816145	1	3.475730570289761	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1	-0.15878545018100798	NA	NA	0.04239783023736179	NA	NA	103822313	1	5.580265281781548	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC127060433	uncharacterized LOC127060433	-0.5131371109132693	NA	NA	0.04239783023736179	NA	NA	127060433	1	0.8114492780882547	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TPRN	taperin	0.4531675789253111	NA	NA	0.04239783023736179	NA	NA	103819175	1	0.8809986631896204	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
USP3	ubiquitin specific peptidase 3	-0.16567316959543507	NA	NA	0.04255707973550494	NA	NA	103823154	1	5.578772132635332	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RILPL1	Rab interacting lysosomal protein like 1	0.28510760637266896	NA	NA	0.04255707973550494	NA	NA	103818328	1	1.3617267149596546	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MMGT1	membrane magnesium transporter 1	0.17366677246012507	NA	NA	0.04255707973550494	NA	NA	103824497	1	2.7829114319778476	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MAP3K5	mitogen-activated protein kinase kinase kinase 5	0.36420319226184106	NA	NA	0.04255707973550494	NA	NA	103818465	1	1.095051403506823	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SLC41A1	solute carrier family 41 member 1	0.33455341068925176	NA	NA	0.04255707973550494	NA	NA	103822314	1	1.2524227335114346	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
C1QC	complement C1q C chain	0.5080011620224004	NA	NA	0.04255707973550494	NA	NA	103824163	1	4.244308076009319	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CYBB	cytochrome b-245 heavy chain	0.4587454802879313	NA	NA	0.04255707973550494	NA	NA	103815785	1	4.378775331488472	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LAPTM4A	lysosomal protein transmembrane 4 alpha	-0.14886160608079219	NA	NA	0.04255707973550494	NA	NA	103820794	1	9.061865142451515	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ARMC9	armadillo repeat containing 9	-0.4291915628736131	NA	NA	0.04285285037567017	NA	NA	103815364	1	1.3500704130159393	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SFT2D1	SFT2 domain containing 1	0.13847493398874774	NA	NA	0.042985089556335336	NA	NA	103817362	1	4.005417579113653	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC103819260	two pore calcium channel protein 1-like	-0.26087722566441096	NA	NA	0.042985089556335336	NA	NA	103819260	1	4.863799635399132	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	-0.23253107976419696	NA	NA	0.042985089556335336	NA	NA	103820568	1	6.413040109416466	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NAV1	neuron navigator 1	0.5136372800003348	NA	NA	0.042985089556335336	NA	NA	103822441	1	1.5469115185810687	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NFIA	nuclear factor I A	-0.30661739681585665	NA	NA	0.042985089556335336	NA	NA	103815062	1	5.215693890935745	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
COG4	component of oligomeric golgi complex 4	-0.14489214697074532	NA	NA	0.04303880309360619	NA	NA	103816669	1	4.3313307975988	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PGGT1B	protein geranylgeranyltransferase type I subunit beta	0.2613336198298375	NA	NA	0.04310842348839195	NA	NA	103821450	1	3.495065751859312	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MBNL1	muscleblind like splicing regulator 1	-0.18413473557568796	NA	NA	0.04310842348839195	NA	NA	103815254	1	11.036941392543723	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RDH14	retinol dehydrogenase 14	-0.20026070087539194	NA	NA	0.04311090360780504	NA	NA	103820762	1	3.904157279699991	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SIGMAR1	sigma non-opioid intracellular receptor 1	0.3705121268374884	NA	NA	0.04326733559606264	NA	NA	103820666	1	1.2016826317432194	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GPBP1L1	GC-rich promoter binding protein 1 like 1	-0.1402694645162778	NA	NA	0.04332509032854531	NA	NA	103814985	1	9.632855948690667	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PACSIN3	protein kinase C and casein kinase substrate in neurons 3	-0.3889741290421575	NA	NA	0.04332509032854531	NA	NA	103826692	1	4.80343246277137	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LOC108961394	interleukin-5 receptor subunit alpha-like	0.531371148484301	NA	NA	0.043361237319988775	NA	NA	108961394	1	1.1175973778316826	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RPL19	ribosomal protein L19	-0.3392922711036002	NA	NA	0.04349691947162654	NA	NA	103821652	1	10.568201828867199	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
G6PC3	glucose-6-phosphatase catalytic subunit 3	0.2844818000985656	NA	NA	0.04369644334858928	NA	NA	103825224	1	1.7886784630663801	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GLRX2	glutaredoxin 2	-0.2682874232756166	NA	NA	0.04379790927184013	NA	NA	103814829	1	2.240007237379054	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
DENND6B	DENN domain containing 6B	-0.24315460316456308	NA	NA	0.04381703972511406	NA	NA	103824900	1	4.14285175811889	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PITRM1	pitrilysin metallopeptidase 1	-0.31852491280699896	NA	NA	0.043873901498042475	NA	NA	103813074	1	5.27437770945134	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
DOK1	docking protein 1	0.3371900088777498	NA	NA	0.043873901498042475	NA	NA	103823118	1	2.364944431672537	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
