task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2360	77/7e3921	199437	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_BAMSTAT (ES42_Blue-013_Control-protein_14)	CACHED	0	2022-07-16 10:49:10.143	3m 31s	3m 29s	102.1%	1.2 MB	11 MB	2.3 GB	1.2 KB
2376	6d/8e3302	59692	NFCORE_RNASEQ:RNASEQ:PRESEQ_LCEXTRAP (ES99_SEM19-107_MG-protein_21)	CACHED	0	2022-07-16 12:10:27.917	8m 23s	8m 22s	99.6%	1.8 GB	1.9 GB	2.3 GB	496.1 KB
2346	07/26c273	128463	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INNERDISTANCE (ES41_Blue-013_Control-protein_0)	CACHED	0	2022-07-15 18:22:23.190	1m 36s	1m 34s	110.6%	1.2 MB	11 MB	138.6 MB	80.8 MB
2415	71/48723c	59792	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (ES1_48_Control-lipid_0)	CACHED	0	2022-07-16 00:57:07.086	22m 45s	22m 43s	106.4%	9.3 GB	42.4 GB	27.2 GB	24.3 GB
2160	84/27a526	112209	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDUPLICATION (ES60_Blue-032_MG-protein_21)	CACHED	0	2022-07-16 12:25:34.306	5m 43s	5m 41s	102.3%	1.2 MB	11 MB	2.1 GB	178.2 KB
2370	55/8f4eaa	210561	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_REVERSE:UCSC_BEDCLIP (ES41_Blue-013_Control-protein_0)	CACHED	0	2022-07-16 13:03:31.352	4.9s	5s	98.7%	4.5 MB	18.6 MB	296.3 MB	296.1 MB
2041	69/e78aa5	229835	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDUPLICATION (ES74_Blue-042_MG-protein_14)	CACHED	0	2022-07-16 18:18:41.596	7m 20s	7m 18s	101.6%	1.2 MB	11 MB	2.5 GB	187 KB
2379	98/829dd5	118102	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (ES43_Blue-013_Control-protein_21)	CACHED	0	2022-07-15 14:21:37.123	12m 5s	12m 5s	145.5%	29 GB	44.9 GB	4.1 GB	2.3 GB
2216	49/de0c4d	233751	NFCORE_RNASEQ:RNASEQ:DUPRADAR (ES76_Blue-043_MG-lipid_0)	CACHED	0	2022-07-16 02:54:31.164	14m 8s	14m 7s	101.0%	1.2 MB	11 MB	43.6 GB	21.5 GB
2356	00/c963f1	260239	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INFEREXPERIMENT (ES42_Blue-013_Control-protein_14)	CACHED	0	2022-07-16 10:58:09.471	5.6s	4s	197.0%	1.2 MB	11 MB	33.1 MB	717 B
2049	07/c19581	67666	NFCORE_RNASEQ:RNASEQ:DUPRADAR (ES74_Blue-042_MG-protein_14)	CACHED	0	2022-07-16 05:00:54.997	17m 53s	17m 51s	100.7%	721.7 MB	4.8 GB	55.2 GB	28.9 GB
2319	25/ee6cae	38015	NFCORE_RNASEQ:RNASEQ:DUPRADAR (ES6_164_Control-protein_21)	CACHED	0	2022-07-16 04:48:00.377	12m 55s	12m 53s	101.0%	634.1 MB	4.8 GB	36.2 GB	17.2 GB
2316	d1/74ef0c	88935	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:SAMTOOLS_INDEX (ES6_164_Control-protein_21)	CACHED	0	2022-07-16 10:33:11.656	22.3s	22s	174.5%	11 MB	209.7 MB	2.2 GB	1.2 MB
2420	51/42d5c4	35446	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDUPLICATION (ES1_48_Control-lipid_0)	CACHED	0	2022-07-16 00:50:33.042	6m 34s	6m 32s	102.1%	4.1 GB	5.2 GB	2.5 GB	185.6 KB
1993	90/f57eef	198546	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONANNOTATION (ES85_orange-24_Control-protein_0)	CACHED	0	2022-07-16 18:08:53.828	2m 39s	2m 37s	104.9%	1.2 MB	11 MB	2.3 GB	45.4 MB
2008	e5/3bba31	16369	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDUPLICATION (ES5_164_Control-protein_14)	CACHED	0	2022-07-16 14:49:30.502	5m 39s	5m 38s	102.1%	3.9 GB	5 GB	2.1 GB	180.4 KB
2394	bf/09b43b	105525	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:SAMTOOLS_INDEX (ES56_Blue-050_Control-lipid_21)	CACHED	0	2022-07-16 10:35:10.496	25.7s	26s	179.5%	11 MB	209.7 MB	2.4 GB	1.2 MB
2409	3f/171ea0	54199	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (ES1_48_Control-lipid_0)	CACHED	0	2022-07-16 00:55:44.459	5m 15s	5m 14s	120.3%	771 MB	1.1 GB	2.9 GB	180.8 MB
2352	ec/5e3c2d	221380	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (ES42_Blue-013_Control-protein_14)	CACHED	0	2022-07-16 10:52:40.915	5m 29s	5m 28s	116.2%	663.7 MB	981.6 MB	2.6 GB	180 MB
2426	d8/b8d177	249486	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_FORWARD:UCSC_BEDCLIP (ES44_Blue-015_MG-lipid_0)	CACHED	0	2022-07-16 15:57:23.417	6.4s	6s	99.1%	4.5 MB	18.6 MB	313.6 MB	313.4 MB
2378	81/d5ba84	107020	NFCORE_RNASEQ:RNASEQ:PRESEQ_LCEXTRAP (ES43_Blue-013_Control-protein_21)	CACHED	0	2022-07-15 14:17:49.189	8m 19s	8m 18s	99.8%	2.1 GB	2.1 GB	2.2 GB	498.9 KB
2418	e9/60995d	49037	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_BAMSTAT (ES1_48_Control-lipid_0)	CACHED	0	2022-07-16 00:54:22.876	3m 19s	3m 17s	102.9%	39.2 MB	1.1 GB	2.5 GB	1.2 KB
2340	ae/b62014	170323	NFCORE_RNASEQ:RNASEQ:DUPRADAR (ES41_Blue-013_Control-protein_0)	CACHED	0	2022-07-15 11:33:46.363	17m 49s	17m 47s	100.8%	1.2 MB	11 MB	55.7 GB	29.7 GB
2425	f2/b420a4	250451	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_REVERSE:UCSC_BEDCLIP (ES44_Blue-015_MG-lipid_0)	CACHED	0	2022-07-16 15:57:29.818	5.5s	4s	98.8%	4.5 MB	18.6 MB	313 MB	312.9 MB
2388	89/3adc3f	250025	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INNERDISTANCE (ES56_Blue-050_Control-lipid_21)	CACHED	0	2022-07-16 18:26:01.290	1m 51s	1m 50s	107.5%	1.2 MB	11 MB	130.4 MB	80.7 MB
2354	a8/04b5ca	73330	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INNERDISTANCE (ES42_Blue-013_Control-protein_14)	CACHED	0	2022-07-16 11:10:02.963	2m 1s	1m 59s	106.5%	460.2 MB	1.6 GB	129.9 MB	80.9 MB
2434	79/d1092f	80338	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (ES43_Blue-013_Control-protein_21)	CACHED	0	2022-07-15 23:34:31.089	21m 50s	21m 48s	106.8%	8.5 GB	42.4 GB	24.8 GB	22.1 GB
2427	ff/d1a611	79436	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INFEREXPERIMENT (ES43_Blue-013_Control-protein_21)	CACHED	0	2022-07-15 23:34:26.597	4.5s	4s	296.3%	41.2 MB	1.1 GB	33.1 MB	716 B
2432	7d/ae461c	73307	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_BAMSTAT (ES43_Blue-013_Control-protein_21)	CACHED	0	2022-07-15 23:33:02.290	3m 7s	3m 6s	103.1%	44.6 MB	1.1 GB	2.3 GB	1.2 KB
2408	f5/0d2084	132177	NFCORE_RNASEQ:RNASEQ:DUPRADAR (ES88_610_MG-protein_0)	CACHED	0	2022-07-16 05:31:24.409	17m 40s	17m 39s	100.8%	1.2 MB	11 MB	55.2 GB	28.8 GB
2348	eb/5f7399	123407	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_BAMSTAT (ES41_Blue-013_Control-protein_0)	CACHED	0	2022-07-15 18:19:33.152	2m 50s	2m 49s	103.8%	1.2 MB	11 MB	2.5 GB	1.2 KB
2359	2e/9a1c6e	79431	NFCORE_RNASEQ:RNASEQ:DUPRADAR (ES42_Blue-013_Control-protein_14)	CACHED	0	2022-07-15 16:29:47.023	14m 34s	14m 32s	100.9%	680.9 MB	4.8 GB	41.5 GB	20.6 GB
2422	17/3a706f	237696	NFCORE_RNASEQ:RNASEQ:PRESEQ_LCEXTRAP (ES96_610_MG-protein_21)	CACHED	0	2022-07-16 04:17:58.959	8m 30s	8m 29s	99.8%	2.1 GB	2.6 GB	2.3 GB	497.8 KB
2435	15/292f99	28248	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDUPLICATION (ES43_Blue-013_Control-protein_21)	CACHED	0	2022-07-15 23:22:12.937	6m 8s	6m 7s	102.2%	4.2 GB	5.3 GB	2.4 GB	182.7 KB
2417	28/fc4a14	17312	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:SAMTOOLS_INDEX (ES1_48_Control-lipid_0)	CACHED	0	2022-07-15 16:12:22.342	25.4s	25s	178.4%	11.5 MB	209.7 MB	2.5 GB	1.3 MB
2410	62/9eacdc	44009	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INNERDISTANCE (ES1_48_Control-lipid_0)	CACHED	0	2022-07-16 00:52:44.733	1m 38s	1m 36s	109.2%	464.3 MB	1.6 GB	129.8 MB	80.7 MB
1820	84/2dc20f	154655	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (ES55_SEM19-74_MG-protein_21)	CACHED	0	2022-07-16 14:05:53.521	4m 47s	4m 46s	110.1%	1.2 MB	11 MB	4.4 GB	1 GB
2411	3c/0272c0	78756	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDISTRIBUTION (ES1_48_Control-lipid_0)	CACHED	0	2022-07-16 01:00:59.063	4m 29s	4m 28s	102.1%	492.2 MB	1.6 GB	2.6 GB	1.6 KB
2347	10/8c0b94	142025	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONANNOTATION (ES41_Blue-013_Control-protein_0)	CACHED	0	2022-07-15 18:28:58.490	2m 27s	2m 26s	106.6%	1.2 MB	11 MB	2.5 GB	44.3 MB
2367	71/1c8e89	231697	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:RSEM_MERGE_COUNTS	CACHED	0	2022-07-15 17:30:15.481	18.6s	17.5s	56.0%	3 MB	13.7 MB	739.1 MB	170.3 MB
2096	ba/790c97	237880	NFCORE_RNASEQ:RNASEQ:DUPRADAR (ES82_Blue-047_Control-lipid_14)	CACHED	0	2022-07-16 00:32:26.369	12m 17s	12m 15s	101.2%	1.2 MB	11 MB	41.7 GB	22.2 GB
2436	fa/9b7547	65320	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDISTRIBUTION (ES43_Blue-013_Control-protein_21)	CACHED	0	2022-07-15 23:31:00.509	4m 17s	4m 16s	101.9%	486.2 MB	1.6 GB	2.4 GB	1.6 KB
2419	cd/bd8f4e	50547	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (ES1_48_Control-lipid_0)	CACHED	0	2022-07-16 00:54:46.740	6m 2s	6m	108.6%	4.2 GB	5.3 GB	5.6 GB	1.2 GB
2302	0c/449cb8	71829	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONANNOTATION (ES65_106_NA_0)	CACHED	0	2022-07-16 16:17:25.486	2m 34s	2m 33s	105.2%	81.7 MB	1.2 GB	2.3 GB	43 MB
602	c5/3f3115	146413	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (ES36_AR17-21_MG-lipid_0)	CACHED	0	2022-07-15 00:15:11.422	20.8s	21s	180.2%	9.7 MB	209.7 MB	2 GB	1.2 MB
2351	89/d711eb	55343	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONANNOTATION (ES42_Blue-013_Control-protein_14)	CACHED	0	2022-07-16 11:07:06.853	2m 56s	2m 54s	103.2%	83.8 MB	1.2 GB	2.3 GB	44.1 MB
2397	10/258500	91856	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:SAMTOOLS_INDEX (ES88_610_MG-protein_0)	CACHED	0	2022-07-16 10:33:33.989	24.9s	24s	178.7%	11.2 MB	209.7 MB	2.4 GB	1.2 MB
2431	6a/8fe3b2	48361	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONSATURATION (ES43_Blue-013_Control-protein_21)	CACHED	0	2022-07-15 23:26:38.944	3m 36s	3m 34s	103.9%	496.6 MB	1.6 GB	2.4 GB	16.9 KB
2416	26/65fb18	62784	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONSATURATION (ES1_48_Control-lipid_0)	CACHED	0	2022-07-16 00:57:41.715	3m 35s	3m 34s	104.3%	502.5 MB	1.6 GB	2.5 GB	16.8 KB
2231	f8/85838a	78439	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:SAMTOOLS_INDEX (ES52_SEM19-1481_MG-lipid_14)	CACHED	0	2022-07-16 10:31:58.192	23.2s	23s	176.1%	11.2 MB	209.7 MB	2.3 GB	1.2 MB
2438	09/679c93	68957	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONANNOTATION (ES43_Blue-013_Control-protein_21)	CACHED	0	2022-07-15 23:31:56.991	2m 30s	2m 28s	106.1%	89.3 MB	1.2 GB	2.4 GB	43.9 MB
2361	b2/e32083	158608	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (ES42_Blue-013_Control-protein_14)	CACHED	0	2022-07-16 10:42:59.013	6m 11s	6m 10s	110.7%	1.2 MB	11 MB	5.1 GB	1.2 GB
2421	27/3057b4	42098	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (ES96_610_MG-protein_21)	CACHED	0	2022-07-15 16:16:33.617	23.2s	23s	180.4%	11.4 MB	209.7 MB	2.3 GB	1.2 MB
2423	be/87a736	254102	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (ES96_610_MG-protein_21)	CACHED	0	2022-07-16 04:26:29.104	12m 47s	12m 47s	146.3%	29.6 GB	44.9 GB	4.3 GB	2.4 GB
2412	1a/9e7680	77352	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONANNOTATION (ES1_48_Control-lipid_0)	CACHED	0	2022-07-16 01:00:48.428	2m 47s	2m 46s	105.7%	90.6 MB	1.2 GB	2.5 GB	46.6 MB
2265	2e/f956af	209285	NFCORE_RNASEQ:RNASEQ:DUPRADAR (ES45_Blue-015_MG-lipid_14)	CACHED	0	2022-07-15 22:00:12.482	19m 55s	19m 49s	100.5%	1.2 MB	11 MB	57.3 GB	29.8 GB
2445	79/140237	84342	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_FORWARD:UCSC_BEDCLIP (ES1_48_Control-lipid_0)	CACHED	0	2022-07-16 16:19:59.374	4.9s	5s	98.7%	4.6 MB	18.6 MB	303.8 MB	303.7 MB
2430	ff/8d754a	8321	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:SAMTOOLS_INDEX (ES43_Blue-013_Control-protein_21)	CACHED	0	2022-07-15 16:10:53.875	24.1s	23s	177.1%	11.2 MB	209.7 MB	2.3 GB	1.2 MB
2382	8e/f85500	191181	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (ES43_Blue-013_Control-protein_21)	CACHED	0	2022-07-15 00:19:33.531	23.2s	23s	176.9%	11.5 MB	209.7 MB	2.2 GB	1.2 MB
2375	ef/8f4a7c	53108	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (ES99_SEM19-107_MG-protein_21)	CACHED	0	2022-07-16 12:07:57.956	13m 32s	13m 27s	141.6%	28.5 GB	44.8 GB	4.2 GB	2.4 GB
2413	55/14a4d0	242057	NFCORE_RNASEQ:RNASEQ:DUPRADAR (ES1_48_Control-lipid_0)	CACHED	0	2022-07-15 16:04:38.375	19m 45s	19m 44s	100.3%	1.2 MB	11 MB	54.4 GB	28.6 GB
2433	a0/beec4e	55659	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (ES43_Blue-013_Control-protein_21)	CACHED	0	2022-07-15 23:28:21.372	5m 41s	5m 40s	110.1%	4.2 GB	5.2 GB	5.3 GB	1.2 GB
2446	d3/2543ba	84980	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_REVERSE:UCSC_BEDCLIP (ES1_48_Control-lipid_0)	CACHED	0	2022-07-16 16:20:04.297	4.9s	5s	98.4%	4.6 MB	18.6 MB	302.9 MB	302.8 MB
2552	d4/58aeec	154461	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES17_615_Control-protein_0)	CACHED	0	2022-07-16 10:42:22.281	555ms	0ms	96.2%	1.6 MB	5.4 MB	1.4 MB	91.1 KB
2462	94/778ff0	113007	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES104_625_Control-lipid_14)	CACHED	0	2022-07-16 10:36:01.562	555ms	1s	100.7%	1.6 MB	5.4 MB	1.4 MB	91 KB
2565	ce/1826a5	133185	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES10_172_Control-protein_14)	CACHED	0	2022-07-16 10:38:53.952	607ms	0ms	101.7%	1.6 MB	5.4 MB	1.4 MB	91.1 KB
2473	ad/127a73	246054	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES34_101-LS_MG-lipid_14)	CACHED	0	2022-07-16 10:56:05.088	21.1s	21s	160.8%	3.7 MB	209.7 MB	2 GB	5.5 KB
2516	ee/803664	222916	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES2_48_Control-lipid_14)	CACHED	0	2022-07-16 10:52:50.456	21.6s	21s	168.6%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
2551	fc/2698dc	134662	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES32_Blue-055_NA_14)	CACHED	0	2022-07-16 10:39:06.105	590ms	0ms	103.6%	1.6 MB	5.4 MB	1.3 MB	91.1 KB
2563	3a/617bb7	187265	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES33_101-LS_MG-lipid_0)	CACHED	0	2022-07-16 10:47:07.553	698ms	1s	103.4%	1.6 MB	5.4 MB	1.3 MB	91.1 KB
2470	ed/31beb5	262057	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES24_Blue-010_Control-lipid_21)	CACHED	0	2022-07-16 10:58:23.218	1m 23s	1m 23s	139.1%	4.7 MB	211.4 MB	2.3 GB	225.6 KB
2561	10/148d34	230339	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES2_48_Control-lipid_14)	CACHED	0	2022-07-16 10:53:47.701	516ms	1s	98.3%	4 MB	13.1 MB	1.3 MB	91 KB
2496	77/a3c62e	134826	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES17_615_Control-protein_0)	CACHED	0	2022-07-16 10:39:06.703	22s	21s	171.4%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
2498	26/c8828b	7111	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES15_601_Control-protein_14)	CACHED	0	2022-07-16 10:59:32.816	21.1s	20s	171.6%	3.8 MB	209.7 MB	2 GB	5.5 KB
2569	6f/5bd8f3	168503	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES27_619_MG-lipid_21)	CACHED	0	2022-07-16 10:44:21.598	546ms	1s	94.5%	1.6 MB	5.4 MB	1.4 MB	91.1 KB
2568	2b/537d6b	203445	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES29_Blue-098_Control-lipid_14)	CACHED	0	2022-07-16 10:49:49.549	553ms	0ms	94.1%	3.2 MB	12.2 MB	1.4 MB	91.6 KB
2521	72/136a9a	163168	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES33_101-LS_MG-lipid_0)	CACHED	0	2022-07-16 10:43:35.754	22.2s	21s	170.4%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
2466	2d/7acb89	121647	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES100_SEM19-140_Control-lipid_0)	CACHED	0	2022-07-16 10:37:25.530	21.1s	21s	172.9%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
2505	1b/386171	180062	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES12_209_MG-lipid_0)	CACHED	0	2022-07-16 10:46:05.445	21.7s	22s	168.6%	3.7 MB	209.7 MB	2.2 GB	5.5 KB
2528	8d/a44956	129141	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES23_Blue-010_Control-lipid_0)	CACHED	0	2022-07-16 10:38:22.014	21.6s	21s	171.3%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
2480	0b/8931d9	136159	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES31_Blue-055_NA_0)	CACHED	0	2022-07-16 10:39:19.071	21.2s	21s	167.7%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
2549	86/1d60d1	138006	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES21_618_Control-lipid_14)	CACHED	0	2022-07-16 10:39:28.723	517ms	1s	76.2%	2.9 MB	12.1 MB	1.3 MB	91 KB
2509	d8/2921fe	226211	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES18_615_Control-protein_14)	CACHED	0	2022-07-16 10:53:12.821	21.2s	20s	166.4%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
2471	96/833088	240854	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES34_101-LS_MG-lipid_14)	CACHED	0	2022-07-16 10:55:05.912	713ms	0ms	74.6%	2.7 MB	11.7 MB	1.3 MB	91 KB
2488	bb/ff5b91	147970	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES32_Blue-055_NA_14)	CACHED	0	2022-07-16 10:41:04.396	1m 18s	1m 18s	135.9%	4.6 MB	211.1 MB	2.2 GB	225.8 KB
2514	47/fde191	155556	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES20_618_Control-lipid_0)	CACHED	0	2022-07-16 10:42:29.304	22.2s	22s	166.8%	3.8 MB	209.7 MB	2.1 GB	5.5 KB
2524	23/b9d018	256620	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES105_625_Control-lipid_21)	CACHED	0	2022-07-16 10:57:42.030	1m 29s	1m 29s	142.8%	4.6 MB	211.4 MB	2.5 GB	226.7 KB
2429	2e/074342	188652	NFCORE_RNASEQ:RNASEQ:DUPRADAR (ES43_Blue-013_Control-protein_21)	CACHED	0	2022-07-15 15:48:53.679	17m 58s	17m 57s	100.2%	1.2 MB	11 MB	49.5 GB	25.6 GB
2562	a1/4b902f	132908	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES25_619_MG-lipid_0)	CACHED	0	2022-07-16 10:38:53.337	609ms	0ms	96.3%	1.6 MB	5.4 MB	1.4 MB	91 KB
2554	ff/bd7a17	165800	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES22_618_Control-lipid_21)	CACHED	0	2022-07-16 10:43:57.984	658ms	0ms	103.2%	1.6 MB	5.4 MB	1.4 MB	91.1 KB
2518	95/813bbe	120768	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES25_619_MG-lipid_0)	CACHED	0	2022-07-16 10:37:18.504	20.6s	20s	173.3%	3.8 MB	209.7 MB	2 GB	5.5 KB
2502	a1/3fc9eb	157643	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES22_618_Control-lipid_21)	CACHED	0	2022-07-16 10:42:51.511	21.9s	22s	166.8%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
