Module	Section	Sample Name	Source
RSeQC	bam_stat	ES84_LD19-239_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES84_LD19-239_MG-lipid_0.bam_stat.txt
RSeQC	bam_stat	ES64_SEM19-1481_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES64_SEM19-1481_MG-lipid_21.bam_stat.txt
RSeQC	bam_stat	ES100_SEM19-140_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES100_SEM19-140_Control-lipid_0.bam_stat.txt
RSeQC	bam_stat	ES48_Blue-45_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES48_Blue-45_MG-protein_14.bam_stat.txt
RSeQC	bam_stat	ES95_610_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES95_610_MG-protein_14.bam_stat.txt
RSeQC	bam_stat	ES35_101-LS_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES35_101-LS_MG-lipid_21.bam_stat.txt
RSeQC	bam_stat	ES90_Blue-049_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES90_Blue-049_Control-protein_14.bam_stat.txt
RSeQC	bam_stat	ES82_Blue-047_Control-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES82_Blue-047_Control-lipid_14.bam_stat.txt
RSeQC	bam_stat	ES9_172_Control-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES9_172_Control-protein_0.bam_stat.txt
RSeQC	bam_stat	ES22_618_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES22_618_Control-lipid_21.bam_stat.txt
RSeQC	bam_stat	ES20_618_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES20_618_Control-lipid_0.bam_stat.txt
RSeQC	bam_stat	ES50_Blue-024_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES50_Blue-024_Control-protein_14.bam_stat.txt
RSeQC	bam_stat	ES102_SEM19-140_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES102_SEM19-140_Control-lipid_21.bam_stat.txt
RSeQC	bam_stat	ES53_SEM19-74_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES53_SEM19-74_MG-protein_0.bam_stat.txt
RSeQC	bam_stat	ES21_618_Control-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES21_618_Control-lipid_14.bam_stat.txt
RSeQC	bam_stat	ES62_Blue-035_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES62_Blue-035_MG-protein_14.bam_stat.txt
RSeQC	bam_stat	ES75_Blue-042_MG-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES75_Blue-042_MG-protein_21.bam_stat.txt
RSeQC	bam_stat	ES41_Blue-013_Control-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES41_Blue-013_Control-protein_0.bam_stat.txt
RSeQC	bam_stat	ES105_625_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES105_625_Control-lipid_21.bam_stat.txt
RSeQC	bam_stat	ES32_Blue-055_NA_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES32_Blue-055_NA_14.bam_stat.txt
RSeQC	bam_stat	ES28_Blue-098_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES28_Blue-098_Control-lipid_0.bam_stat.txt
RSeQC	bam_stat	ES11_172_Control-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES11_172_Control-protein_21.bam_stat.txt
RSeQC	bam_stat	ES2_48_Control-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES2_48_Control-lipid_14.bam_stat.txt
RSeQC	bam_stat	ES86_orange-24_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES86_orange-24_Control-protein_14.bam_stat.txt
RSeQC	bam_stat	ES17_615_Control-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES17_615_Control-protein_0.bam_stat.txt
RSeQC	bam_stat	ES83_SEM19-1481_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES83_SEM19-1481_MG-lipid_0.bam_stat.txt
RSeQC	bam_stat	ES58_Blue-032_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES58_Blue-032_MG-protein_0.bam_stat.txt
RSeQC	bam_stat	ES66_617_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES66_617_Control-protein_14.bam_stat.txt
RSeQC	bam_stat	ES78_Blue-043_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES78_Blue-043_MG-lipid_21.bam_stat.txt
RSeQC	bam_stat	ES10_172_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES10_172_Control-protein_14.bam_stat.txt
RSeQC	bam_stat	ES30_Blue-098_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES30_Blue-098_Control-lipid_21.bam_stat.txt
RSeQC	bam_stat	ES43_Blue-013_Control-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES43_Blue-013_Control-protein_21.bam_stat.txt
RSeQC	bam_stat	ES55_SEM19-74_MG-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES55_SEM19-74_MG-protein_21.bam_stat.txt
RSeQC	bam_stat	ES74_Blue-042_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES74_Blue-042_MG-protein_14.bam_stat.txt
RSeQC	bam_stat	ES88_610_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES88_610_MG-protein_0.bam_stat.txt
RSeQC	bam_stat	ES12_209_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES12_209_MG-lipid_0.bam_stat.txt
RSeQC	bam_stat	ES98_SEM19-107_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES98_SEM19-107_MG-protein_14.bam_stat.txt
RSeQC	bam_stat	ES34_101-LS_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES34_101-LS_MG-lipid_14.bam_stat.txt
RSeQC	bam_stat	ES7_SEM19-1354_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES7_SEM19-1354_Control-protein_14.bam_stat.txt
RSeQC	bam_stat	ES52_SEM19-1481_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES52_SEM19-1481_MG-lipid_14.bam_stat.txt
RSeQC	bam_stat	ES15_601_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES15_601_Control-protein_14.bam_stat.txt
RSeQC	bam_stat	ES71_Blue-039_Control-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES71_Blue-039_Control-lipid_14.bam_stat.txt
RSeQC	bam_stat	ES69_Blue-037_MG-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES69_Blue-037_MG-protein_21.bam_stat.txt
RSeQC	bam_stat	ES16_601_Control-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES16_601_Control-protein_21.bam_stat.txt
RSeQC	bam_stat	ES60_Blue-032_MG-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES60_Blue-032_MG-protein_21.bam_stat.txt
RSeQC	bam_stat	ES46_Blue-015_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES46_Blue-015_MG-lipid_21.bam_stat.txt
RSeQC	bam_stat	ES85_orange-24_Control-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES85_orange-24_Control-protein_0.bam_stat.txt
RSeQC	bam_stat	ES67_Blue-037_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES67_Blue-037_MG-protein_0.bam_stat.txt
RSeQC	bam_stat	ES1_48_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES1_48_Control-lipid_0.bam_stat.txt
RSeQC	bam_stat	ES8_SEM19-1354_Control-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES8_SEM19-1354_Control-protein_21.bam_stat.txt
RSeQC	bam_stat	ES23_Blue-010_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES23_Blue-010_Control-lipid_0.bam_stat.txt
RSeQC	bam_stat	ES93_SEM19-76_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES93_SEM19-76_MG-lipid_14.bam_stat.txt
RSeQC	bam_stat	ES91_Blue-049_Control-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES91_Blue-049_Control-protein_21.bam_stat.txt
RSeQC	bam_stat	ES14_209_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES14_209_MG-lipid_21.bam_stat.txt
RSeQC	bam_stat	ES97_SEM19-107_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES97_SEM19-107_MG-protein_0.bam_stat.txt
RSeQC	bam_stat	ES19_615_Control-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES19_615_Control-protein_21.bam_stat.txt
RSeQC	bam_stat	ES68_Blue-037_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES68_Blue-037_MG-protein_14.bam_stat.txt
RSeQC	bam_stat	ES57_Blue-031_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES57_Blue-031_MG-lipid_0.bam_stat.txt
RSeQC	bam_stat	ES77_Blue-043_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES77_Blue-043_MG-lipid_14.bam_stat.txt
RSeQC	bam_stat	ES92_SEM19-76_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES92_SEM19-76_MG-lipid_0.bam_stat.txt
RSeQC	bam_stat	ES3_48_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES3_48_Control-lipid_21.bam_stat.txt
RSeQC	bam_stat	ES80_Blue-050_Control-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES80_Blue-050_Control-lipid_14.bam_stat.txt
RSeQC	bam_stat	ES49_Blue-024_Control-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES49_Blue-024_Control-protein_0.bam_stat.txt
RSeQC	bam_stat	ES36_AR17-21_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES36_AR17-21_MG-lipid_0.bam_stat.txt
RSeQC	bam_stat	ES94_SEM19-76_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES94_SEM19-76_MG-lipid_21.bam_stat.txt
RSeQC	bam_stat	ES73_Blue-042_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES73_Blue-042_MG-protein_0.bam_stat.txt
RSeQC	bam_stat	ES42_Blue-013_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/rseqc/bam_stat/ES42_Blue-013_Control-protein_14.bam_stat.txt
Salmon	all_sections	ES6_164_Control-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES6_164_Control-protein_21/libParams/flenDist.txt
Salmon	all_sections	ES98_SEM19-107_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES98_SEM19-107_MG-protein_14/libParams/flenDist.txt
Salmon	all_sections	ES7_SEM19-1354_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES7_SEM19-1354_Control-protein_14/libParams/flenDist.txt
Salmon	all_sections	ES89_Blue-049_Control-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES89_Blue-049_Control-protein_0/libParams/flenDist.txt
Salmon	all_sections	ES30_Blue-098_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES30_Blue-098_Control-lipid_21/libParams/flenDist.txt
Salmon	all_sections	ES68_Blue-037_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES68_Blue-037_MG-protein_14/libParams/flenDist.txt
Salmon	all_sections	ES86_orange-24_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES86_orange-24_Control-protein_14/libParams/flenDist.txt
Salmon	all_sections	ES67_Blue-037_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES67_Blue-037_MG-protein_0/libParams/flenDist.txt
Salmon	all_sections	ES97_SEM19-107_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES97_SEM19-107_MG-protein_0/libParams/flenDist.txt
Salmon	all_sections	ES74_Blue-042_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES74_Blue-042_MG-protein_14/libParams/flenDist.txt
Salmon	all_sections	ES92_SEM19-76_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES92_SEM19-76_MG-lipid_0/libParams/flenDist.txt
Salmon	all_sections	ES66_617_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES66_617_Control-protein_14/libParams/flenDist.txt
Salmon	all_sections	ES28_Blue-098_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES28_Blue-098_Control-lipid_0/libParams/flenDist.txt
Salmon	all_sections	ES20_618_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES20_618_Control-lipid_0/libParams/flenDist.txt
Salmon	all_sections	ES57_Blue-031_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES57_Blue-031_MG-lipid_0/libParams/flenDist.txt
Salmon	all_sections	ES61_Blue-035_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES61_Blue-035_MG-protein_0/libParams/flenDist.txt
Salmon	all_sections	ES8_SEM19-1354_Control-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES8_SEM19-1354_Control-protein_21/libParams/flenDist.txt
Salmon	all_sections	ES1_48_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES1_48_Control-lipid_0/libParams/flenDist.txt
Salmon	all_sections	ES18_615_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES18_615_Control-protein_14/libParams/flenDist.txt
Salmon	all_sections	ES34_101-LS_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES34_101-LS_MG-lipid_14/libParams/flenDist.txt
Salmon	all_sections	ES17_615_Control-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES17_615_Control-protein_0/libParams/flenDist.txt
Salmon	all_sections	ES85_orange-24_Control-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES85_orange-24_Control-protein_0/libParams/flenDist.txt
Salmon	all_sections	ES64_SEM19-1481_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES64_SEM19-1481_MG-lipid_21/libParams/flenDist.txt
Salmon	all_sections	ES105_625_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES105_625_Control-lipid_21/libParams/flenDist.txt
Salmon	all_sections	ES21_618_Control-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES21_618_Control-lipid_14/libParams/flenDist.txt
Salmon	all_sections	ES13_209_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES13_209_MG-lipid_14/libParams/flenDist.txt
Salmon	all_sections	ES23_Blue-010_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES23_Blue-010_Control-lipid_0/libParams/flenDist.txt
Salmon	all_sections	ES101_SEM19-140_Control-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES101_SEM19-140_Control-lipid_14/libParams/flenDist.txt
Salmon	all_sections	ES77_Blue-043_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES77_Blue-043_MG-lipid_14/libParams/flenDist.txt
Salmon	all_sections	ES81_Blue-047_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES81_Blue-047_Control-lipid_0/libParams/flenDist.txt
Salmon	all_sections	ES56_Blue-050_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES56_Blue-050_Control-lipid_21/libParams/flenDist.txt
Salmon	all_sections	ES31_Blue-055_NA_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES31_Blue-055_NA_0/libParams/flenDist.txt
Salmon	all_sections	ES15_601_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES15_601_Control-protein_14/libParams/flenDist.txt
Salmon	all_sections	ES27_619_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES27_619_MG-lipid_21/libParams/flenDist.txt
Salmon	all_sections	ES73_Blue-042_MG-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES73_Blue-042_MG-protein_0/libParams/flenDist.txt
Salmon	all_sections	ES46_Blue-015_MG-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES46_Blue-015_MG-lipid_21/libParams/flenDist.txt
Salmon	all_sections	ES96_610_MG-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES96_610_MG-protein_21/libParams/flenDist.txt
Salmon	all_sections	ES41_Blue-013_Control-protein_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES41_Blue-013_Control-protein_0/libParams/flenDist.txt
Salmon	all_sections	ES48_Blue-45_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES48_Blue-45_MG-protein_14/libParams/flenDist.txt
Salmon	all_sections	ES25_619_MG-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES25_619_MG-lipid_0/libParams/flenDist.txt
Salmon	all_sections	ES10_172_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES10_172_Control-protein_14/libParams/flenDist.txt
Salmon	all_sections	ES90_Blue-049_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES90_Blue-049_Control-protein_14/libParams/flenDist.txt
Salmon	all_sections	ES72_Blue-039_Control-lipid_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES72_Blue-039_Control-lipid_21/libParams/flenDist.txt
Salmon	all_sections	ES65_106_NA_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES65_106_NA_0/libParams/flenDist.txt
Salmon	all_sections	ES62_Blue-035_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES62_Blue-035_MG-protein_14/libParams/flenDist.txt
Salmon	all_sections	ES79_Blue-050_Control-lipid_0	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES79_Blue-050_Control-lipid_0/libParams/flenDist.txt
Salmon	all_sections	ES93_SEM19-76_MG-lipid_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES93_SEM19-76_MG-lipid_14/libParams/flenDist.txt
Salmon	all_sections	ES42_Blue-013_Control-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES42_Blue-013_Control-protein_14/libParams/flenDist.txt
Salmon	all_sections	ES95_610_MG-protein_14	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES95_610_MG-protein_14/libParams/flenDist.txt
Salmon	all_sections	ES43_Blue-013_Control-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES43_Blue-013_Control-protein_21/libParams/flenDist.txt
Salmon	all_sections	ES63_Blue-035_MG-protein_21	/scrfs/storage/clstacy/rnaseq/canary/nf/work_serCan/40/6fb893f12f356939165ae3fc1cf663/salmon/ES63_Blue-035_MG-protein_21/libParams/flenDist.txt
